Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,118403302,Hazleton Area SD,Luzerne,"$83,386,046.73","$38,382,382.90",,"$178,705.19",,,"$523,179.31",,,"$2,422.00","$14,563.00","$5,029,346.53","$5,415,918.00",,,"$1,797,750.00",$721.47,"$2,125,191.78","$140,140.00","$7,485,098.28","$223,914.58","$2,699,674.64",,,"$24,600.00",,,"$1,675,119.00","$8,235.28","$26,228.16",,$536.00,,"$3,205,976.54","$14,426,344.07",,,
1,118403903,Lake-Lehman SD,Luzerne,"$13,344,530.29","$6,911,126.87",,"$49,342.31",,,,,,,,"$1,192,132.96",,,,,,"$1,486,897.21","$71,610.00","$162,552.96","$32,422.47","$463,515.87",,,,,,"$278,523.00",,,,"$3,333.33",,"$488,990.71","$2,204,082.60",,,
1,118406003,Northwest Area SD,Luzerne,"$11,807,539.00","$7,191,744.00",,"$42,804.00",,,"$27,562.00",,,,,"$898,829.00",,,,"$306,000.00",,"$1,043,943.00","$17,325.00",,"$17,432.00","$487,546.00",,,,,"$217,313.00",,,,,,,"$261,850.00","$1,295,191.00",,,
1,118406602,Pittston Area SD,Luzerne,"$20,525,763.02","$10,004,850.84",,"$53,517.54",,,,,,,,"$1,743,370.88",,,,,"$7,301.14","$1,803,572.35","$130,515.00","$850,256.11",,"$910,925.09",,"$19,990.00","$35,000.00",,,"$495,591.00",,,,,,"$660,132.20","$3,810,740.87",,,
1,118408852,Wilkes-Barre Area SD,Luzerne,"$53,002,687.97","$29,008,262.45",,"$58,870.34",,,,,,,,"$4,663,427.38",,,,,,"$1,141,064.40","$244,860.00","$47,185.64","$146,807.46","$2,886,136.10",,"$25,000.00",,,,"$2,157,796.00",,,,,,"$2,160,914.34","$9,962,363.86",,,"$500,000.00"
1,118409203,Wyoming Area SD,Luzerne,"$15,880,699.79","$7,994,661.07",,"$52,389.69",,,,,,,,"$1,543,085.70",,,,,"$3,114.45","$1,603,895.40","$69,300.00","$239,358.24","$42,236.99","$469,590.35",,,"$45,000.00",,,"$357,527.00",,,,,,"$648,187.22","$2,812,353.68",,,
1,118409302,Wyoming Valley West SD,Luzerne,"$35,022,652.17","$20,004,176.81",,"$49,947.34",,,,,,,,"$3,438,972.70",,,,,"$11,111.27","$1,051,409.76","$109,340.00","$316,304.79","$99,235.16","$1,565,169.58",,"$25,000.00",,,,"$893,171.00",,,,"$4,531.71",,"$1,603,708.90","$5,850,573.15",,,
1,117412003,East Lycoming SD,Lycoming,"$14,203,581.14","$8,292,264.06",,"$23,759.62",,,,,,,,"$1,072,835.61",,,,"$263,771.45",,"$867,170.54","$1,925.00","$389,088.42","$30,043.73","$532,864.34",,"$24,761.00",,,,"$267,638.00",$807.98,,,"$6,250.00",,"$421,325.03","$2,009,076.36",,,
1,117414003,Jersey Shore Area SD,Lycoming,"$23,527,714.36","$13,112,562.50",,"$90,483.82",,,"$110,442.98",,,,,"$1,799,921.43",,,,"$306,000.00",,"$1,126,085.73","$69,685.00","$1,160,045.02","$43,803.78","$1,144,977.66",,"$25,000.00",,,,"$489,271.00",,"$7,516.62",,,,"$708,064.64","$3,333,854.18",,,
1,117414203,Loyalsock Township SD,Lycoming,"$7,014,713.35","$3,290,844.20",,"$23,202.32",,,,,,,,"$742,677.64",,,,,,"$143,859.67","$1,540.00","$283,680.81","$26,797.63","$393,648.70",,"$50,585.00",,,,"$139,676.00",,,,,,"$350,473.05","$1,567,728.33",,,
1,117415004,Montgomery Area SD,Lycoming,"$8,728,535.97","$5,261,844.49",,"$20,334.90",,,"$20,201.30",,,,,"$601,712.73",,,,"$425,000.00",,"$228,998.53","$21,175.00","$142,883.36","$15,486.44","$318,765.56",,"$25,000.00",,,,"$136,406.00",,,,,,"$267,053.08","$1,243,674.58",,,
1,117415103,Montoursville Area SD,Lycoming,"$12,659,535.92","$7,036,399.70",,"$43,573.29",,,,,,,,"$1,268,860.00",,,,,,"$460,400.29","$1,540.00","$531,919.17","$35,147.34","$512,032.41",,-$912.00,,,,"$264,755.00",,,,,,"$453,208.95","$2,052,611.77",,,
1,117415303,Muncy SD,Lycoming,"$7,222,685.90","$3,954,100.20",,"$143,002.81",,,,,"$1,295.00",,,"$670,573.82",,,,,"$2,364.42","$199,966.87","$2,695.00","$161,496.49","$19,201.70","$332,395.73",,"$30,000.00",,,,"$130,890.72","$8,235.28",,,,,"$286,614.07","$1,279,853.79",,,
1,117416103,South Williamsport Area SD,Lycoming,"$10,749,028.24","$6,118,894.32",,"$18,856.94",,,,,,,,"$856,543.06",,,,,,"$210,793.54","$1,925.00","$491,760.24","$22,768.39","$560,563.77",,"$25,000.00","$60,000.00",,,"$228,011.00","$27,386.36",,,,,"$385,296.61","$1,741,229.01",,,
1,117417202,Williamsport Area SD,Lycoming,"$46,801,639.00","$26,112,871.00",,"$265,086.00",,,"$470,865.00",,,,,"$4,543,924.00",,,,,$242.00,"$1,030,872.00","$8,470.00","$948,456.00","$190,894.00","$2,441,379.00",,,,,,"$989,521.00",,,,,,"$1,678,993.00","$8,120,066.00",,,
1,109420803,Bradford Area SD,McKean,"$25,664,211.12","$13,310,514.47",,"$140,937.42",,,"$212,691.29",,,,,"$1,945,371.22",,,,"$780,203.30",,"$941,994.69","$46,585.00","$989,894.97","$49,343.73","$1,522,751.16",,"$4,990.00","$25,000.00",,,"$501,516.00",,"$23,445.88",,,,"$914,362.76","$4,254,609.23",,,
1,109422303,Kane Area SD,McKean,"$12,747,364.13","$8,340,124.84",,"$32,461.29",,,,,"$2,170.00",,,"$863,918.55",,,,,,"$418,517.65",,"$276,930.74","$20,252.32","$339,806.47",,"$25,000.00",,,,"$246,106.00",,,,,,"$382,427.71","$1,799,648.56",,,
1,109426003,Otto-Eldred SD,McKean,"$8,709,281.02","$5,690,031.49",,"$29,578.49",,,,,,,,"$556,807.52",,,,,,"$353,349.00",,"$140,533.24","$11,575.85","$188,724.46",,,"$30,000.00",,,"$163,416.00",,,,"$1,875.89",,"$273,455.66","$1,269,933.42",,,
1,109426303,Port Allegany SD,McKean,"$11,110,901.50","$7,343,359.51",,,,,,,$385.00,,,"$734,638.88",,,,,$124.90,"$371,245.92","$1,925.00","$457,857.94","$16,389.49","$324,848.54",,,"$25,000.00",,,"$212,104.00",,,,,,"$282,087.08","$1,340,935.24",,,
1,109427503,Smethport Area SD,McKean,"$10,123,019.51","$6,541,720.39",,"$87,663.47",,,,,"$1,015.00",,,"$673,491.56",,,,,,"$387,911.76","$1,155.00","$322,941.93","$15,222.99","$315,590.30",,,"$19,122.18",,,"$185,322.00",,,,,,"$293,643.87","$1,278,219.06",,,
1,104431304,Commodore Perry SD,Mercer,"$6,160,795.43","$3,856,900.00",,"$69,705.74",,,,,,,,"$405,995.26",,,,,,"$467,199.14","$36,575.00","$30,998.96","$8,354.57","$180,937.66",,"$84,872.00",,,,"$100,565.00","$10,294.10",,,,,"$155,173.00","$753,225.00",,,
1,104432503,Farrell Area SD,Mercer,"$12,620,700.00","$7,483,754.00",,"$15,173.00",,,,,,,,"$853,756.00",,,,,,"$100,908.00",,"$620,689.00","$12,903.00","$265,882.00",,"$25,000.00","$20,000.00",,,"$217,908.00",,,,,,"$446,759.00","$2,557,968.00",,,
1,104432803,Greenville Area SD,Mercer,"$12,375,311.60","$7,009,351.01",,"$67,334.04",,,,,"$2,375.00",,,"$1,019,993.85",,,,,,"$376,475.68","$38,885.00","$555,554.14","$26,764.81","$537,854.32",,,,,,"$264,567.00",,,,,,"$426,978.63","$2,049,178.12",,,
1,104432903,Grove City Area SD,Mercer,"$16,483,244.29","$8,354,729.67",,"$778,481.11",,,"$69,734.31",,"$5,180.00",,,"$1,361,834.89",,,,,,"$634,016.26","$23,485.00","$245,605.30","$39,995.40","$501,938.11",,"$44,585.42",,,,"$340,539.00",,,,,,"$723,610.89","$3,359,508.93",,,
1,104433303,Hermitage SD,Mercer,"$12,065,086.79","$6,063,126.12",,"$31,144.58",,,,,,,,"$1,332,659.44",,,,,,"$484,196.32","$16,555.00","$483,373.84","$43,889.91","$460,274.19",,"$25,000.00",,,,"$267,203.00",$452.13,,,,,"$547,705.76","$2,309,506.50",,,
1,104433604,Jamestown Area SD,Mercer,"$5,444,736.04","$3,092,617.33",,"$22,207.39",,,,,,,,"$426,648.01",,,,,,"$385,855.22","$15,785.00","$174,414.73","$8,656.20","$276,588.21",,"$25,000.00",,,,"$95,731.00",,,,,,"$158,374.46","$762,858.49",,,
1,104433903,Lakeview SD,Mercer,"$11,060,120.11","$6,725,724.04",,,,,,,,,,"$762,379.90",,,,,,"$694,229.69","$33,495.00","$436,768.56","$22,676.97","$363,928.52",,"$25,000.00",,,,"$221,294.00",,,,"$9,154.32",,"$322,393.16","$1,443,075.95",,,
1,104435003,Mercer Area SD,Mercer,"$9,630,316.76","$5,463,091.71",,"$39,185.14",,,,,$420.00,,,"$870,220.79",,,,,,"$554,145.00","$11,935.00","$452,273.30","$19,623.82","$405,966.58",,"$25,000.00",,,,"$214,632.00",,,,,,"$276,542.80","$1,297,280.62",,,
1,104435303,Reynolds SD,Mercer,"$12,972,689.92","$8,029,337.82",,"$46,505.35",,,,,,,,"$1,027,366.95",,,,,,"$765,754.47","$50,435.00",,"$19,621.51","$493,708.68",,"$25,000.00",,,,"$238,412.00",,,,,,"$407,979.98","$1,868,568.16",,,
1,104435603,Sharon City SD,Mercer,"$23,623,461.15","$14,991,114.21",,"$11,273.64",,,,,,,,"$1,917,483.80",,,,,,"$159,748.72",,"$762,915.45","$37,286.15","$753,816.02",,,,,,"$493,812.00",,,,"$74,301.75",,"$773,084.43","$3,648,624.98",,,
1,104435703,Sharpsville Area SD,Mercer,"$10,886,634.86","$6,384,316.40",,"$20,983.18",,,,,,,,"$753,639.30",,,,,,"$345,634.56","$14,245.00","$499,238.08","$23,476.36","$451,173.02",,,,,,"$239,259.00",,,,,,"$379,275.89","$1,775,394.07",,,
1,104437503,West Middlesex Area SD,Mercer,"$9,371,317.19","$5,476,275.87",,"$10,499.04",,,,,,,,"$701,486.22",,,,,,"$412,838.32","$15,785.00","$324,238.12","$15,278.78","$400,677.56",,,"$11,801.00",,,"$185,880.00","$13,029.26",,,"$26,201.54",,"$292,597.59","$1,484,728.89",,,
1,111444602,Mifflin County SD,Mifflin,"$39,776,358.03","$21,468,417.57",,"$207,991.80",,,,,,$80.00,,"$3,441,983.42",,,,,"$1,900.12","$3,224,100.15","$153,230.00","$1,092,330.55","$90,414.08","$1,920,671.17",,"$25,000.00",,,,"$968,914.00",,,,,,"$1,084,508.60","$6,096,816.57",,,
1,120452003,East Stroudsburg Area SD,Monroe,"$46,836,046.59","$16,445,428.09",,"$931,209.75",,,,,"$12,670.00",,,"$4,255,794.65",,,,,"$2,886.23","$2,938,022.31","$107,800.00","$807,889.73","$148,185.14","$4,347,613.40",,"$64,256.00",,,,"$1,248,758.00",,,,,,"$2,975,328.34","$12,550,204.95",,,
1,120455203,Pleasant Valley SD,Monroe,"$45,217,824.86","$22,508,699.58",,"$371,456.40",,,,,,,,"$3,430,250.36",,,,,,"$2,674,184.78","$33,110.00","$941,824.57","$82,372.68","$4,075,197.16",,,,,,"$1,021,256.00",,,,$318.32,,"$1,829,842.31","$8,249,312.70",,,
1,120455403,Pocono Mountain SD,Monroe,"$66,537,210.76","$27,464,347.72",,"$1,138,855.64",,,,,,,,"$5,857,195.59",,,,,"$3,624.54","$2,891,128.50","$163,625.00","$1,064,549.67","$170,490.30","$6,201,319.22",,"$25,000.00","$55,000.00",,,"$1,534,068.00",,,,"$1,000.00",,"$3,524,387.93","$16,442,618.65",,,
1,120456003,Stroudsburg Area SD,Monroe,"$35,023,611.20","$14,369,308.90",,"$169,823.60",,,,,,,,"$3,130,920.79",,,,,,"$1,410,262.11","$93,170.00","$1,667,593.59","$89,867.57","$2,665,225.02",,"$25,000.00",,,,"$776,707.00",,,,,,"$1,921,145.40","$8,704,587.22",,,
1,123460302,Abington SD,Montgomery,"$34,444,611.23","$6,914,961.25",,"$239,517.93",,,,,,,,"$3,441,051.87",,,,,"$2,647.32","$719,267.22","$440,825.00","$582,958.26","$186,969.16","$5,484,055.89",,"$25,000.00",,,,"$401,756.00",,,,,,"$2,757,575.21","$13,248,026.12",,,
1,123460504,Bryn Athyn SD,Montgomery,"$53,907.12","$34,424.12",,,,,,,,,,"$6,141.00",,,,,,,,,,"$13,342.00",,,,,,,,,,,,,,,,
1,123461302,Cheltenham SD,Montgomery,"$25,149,097.00","$4,657,583.00",,"$596,687.00",,,,,,,,"$2,661,784.00",,,,,,"$1,324,462.00","$236,005.00","$1,071,231.00","$109,035.00","$3,561,090.00",,"$25,000.00",,,,"$340,388.00",,,,,,"$1,889,398.00","$8,676,434.00",,,
1,123461602,Colonial SD,Montgomery,"$22,499,032.00","$3,283,263.00",,"$630,245.00",,,,,,,,"$2,316,845.00",,,,,,"$813,249.00","$329,560.00","$292,162.00","$122,985.00","$3,218,029.00",,"$45,117.00",,,,"$169,916.00",,,,,,"$2,050,101.00","$9,227,560.00",,,
1,123463603,Hatboro-Horsham SD,Montgomery,"$20,702,278.80","$5,019,717.24",,"$83,154.59",,,,,,,,"$2,461,877.33",,,,,,"$445,148.17","$227,150.00","$51,728.47","$92,254.08","$2,430,216.29",,"$30,166.19",,,"$168,357.00","$101,873.00",,,,,,"$1,719,618.81","$7,871,017.63",,,
1,123463803,Jenkintown SD,Montgomery,"$3,491,704.00","$924,493.00",,,,,,,,,,"$282,311.00",,,,,,"$4,196.00",,,,"$571,187.00",,,,,,"$23,471.00",,,,"$118,396.00",,"$281,889.00","$1,285,761.00",,,
1,123464502,Lower Merion SD,Montgomery,"$39,166,333.74","$3,992,356.76",,"$118,527.41",,,,,,,,"$3,138,952.17",,,,,,"$1,523,849.99","$913,990.00","$248,919.70","$244,100.41","$3,473,709.15",,"$25,000.00",,,,"$240,611.00",,,,,,"$4,578,464.40","$20,667,852.75",,,
1,123464603,Lower Moreland Township SD,Montgomery,"$9,550,316.15","$2,234,151.97",,,,,,,,,,"$723,559.26",,,,,,"$344,803.62","$80,850.00","$293,425.04","$53,346.40","$1,564,408.95",,"$25,000.00",,,,"$75,809.00",,,,,,"$775,729.99","$3,379,231.92",,,
1,123465303,Methacton SD,Montgomery,"$23,262,130.88","$6,835,101.53",,"$45,097.19",,,,,,,,"$2,609,065.61",,,,,"$1,749.62","$2,025,446.91","$270,270.00","$471,751.56","$88,360.76","$2,063,531.50",,"$25,000.00",,,,"$252,829.00",,,,,,"$1,545,415.55","$7,028,511.65",,,
1,123465602,Norristown Area SD,Montgomery,"$37,737,650.17","$12,887,565.47",,"$752,058.01",,,,,,,,"$4,634,929.44",,,,,"$4,025.34","$1,053,352.97","$656,425.00","$384,820.83","$159,082.30","$2,856,955.16",,"$25,000.00","$54,980.22",,,"$787,066.00",,,,"$553,040.00",,"$2,263,740.56","$10,664,608.87",,,
1,123465702,North Penn SD,Montgomery,"$52,768,417.66","$10,581,534.48",,"$351,561.33",,,,,,,,"$6,678,485.54",,,,,,"$1,621,689.42","$694,925.00","$1,028,821.88","$283,047.94","$5,223,147.57",,"$25,000.00",,,,"$577,539.00",,,,"$449,728.00",,"$4,495,201.63","$20,757,735.87",,,
1,123466103,Perkiomen Valley SD,Montgomery,"$23,668,958.39","$6,443,714.11",,"$6,592.11",,,,,,,,"$2,458,856.53",,,,,"$2,235.46","$1,508,818.94","$251,790.00","$1,021,625.96","$114,630.20","$2,064,091.31",,"$25,000.00",,,,"$506,099.00",,,,,,"$1,703,582.54","$7,561,922.23",,,
1,123466303,Pottsgrove SD,Montgomery,"$20,806,528.00","$8,354,668.00",,"$286,382.00",,,,,,,,"$1,936,634.00",,,,,,"$1,061,739.00","$147,070.00","$706,941.00","$68,411.00","$1,539,792.00",,"$25,000.00",,,"$422,968.00",,,,,,,"$1,087,103.00","$5,169,820.00",,,
1,123466403,Pottstown SD,Montgomery,"$27,448,466.47","$11,445,947.20",,"$92,700.19","$1,000,000.00",,"$353,712.22",,,,,"$2,232,033.67",,,,"$2,397,000.00",,"$561,940.81","$20,790.00","$784,106.82","$57,751.01","$1,622,645.58",,"$25,000.00",,,,"$559,007.00",,"$36,044.73",,"$1,810.99",,"$1,022,677.33","$5,235,298.92",,,
1,123467103,Souderton Area SD,Montgomery,"$29,773,758.66","$9,540,633.51",,"$293,543.47",,,,,,,,"$3,301,431.06",,,,,,"$1,836,145.74","$363,825.00","$856,829.09","$126,448.59","$2,226,957.93",,"$63,867.70",,,,"$524,477.00","$1,058.77",,,,,"$1,886,862.34","$8,751,678.46",,,
1,123467203,Springfield Township SD,Montgomery,"$10,488,885.96","$1,492,573.61",,"$32,719.31",,,,,,,,"$1,069,901.47",,,,,,"$202,850.61","$189,805.00","$179,048.68","$87,557.18","$1,916,161.08",,"$25,000.00",,,,"$76,424.00",,,,,,"$931,330.31","$4,285,514.71",,,
1,123467303,Spring-Ford Area SD,Montgomery,"$33,024,357.26","$9,788,412.05",,"$75,353.30",,,,,,,,"$2,606,580.39",,,,,"$1,308.52","$1,804,054.11","$392,700.00","$1,076,185.25","$167,601.12","$2,480,937.18",,,"$25,000.00",,,"$442,498.00",,,,,,"$2,645,156.45","$11,518,570.89",,,
1,123468303,Upper Dublin SD,Montgomery,"$17,784,604.12","$2,980,059.83",,"$64,535.86",,,,,,,,"$1,870,817.18",,,,,,"$265,289.51","$141,680.00","$318,609.52","$92,437.36","$2,495,338.46",,,,,,"$142,657.00",,,,,,"$1,701,047.21","$7,712,132.19",,,
1,123468402,Upper Merion Area SD,Montgomery,"$15,318,524.48","$2,490,907.11",,,,,,,,,,"$1,439,952.89",,,,,,"$709,466.92","$282,975.00","$164,698.49","$81,194.27","$611,368.65",,"$25,000.00",,,,"$137,324.00",,,,,,"$1,693,524.13","$7,682,113.02",,,
1,123468503,Upper Moreland Township SD,Montgomery,"$14,418,787.06","$3,811,450.36",,"$78,524.81",,,,,,,,"$1,683,401.28",,,,,,"$505,732.38","$169,400.00","$583,946.74","$64,618.55","$1,308,975.17",,,,,,"$187,164.00","$27,662.00",,,"$29,037.02",,"$1,096,139.80","$4,872,734.95",,,
1,123468603,Upper Perkiomen SD,Montgomery,"$19,583,064.56","$8,948,206.76",,"$237,952.45",,,,,,,,"$1,768,721.80",,,,,"$14,198.32","$1,367,140.32","$102,025.00","$555,436.93","$54,795.81","$1,150,765.29",,"$24,577.00","$14,136.30",,,"$378,374.00",,,,"$1,370.16",,"$890,036.38","$4,075,328.04",,,
1,123469303,Wissahickon SD,Montgomery,"$20,120,879.11","$2,711,304.62",,"$85,334.40",,,,,,,,"$1,974,013.18",,,,,,"$583,773.96","$529,375.00","$65,482.97","$106,074.07","$3,208,959.71",,"$85,000.00",,,,"$157,053.00",,,,,,"$1,974,745.77","$8,639,762.43",,,
1,116471803,Danville Area SD,Montour,"$14,925,252.72","$7,354,247.44",,"$72,287.67",,,"$22,477.42",,,,,"$1,443,396.37",,,,"$306,000.00",,"$1,327,207.41","$78,540.00","$283,949.25","$43,350.57","$553,873.70",,,,,,"$279,308.00",,,,"$22,251.35",,"$589,913.14","$2,548,450.40",,,
1,120480803,Bangor Area SD,Northampton,"$21,306,247.24","$9,738,248.35",,"$43,252.26",,,,,,,,"$2,005,852.95",,,,,,"$1,347,718.64","$50,050.00","$650,125.51","$55,159.47","$1,722,099.43",,"$25,000.00",,,,"$511,151.00",,,,,,"$962,942.75","$4,194,646.88",,,
1,120481002,Bethlehem Area SD,Northampton,"$73,505,761.46","$32,610,550.92",,"$425,433.47",,,,,,$400.00,,"$7,574,674.27",,,,"$822,202.29","$1,020.49","$1,598,403.68","$1,048,740.00","$1,657,411.00","$323,483.77","$4,744,369.71",,"$25,000.00","$24,984.00",,,"$1,797,733.00",,,,"$145,658.00",,"$3,657,201.36","$17,048,495.50",,,
1,120483302,Easton Area SD,Northampton,"$48,774,157.60","$21,251,352.59",,"$357,729.66",,,"$56,877.24",,,,,"$4,317,025.77",,,,"$173,103.39","$1,404.03","$1,484,089.18","$553,630.00","$1,562,385.45","$3,607.98","$3,300,416.44",,,,,,"$1,289,684.00",,,,$750.00,,"$2,516,743.50","$11,905,358.37",,,
1,120484803,Nazareth Area SD,Northampton,"$22,407,070.06","$9,078,496.70",,"$70,266.49",,,,,,,,"$2,245,982.18",,,,,$147.51,"$986,782.74","$142,450.00","$342,654.90","$91,153.14","$1,600,661.71",,"$25,000.00",,,,"$476,529.00",,,,$400.00,,"$1,338,209.48","$6,008,336.21",,,
1,120484903,Northampton Area SD,Northampton,"$32,407,415.05","$13,981,685.60",,"$298,868.01",,,,,,,,"$3,123,982.89",,,,,"$1,153.51","$2,774,633.58","$199,815.00","$1,207,906.42","$103,910.90","$1,468,350.04",,"$25,000.00","$43,734.00",,,"$617,222.00",,,,,,"$1,547,802.01","$7,013,351.09",,,
1,120485603,Pen Argyl Area SD,Northampton,"$10,409,036.71","$4,937,069.57",,"$68,756.52",,,,,,,,"$1,054,144.90",,,,,"$3,319.87","$515,908.79","$36,960.00","$35,684.67","$33,022.26","$696,330.26",,"$25,000.00",,,,"$256,790.00",,,,,,"$496,551.32","$2,249,498.55",,,
1,120486003,Saucon Valley SD,Northampton,"$10,030,181.68","$3,219,269.35",,"$1,019.66",,,$481.40,,,,,"$1,002,235.15",,,,,$83.32,"$285,577.18","$119,735.00","$63,285.05","$41,662.57","$933,022.75",,"$26,950.00",,,,"$142,538.00",,,,,,"$767,948.05","$3,426,374.20",,,
1,120488603,Wilson Area SD,Northampton,"$13,888,523.62","$5,683,143.76",,"$73,669.92",,,,,,,,"$1,608,398.91",,,,"$309,541.63","$3,762.25","$363,774.48","$77,385.00","$523,868.69","$52,957.28","$982,613.10",,"$211,178.00",,,,"$313,967.00",,,,,,"$652,551.63","$3,031,711.97",,,
1,116493503,Line Mountain SD,Northumberland,"$11,338,348.33","$6,323,471.15",,"$125,703.68",,,,,,,,"$788,128.25",,,,,,"$1,465,274.47","$57,750.00","$237,746.32","$20,903.91","$343,993.21",,,,,,"$210,320.00",,,,,,"$325,433.44","$1,439,623.90",,,
1,116495003,Milton Area SD,Northumberland,"$16,711,877.52","$9,363,391.75",,"$71,353.50",,,"$47,795.75",,,,,"$1,485,279.61",,,,,,"$805,508.46","$25,025.00","$254,609.22","$38,630.63","$615,442.04",,,,,,"$393,328.00",,"$5,427.18",,,,"$635,497.29","$2,970,589.09",,,
1,116495103,Mount Carmel Area SD,Northumberland,"$14,246,464.93","$8,466,135.01",,"$1,805.54",,,,,,,,"$1,194,608.15",,,,"$510,000.00",$709.60,"$392,284.15","$58,520.00","$333,264.93","$26,488.93","$222,547.47",,"$290,820.21",,,,"$328,175.00",,,,$274.67,,"$340,947.73","$2,079,883.54",,,
1,116496503,Shamokin Area SD,Northumberland,"$20,233,964.99","$12,628,027.91",,"$29,238.51",,,,,,,,"$1,718,175.98",,,,"$340,000.00","$3,139.58","$786,203.64","$104,720.00",,"$89,264.78","$351,447.48",,"$25,000.00",,,,"$514,641.00",,,"$3,900.00",,,"$620,084.80","$3,020,121.31",,,
1,116496603,Shikellamy SD,Northumberland,"$23,054,417.47","$12,783,423.71",,"$190,829.87",,,,,,"$1,191.00",,"$1,965,906.62",,,,,"$3,541.59","$1,069,913.20","$38,885.00","$569,855.52","$57,606.03","$897,562.04",,"$25,000.00",,,,"$530,067.00",,,,,,"$843,812.83","$4,076,823.06",,,
1,116498003,Warrior Run SD,Northumberland,"$11,271,940.40","$6,411,341.98",,"$79,722.52",,,"$54,879.63",,,,,"$1,216,255.21",,,,,,"$638,097.70","$25,025.00",,"$27,962.92","$398,123.70",,"$39,645.00","$48,352.00",,,"$259,427.00","$8,235.28",,,,,"$359,131.14","$1,705,741.32",,,
1,115503004,Greenwood SD,Perry,"$7,017,707.70","$3,532,651.01",,"$23,853.90",,,"$22,603.85",,$140.00,,,"$472,289.07",,,,,,"$778,361.71","$13,860.00","$613,199.64","$14,057.62","$205,655.78",,"$19,296.60",,,,"$116,396.00",,,,,,"$209,641.03","$995,701.49",,,
1,115504003,Newport SD,Perry,"$10,409,220.47","$5,938,227.92",,"$11,897.29",,,"$38,773.44",,,,,"$903,064.24",,,,,"$1,402.19","$547,258.29","$5,775.00","$553,010.00","$19,843.45","$423,210.45",,"$56,883.00",,,,"$199,785.00",,,,,,"$300,278.29","$1,409,811.91",,,
1,115506003,Susquenita SD,Perry,"$15,533,361.96","$8,132,377.31",,"$45,360.55",,,,,,,,"$1,452,300.99",,,,,,"$1,561,873.75","$25,410.00","$377,490.50","$33,263.49","$755,443.56",,"$25,000.00",,,,"$320,871.00",,,,,,"$537,787.82","$2,266,182.99",,,
1,115508003,West Perry SD,Perry,"$18,339,622.36","$8,780,069.11",,"$50,151.18",,,"$72,653.95",,,,,"$1,808,282.60",,,,"$374,000.00",,"$1,874,098.74","$50,435.00","$677,442.78","$43,707.93","$737,696.62",,"$71,308.00",,,,"$394,553.00","$5,250.00",,,,,"$594,808.47","$2,805,164.98",,,
1,126515001,Philadelphia City SD,Philadelphia,"$1,648,668,268.00","$1,113,038,035.48",,"$42,384.17",,,,,,,,"$146,860,118.33",,,,"$31,107,395.61","$19,177,002.95","$43,764,937.40","$23,089,990.00",,"$2,578,878.95",,,,,,,"$40,368,660.00",,"$129,297.53",,,,"$39,026,745.86","$189,484,821.72",,,
1,120522003,Delaware Valley SD,Pike,"$32,009,797.61","$14,327,768.95",,"$12,139.90",,,"$186,765.96",,"$1,925.00",,,"$2,701,482.90",,,,"$323,000.00",,"$1,464,452.65",$770.00,"$212,295.89","$84,434.94","$2,988,021.86",,"$25,000.00",,,,"$728,801.00",,"$11,235.95",,,,"$1,665,377.09","$7,276,325.52",,,
1,119648303,Wallenpaupack Area SD,Pike,"$17,953,367.13","$5,425,417.97",,"$220,736.60",,,"$88,273.24",,"$3,745.00",,,"$1,778,892.60",,,,,"$7,009.94","$2,018,854.55","$6,930.00","$46,939.41","$55,615.92","$1,357,425.27",,"$25,000.00",,,,"$307,524.00",,"$11,223.05",,,,"$1,178,658.69","$5,421,120.89",,,
1,109530304,Austin Area SD,Potter,"$2,352,412.85","$1,478,737.01",,,,,,,,,,"$144,561.03",,,,"$84,334.90",,"$102,506.41",,"$3,668.67","$2,940.42","$132,370.22",,,,,,"$34,565.00",,,,"$4,725.00",,"$67,642.29","$293,727.90",,,"$2,634.00"
