Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,112011103,Bermudian Springs SD,Adams,"$12,647,901.25","$6,184,824.41",,"$51,912.78",,,"$61,916.53",,,"$1,069.00",,"$1,132,571.71",,,,,,"$1,092,448.40","$24,255.00","$347,319.04","$37,632.65","$607,202.28",,,,,,"$330,674.00","$6,620.73",,,,"$491,194.57","$2,278,260.15",,,
1,112011603,Conewago Valley SD,Adams,"$19,709,817.43","$8,826,139.08",,"$14,403.32",,,"$18,571.19",,,$829.00,,"$1,914,566.08",,,,,$84.62,"$1,171,321.24","$130,130.00","$514,954.72","$85,113.74","$919,489.57",,,,,,"$573,730.00",,,,,"$985,332.86","$4,555,152.01",,,
1,112013054,Fairfield Area SD,Adams,"$6,783,460.16","$3,500,116.93",,"$9,731.82",,,"$15,886.67",,,,,"$635,911.34",,,,,$25.90,"$500,017.58","$6,930.00","$177,792.07","$18,455.29","$459,682.83",,,,,,"$147,924.00",,,"$5,148.04",,"$246,054.59","$1,059,783.10",,,
1,112013753,Gettysburg Area SD,Adams,"$18,169,839.28","$7,816,293.64",,"$147,238.87",,,"$111,589.64",,,$888.00,,"$1,928,724.07",,,,,$35.00,"$1,758,974.06","$116,655.00","$440,240.54","$61,054.14","$1,108,496.75",,"$76,076.26",,,,"$298,479.00","$15,624.87",,,,"$779,019.58","$3,510,449.86",,,
1,112015203,Littlestown Area SD,Adams,"$12,754,390.13","$6,366,883.14",,"$10,080.53",,,"$54,539.64",,"$3,850.00",,,"$1,335,541.55",,,,,,"$670,043.54","$82,775.00","$197,457.25","$34,555.27","$897,840.38",,,,,,"$312,057.00",,,,,"$511,551.33","$2,277,215.50",,,
1,112018523,Upper Adams SD,Adams,"$12,178,811.93","$6,471,854.51",,"$10,271.07",,,"$70,949.00",,,$570.00,,"$1,011,222.95",,,,,,"$941,085.80","$36,190.00",,"$34,021.43","$841,955.59",,,,,,"$268,707.00",,,,,"$466,068.39","$2,025,916.19",,,
1,103020603,Allegheny Valley SD,Allegheny,"$6,279,933.64","$2,520,781.49",,"$72,158.48",,,,,,,,"$696,378.10",,,,,,"$385,661.41","$13,090.00","$295,104.00","$19,590.02","$396,038.25",,"$33,125.00",,,,"$104,493.00",,,"$15,887.82",,"$322,500.00","$1,405,126.07",,,
1,103020753,Avonworth SD,Allegheny,"$7,101,977.40","$2,549,918.46",,"$17,524.17",,,,,,,,"$786,818.98",,,,,,"$436,330.12","$76,230.00","$310,567.05","$36,636.24","$246,412.62",,,,,,"$108,288.00",,,,,"$476,260.78","$2,056,990.98",,,
1,103021102,Baldwin-Whitehall SD,Allegheny,"$23,245,457.05","$9,712,326.88",,,,,,,,,,"$2,658,250.30",,,,,,"$1,009,902.45","$152,845.00","$1,145,776.25","$90,827.01","$1,662,227.09",,,,"$615,849.00",,,,,,,"$1,134,400.27","$5,063,052.80",,,
1,103021252,Bethel Park SD,Allegheny,"$23,763,464.63","$9,047,616.49",,"$29,429.37",,,,,,,,"$2,589,761.03",,,,"$191,250.00",,"$884,178.15","$197,505.00","$985,663.74","$89,957.78","$1,700,233.81",,,,,,"$505,751.00",,,,,"$1,352,667.94","$6,189,450.32",,,
1,103021453,Brentwood Borough SD,Allegheny,"$9,533,859.27","$4,862,679.91",,"$8,504.63",,,,,,,,"$835,024.42",,,,,,"$157,612.00","$1,540.00","$416,495.70","$24,791.75","$624,755.68",,,,,,"$218,768.00",,,,,"$443,306.76","$1,940,380.42",,,
1,103021603,Carlynton SD,Allegheny,"$9,038,131.00","$4,258,681.00",,"$20,362.00",,,,,,,,"$919,207.00",,,,,$403.00,"$570,806.00",,,"$27,538.00","$558,022.00",,,,,,"$189,030.00",,,,,"$546,918.00","$1,947,164.00",,,
1,103021752,Chartiers Valley SD,Allegheny,"$15,336,890.80","$5,008,317.29",,"$82,110.36",,,,,,,,"$1,565,792.54",,,,,$0.48,"$922,716.20","$172,095.00","$278,912.59","$60,790.42","$910,162.62",,,,,,"$303,975.00",,,,,"$1,130,710.60","$4,901,307.70",,,
1,103021903,Clairton City SD,Allegheny,"$11,317,031.00","$7,338,617.00",,"$33,506.00",,,,,,,,"$1,118,418.00",,,,,$155.00,"$314,731.00","$44,660.00",,"$13,377.00","$466,839.00",,,,,,"$220,599.00",,,,,"$321,220.00","$1,444,909.00",,,
1,103022103,Cornell SD,Allegheny,"$4,234,746.00","$1,900,164.00",,"$24,034.00",,,,,,,,"$461,225.00",,,,,,"$199,872.00","$37,345.00",,"$11,574.00","$254,747.00",,,,,,"$96,726.00",,,,,"$227,739.00","$1,021,320.00",,,
1,103022253,Deer Lakes SD,Allegheny,"$13,227,370.13","$6,093,337.01",,,,,,,,,,"$1,269,791.54",,,,,,"$1,023,117.91","$51,205.00","$529,669.96","$37,423.11","$931,957.94",,,,,,"$264,465.00",,,,,"$555,797.09","$2,470,605.57",,,
1,103022503,Duquesne City SD,Allegheny,"$15,640,038.68","$11,894,191.66",,,"$500,000.00",,,,,,,"$672,525.25",,,,,,"$416,387.53","$93,170.00","$193,451.22","$5,409.10","$367,466.46",,,,,,"$202,807.00",,,,,"$204,984.92","$1,089,645.54",,,
1,103022803,East Allegheny SD,Allegheny,"$14,708,163.17","$6,859,321.95",,"$157,493.92",,,,,,,,"$1,434,785.13",,,,,,"$1,088,362.51","$121,275.00","$174,824.30","$33,327.00","$960,362.35",,,,,,"$376,130.00",,,"$500,000.00",,"$551,871.27","$2,450,409.74",,,
1,103023153,Elizabeth Forward SD,Allegheny,"$19,751,445.37","$9,330,540.69",,"$68,852.73",,,,,,,,"$1,811,237.40",,,,,"$1,844.98","$1,219,613.23","$17,710.00","$775,603.65","$42,609.45","$1,299,182.78",,,,,,"$907,258.00",,,,,"$794,131.29","$3,482,861.17",,,
1,103023912,Fox Chapel Area SD,Allegheny,"$18,901,189.61","$3,626,930.46",,"$8,695.54",,,,,,,,"$2,518,397.15",,,,,,"$1,074,589.82","$284,900.00","$524,282.52","$94,322.74","$1,480,832.12",,,,,,"$205,030.00",,,,,"$1,678,237.06","$7,404,972.20",,,
1,103024102,Gateway SD,Allegheny,"$19,318,366.76","$7,708,540.65",,"$45,021.74",,,,,,,,"$2,100,683.81",,,,,,"$920,680.73","$144,375.00","$368,067.66","$68,565.61","$1,460,130.33",,"$19,274.00",,,,"$385,880.00",,,,,"$1,083,864.28","$5,013,282.95",,,
1,103024603,Hampton Township SD,Allegheny,"$13,889,576.86","$5,048,170.71",,,,,,,,,,"$1,505,546.66",,,,,,"$673,092.48","$88,165.00","$598,746.42","$63,055.76","$858,898.24",,,,,,"$294,130.00",,,,,"$917,469.76","$3,842,301.83",,,
1,103024753,Highlands SD,Allegheny,"$21,269,725.19","$11,566,965.54",,"$47,064.09",,,,,,,,"$1,906,244.96",,,,"$144,500.00",$0.01,"$1,068,003.10","$60,830.00",,"$48,675.98","$1,296,369.55",,"$30,000.00",,,,"$460,757.00",,,,,"$919,214.95","$3,721,100.01",,,
1,103025002,Keystone Oaks SD,Allegheny,"$11,872,328.12","$4,936,987.09",,"$25,055.19",,,,,$490.00,,,"$1,471,921.46",,,,,,"$372,715.09","$133,595.00","$638,662.88","$44,410.66","$848,780.33",,,,,,"$231,127.00",,,,,"$574,955.25","$2,593,628.17",,,
1,103026002,McKeesport Area SD,Allegheny,"$42,848,416.00","$24,979,127.00",,"$293,840.00",,,"$230,509.00","$20,000.00",,,,"$3,293,768.00",,,,"$761,654.00",,"$1,400,322.00","$249,865.00","$1,411,438.00","$72,801.00","$2,440,015.00",,"$60,000.00",,,,"$888,223.00","$11,704.00",,,,"$1,151,698.00","$5,583,452.00",,,
1,103026303,Montour SD,Allegheny,"$12,339,443.02","$4,096,452.04",,"$115,518.49",,,,,,,,"$1,674,728.96",,,,,$0.21,"$412,514.51","$154,000.00","$641,439.89","$61,187.42","$925,493.52",,,,,,"$196,733.00",,,,,"$986,860.39","$3,074,514.59",,,
1,103026343,Moon Area SD,Allegheny,"$17,761,525.64","$6,557,059.18",,"$81,162.51",,,,,,,,"$1,734,766.47",,,,,$0.01,"$752,782.68","$97,790.00","$897,794.44","$77,601.58","$956,492.75",,,,,,"$334,957.40",,,,,"$1,181,003.09","$5,090,115.53",,,
1,103026402,Mt Lebanon SD,Allegheny,"$22,771,557.12","$6,381,213.17","$29,252.67","$10,451.42",,,,,"$10,005.00",,,"$2,803,678.57",,,,,,"$167,555.27",,"$1,300,376.22","$233,364.34","$1,709,285.02",,,,"$418,618.00",,,,,,,"$1,994,450.71","$7,713,306.73",,,
1,103026852,North Allegheny SD,Allegheny,"$34,534,085.29","$9,427,809.81",,,,,,,,,,"$3,809,086.84",,,,,,"$1,879,178.79","$329,945.00","$1,844,292.62","$161,600.60","$2,226,980.11",,"$5,077.77",,,,"$581,758.00",,,,,"$2,631,912.85","$11,636,442.90",,,
1,103026902,North Hills SD,Allegheny,"$19,013,910.63","$6,198,561.37",,"$222,302.12",,,,,,,,"$2,378,287.13",,,,,,"$867,100.54","$121,660.00","$449,476.45","$98,148.93","$1,431,134.67",,,,,,"$393,030.00",,,,,"$1,269,409.70","$5,584,799.72",,,
1,103026873,Northgate SD,Allegheny,"$8,697,752.00","$4,118,483.00",,"$12,887.00",,,,,,,,"$892,706.00",,,,"$161,500.00",,"$138,680.00",,"$111,851.00","$22,743.00","$697,594.00",,"$60,000.00",,,,"$201,103.00","$20,630.00",,,,"$396,308.00","$1,863,267.00",,,
1,103027352,Penn Hills SD,Allegheny,"$36,106,583.97","$16,499,430.30",,"$4,473.18","$2,000,000.00",,,,,,,"$3,319,969.17",,,,,$56.52,"$2,225,698.87","$235,592.52","$736,008.59","$73,587.01","$2,359,926.75",,"$11,979.89",,,,"$850,686.00",,,,,"$1,299,279.91","$6,489,895.26",,,
1,103021003,Pine-Richland SD,Allegheny,"$17,764,925.00","$5,137,591.00",,"$2,505.00",,,,,,,,"$1,776,546.00",,,,,,"$1,562,775.00","$186,725.00","$993,584.00","$83,953.00","$1,244,543.00",,,,,,"$418,675.00",,,$198.00,,"$1,174,599.00","$5,183,231.00",,,
1,102027451,Pittsburgh SD,Allegheny,"$282,566,918.64","$160,812,505.22",,"$139,906.40",,,"$285,235.76",,,,,"$28,431,928.36","$5,585,399.70",,,"$6,047,750.00","$1,936,608.00","$10,354,891.06","$2,609,530.00","$2,169,063.10","$601,199.43","$15,578,472.65",,"$25,000.00",,,,"$3,955,423.00","$21,643.03",,"$1,020,992.00",,"$6,625,075.11","$36,366,295.82",,,
1,103027503,Plum Borough SD,Allegheny,"$26,726,661.11","$12,932,186.98",,,,,,,,,,"$2,427,207.76",,,,,,"$1,288,212.25","$120,120.00","$491,947.06","$69,130.94","$1,653,244.56",,"$60,000.00",,,,"$618,345.00",,,$830.89,,"$1,272,429.57","$5,793,006.10",,,
1,103027753,Quaker Valley SD,Allegheny,"$7,522,157.00","$1,430,927.00",,,,,,,,,,"$825,157.00",,,,,,"$260,335.00","$68,915.00","$262,579.00","$50,419.00","$669,472.00",,"$40,000.00",,,,"$66,366.00",,,,,"$750,629.00","$3,097,358.00",,,
1,103028203,Riverview SD,Allegheny,"$6,479,453.68","$2,998,008.06",,,,,,,,,,"$673,251.15",,,,,,"$155,379.96","$21,945.00","$263,092.99","$20,717.88","$356,590.06",,,,,,"$126,151.00",,,,,"$346,410.42","$1,517,907.16",,,
1,103028302,Shaler Area SD,Allegheny,"$27,488,675.76","$11,352,109.89",,"$25,797.31",,,,,,,,"$3,453,809.66",,,,,,"$1,548,899.57","$148,995.00","$685,006.44","$76,190.13","$2,040,512.82",,,,,,"$706,471.00",,,,,"$1,323,168.68","$6,127,715.26",,,
1,103028653,South Allegheny SD,Allegheny,"$15,866,604.85","$9,749,950.10",,"$67,499.32",,,,,,,,"$1,205,378.43",,,,,,"$577,348.28","$22,715.00","$375,873.28","$26,213.17","$759,635.02",,,,,,"$343,234.00",,,,,"$500,586.68","$2,238,171.57",,,
1,103028703,South Fayette Township SD,Allegheny,"$12,500,427.24","$3,290,329.05",,"$18,052.01",,,,,,,,"$979,889.57",,,,,,"$1,181,523.96","$63,525.00","$1,178,406.03","$55,410.93","$665,334.80",,,,,,"$263,996.00",,,,,"$883,226.46","$3,920,733.43",,,
1,103028753,South Park SD,Allegheny,"$12,679,794.37","$6,398,877.90",,,,,,,,,,"$1,225,283.73",,,,,,"$563,368.24","$35,420.00","$415,282.47","$33,456.95","$869,496.55",,"$20,000.00",,,,"$308,092.00",,,,,"$521,488.92","$2,289,027.61",,,
1,103028833,Steel Valley SD,Allegheny,"$15,191,807.21","$8,989,697.00",,"$7,115.21",,,,,,,,"$1,426,883.81",,,,,,"$240,500.46","$2,695.00","$144,272.89",-$0.02,"$969,053.59",,"$2,479.26",,,,"$351,241.00",,,,,"$498,264.66","$2,559,604.35",,,
1,103028853,Sto-Rox SD,Allegheny,"$16,067,105.02","$9,541,324.89",,"$13,451.26",,,,,,,,"$1,206,927.48",,,,,,"$739,943.44","$247,170.00","$311,400.43","$23,732.90","$852,420.94",,,,,,"$392,443.00",,,"$500,000.00",,"$399,160.04","$1,839,130.64",,,
1,103029203,Upper Saint Clair SD,Allegheny,"$16,936,514.52","$4,382,381.47",,,,,,,,,,"$1,887,520.09",,,,,,"$830,908.10","$79,695.00","$879,787.58","$83,873.97","$1,389,362.27",,,,,,"$332,045.00",,,"$5,422.64",,"$1,314,003.15","$5,751,515.25",,,
1,103029403,West Allegheny SD,Allegheny,"$15,857,482.01","$5,857,100.73",,"$64,370.13",,,,,,,,"$1,679,098.50",,,,,,"$870,995.38",,"$709,569.53","$60,505.03","$1,137,841.56",,"$13,237.50",,,,"$353,119.00",,,,,"$969,585.51","$4,142,059.14",,,
1,103029553,West Jefferson Hills SD,Allegheny,"$13,887,293.16","$5,662,209.64",,"$31,959.15",,,,,,,,"$1,770,327.14",,,,,,"$685,033.97","$49,280.00","$50,886.74","$56,734.13","$1,114,035.19",,,,,,"$337,321.00",,,,,"$773,322.02","$3,356,184.18",,,
1,103029603,West Mifflin Area SD,Allegheny,"$18,754,337.60","$7,292,236.49",,"$179,243.57",,,,,,,,"$2,191,342.42",,,,"$289,000.00",,"$1,006,016.40","$68,530.00","$742,020.47","$56,690.55","$1,464,022.98",,,,,,"$489,803.00",,,,,"$886,878.34","$4,088,553.38",,,
1,103029803,Wilkinsburg Borough SD,Allegheny,"$15,787,137.21","$10,579,710.85",,"$52,908.51",,,,,,,,"$1,391,574.70",,,,"$751,718.75",$608.00,"$306,674.00","$137,445.00",,"$19,595.95","$805,106.92",,,,,,"$280,424.00",,,$877.32,,"$319,929.00","$1,140,564.21",,,
1,103029902,Woodland Hills SD,Allegheny,"$32,409,477.84","$15,773,674.30",,"$289,928.19",,,,,,,,"$3,980,476.60",,,,"$153,000.00",$516.25,"$2,764,588.32","$774,235.00",,"$144,312.13","$2,211,656.83",,,,,,"$736,447.00",,,"$19,217.60",,"$961,367.66","$4,600,057.96",,,
1,128030603,Apollo-Ridge SD,Armstrong,"$14,131,027.54","$8,299,489.81",,,,,,,$35.00,,,"$1,017,496.18",,,,,,"$863,564.62","$4,235.00","$202,614.91","$23,257.45","$879,073.99",,"$89,450.48",,,,"$279,085.00",,,,,"$467,580.70","$2,005,144.40",,,
1,128030852,Armstrong SD,Armstrong,"$54,933,871.60","$29,829,822.87",,"$11,900.10",,,,,"$9,625.00",,,"$4,507,975.28",,,,,,"$4,900,292.26","$152,845.00","$1,353,324.97","$94,493.48","$3,587,652.47",,"$19,220.88",,,,"$1,089,020.00",,,,,"$1,717,250.66","$7,660,448.63",,,
1,128033053,Freeport Area SD,Armstrong,"$12,884,277.81","$6,650,100.97",,"$15,096.18",,,,,,,,"$1,019,907.46",,,,,,"$900,535.16","$41,580.00","$344,824.30","$38,638.18","$705,382.59",,"$42,092.79",,,,"$273,836.00",,,,,"$539,470.77","$2,312,813.41",,,
1,128034503,Leechburg Area SD,Armstrong,"$7,636,073.77","$4,306,786.74",,,,,,,,,,"$547,247.21",,,,,,"$418,172.92","$12,320.00","$180,995.40","$14,009.90","$446,638.12",,"$1,308.30",,,,"$141,716.00",,,,,"$295,745.66","$1,271,133.52",,,
1,127040503,Aliquippa SD,Beaver,"$15,215,013.27","$8,958,158.22",,,"$500,000.00",,,,,,,"$1,193,161.31",,,,,$3.59,"$452,857.58","$68,145.00","$759,794.67","$19,662.56","$748,511.18",,,,,,"$314,428.00",,,"$2,224.05",,"$389,221.37","$1,808,845.74",,,
1,127040703,Ambridge Area SD,Beaver,"$20,572,916.05","$10,844,810.86",,,,,,,,,,"$2,109,329.59",,,,"$510,000.00",$1.08,"$997,395.04","$62,370.00","$688,564.85","$46,284.81","$1,052,269.68",,"$68,150.00",,,,"$422,955.00",,,,,"$714,500.85","$3,056,284.29",,,
1,127041203,Beaver Area SD,Beaver,"$11,096,144.50","$5,541,839.62",,"$1,849.16",,,,,,,,"$1,072,023.02",,,,,,"$555,202.06","$48,125.00","$396,401.94","$40,899.03","$429,467.58",,"$30,000.00",,,,"$239,950.00",,,"$45,812.63",,"$513,581.81","$2,180,992.65",,,
1,127041503,Big Beaver Falls Area SD,Beaver,"$18,333,057.00","$10,893,296.00",,"$57,980.00",,,,,$770.00,,,"$1,364,416.00",,,,"$306,000.00",,"$680,693.00","$56,980.00","$384,607.00","$34,345.00","$995,552.00",,"$60,000.00",,,,"$384,341.00",,,,,"$546,138.00","$2,567,939.00",,,
1,127041603,Blackhawk SD,Beaver,"$17,441,374.00","$9,339,347.00",,"$22,078.00",,,"$32,691.00",,"$3,220.00",,,"$1,606,451.00",,,,,,"$1,552,581.00","$68,530.00","$237,666.00","$47,043.00","$861,809.00",,,,,,"$359,398.00",,,,,"$617,310.00","$2,693,250.00",,,
1,127042003,Central Valley SD,Beaver,"$15,484,334.04","$8,629,331.62",,"$3,890.01",,,,,,,,"$1,605,611.11",,,,,,"$654,023.82","$61,215.00","$215,817.09","$41,458.09","$840,855.35",,,,,,"$324,054.00",,,,,"$568,112.29","$2,539,965.66",,,
1,127042853,Freedom Area SD,Beaver,"$13,120,578.89","$8,043,845.41",,"$5,927.51",,,,,,,,"$1,038,539.42",,,,,$1.58,"$579,215.43","$23,100.00","$407,463.67","$25,566.08","$501,105.54",,"$17,400.00",,,,"$268,806.00",,,,,"$424,371.00","$1,785,237.25",,,
1,127044103,Hopewell Area SD,Beaver,"$18,885,421.90","$9,687,052.42",,"$37,517.07",,,,,,,,"$1,919,771.85",,,,,,"$858,390.35","$52,745.00","$840,018.13","$38,377.64","$1,149,545.50",,"$5,000.00",,,,"$405,523.00",,,,,"$713,458.27","$3,178,022.67",,,
1,127045303,Midland Borough SD,Beaver,"$4,520,426.02","$3,476,534.17",,,,,,,,,,"$294,211.97",,,,,,"$61,253.35","$4,620.00",,"$13,175.36","$88,777.20",,"$19,625.00",,,,"$75,343.00",,,$385.76,,"$90,557.35","$395,942.86",,,
1,127045653,New Brighton Area SD,Beaver,"$16,449,946.06","$10,572,497.89",,"$2,894.84",,,,,,,,"$1,336,658.09",,,,,$1.69,"$628,062.46","$22,715.00",,"$26,489.32","$671,363.92",,,,,,"$331,589.00",,,,,"$508,501.79","$2,349,172.06",,,
1,127045853,Riverside Beaver County SD,Beaver,"$13,649,478.92","$7,898,270.41",,,,,,,,,,"$1,148,099.32",,,,"$166,500.00",,"$556,667.97","$10,010.00","$332,113.32","$26,290.05","$798,153.31",,,,,,"$289,853.00",,,,,"$428,034.11","$1,995,487.43",,,
1,127046903,Rochester Area SD,Beaver,"$10,291,233.50","$6,306,814.78",,,,,,,,,,"$746,663.49",,,,,,"$272,648.20","$21,945.00","$611,318.03","$11,104.97","$485,530.26",,,,,,"$183,274.00",,,,,"$302,862.67","$1,349,072.10",,,
1,127047404,South Side Area SD,Beaver,"$14,471,460.00","$10,188,662.00",,,,,,,,,,"$745,240.00",,,,,,"$559,172.00","$1,540.00","$204,592.00","$19,179.00","$362,990.00",,"$20,000.00",,,,"$188,678.00",,,,,"$387,314.00","$1,794,093.00",,,
1,127049303,Western Beaver County SD,Beaver,"$8,667,772.09","$5,467,363.87",,,,,,,,,,"$626,707.08",,,,"$170,000.00",,"$617,573.56","$13,860.00",,"$13,690.88","$293,417.34",,,,,,"$141,256.00",,,,,"$238,860.67","$1,085,042.69",,,
1,108051003,Bedford Area SD,Bedford,"$15,232,067.09","$7,507,619.01",,"$78,657.42",,,,,,,,"$1,337,359.94",,,,"$144,500.00",,"$1,335,406.49","$112,035.00","$1,449,279.69","$35,282.96","$651,838.50",,,,,,"$328,163.00",,,,,"$393,390.75","$1,858,534.33",,,
1,108051503,Chestnut Ridge SD,Bedford,"$14,443,733.35","$8,294,718.61",,"$68,576.42",,,"$43,769.62",,,$102.00,,"$1,025,639.41",,,,"$226,666.70",,"$1,319,112.02","$8,470.00","$433,692.47","$26,847.07","$452,310.18",,"$18,928.00",,,,"$285,476.00",,,,,"$348,829.47","$1,890,595.38",,,
1,108053003,Everett Area SD,Bedford,"$11,368,285.16","$6,024,940.78",,"$11,793.20",,,,,,,,"$948,450.54",,,,,,"$1,098,577.57","$3,080.00","$429,861.48","$24,399.22","$587,948.45",,,,,,"$245,969.00",,,$308.80,,"$334,435.01","$1,658,521.11",,,
1,108056004,Northern Bedford County SD,Bedford,"$9,054,392.99","$5,810,223.92",,"$56,316.20",,,"$86,812.00",,,,,"$629,719.30",,,,,,"$555,582.61","$5,005.00",,"$16,319.55","$324,133.41",,,,,,"$192,894.00","$7,605.67",,,,"$247,702.13","$1,122,079.20",,,
1,108058003,Tussey Mountain SD,Bedford,"$12,212,650.46","$7,591,097.56",,"$37,996.32",,,"$36,179.36",,,,,"$756,798.28",,,,"$149,582.27",,"$932,960.31",,"$538,449.26","$16,989.25","$340,342.93",,"$18,185.45",,,,"$233,979.00","$4,858.98",,,,"$254,027.16","$1,301,204.33",,,
1,114060503,Antietam SD,Berks,"$7,045,743.78","$3,477,758.88",,"$80,525.50",,,,,,,,"$604,257.37",,,,,"$6,486.75","$117,197.10","$20,020.00","$106,282.85","$23,721.67","$456,713.58",,,,,,"$167,132.00",,,,,"$357,194.08","$1,628,454.00",,,
1,114060753,Boyertown Area SD,Berks,"$35,495,909.32","$14,920,255.94",,"$121,265.52",,,,,,,,"$3,667,642.31",,,,,$739.28,"$2,825,890.62","$187,495.00","$756,181.23","$130,594.77","$1,726,887.02",,,,,,"$776,832.00",,,,,"$1,912,980.56","$8,469,145.07",,,
1,114060853,Brandywine Heights Area SD,Berks,"$9,850,324.85","$4,130,778.14",,"$29,377.77",,,,,,,,"$1,069,633.59",,,,,$945.17,"$649,404.16","$42,350.00","$288,501.73","$26,194.91","$788,716.77",,"$16,173.70",,,,"$205,220.00",,,,,"$456,015.46","$2,147,013.45",,,
1,114061103,Conrad Weiser Area SD,Berks,"$15,349,707.00","$6,338,298.88",,"$416,506.90",,,,,,,,"$1,654,333.49",,,,,"$1,782.76","$866,337.18","$27,720.00","$526,397.43","$48,585.85","$1,019,495.61",,,,,,"$370,988.00",,,,,"$759,004.10","$3,320,256.80",,,
1,114061503,Daniel Boone Area SD,Berks,"$18,906,621.94","$8,519,236.20",,"$127,886.82",,,,,,,,"$1,589,770.25",,,,,"$5,333.09","$1,363,017.00","$142,835.00","$566,822.91","$63,745.04","$1,189,300.84",,"$24,999.99",,,,"$489,146.00",,,,,"$777,192.49","$4,047,336.31",,,
1,114062003,Exeter Township SD,Berks,"$21,718,063.97","$8,721,793.16",,"$88,185.57",,,,,,,,"$2,033,494.08",,,,,"$3,793.97","$926,162.08","$137,830.00","$1,298,922.31","$76,567.20","$1,356,037.00",,,,,,"$542,921.00",,,,,"$1,155,412.62","$5,376,944.98",,,
1,114062503,Fleetwood Area SD,Berks,"$14,989,326.46","$6,060,788.65",,"$112,017.01",,,,,,$160.00,,"$1,463,398.56",,,,,"$2,565.20","$833,100.43","$46,585.00","$671,365.51","$47,007.53","$1,123,944.27",,,,,,"$371,717.00",,,,,"$755,205.89","$3,501,471.41",,,
1,114063003,Governor Mifflin SD,Berks,"$18,289,514.55","$6,219,405.60",,"$161,234.06",,,,,,$80.00,,"$2,245,331.35",,,,"$151,800.51","$2,192.61","$982,840.90",,"$1,306,515.44","$76,030.46","$864,001.31",,"$40,000.00",,,"$5,000.00","$436,905.00",,,,,"$1,056,931.04","$4,741,246.27",,,
1,114063503,Hamburg Area SD,Berks,"$14,514,394.56","$6,856,830.78",,"$97,086.46",,,,,,,,"$1,572,636.91",,,,,$524.33,"$929,930.29","$21,945.00","$534,933.49","$40,192.64","$829,297.90",,,,,,"$338,158.00",,,,,"$637,597.35","$2,655,261.41",,,
1,114064003,Kutztown Area SD,Berks,"$8,818,612.26","$3,370,979.88",,"$137,530.24",,,"$27,155.57",,,,,"$912,421.24",,,,,$977.14,"$676,018.46",,"$218,471.94","$24,851.49","$611,464.53",,,,,,"$140,805.00","$4,992.59",,"$13,900.00",,"$494,303.79","$2,184,740.39",,,
1,114065503,Muhlenberg SD,Berks,"$16,755,274.00","$5,403,280.00",,"$160,323.00",,,,,,$160.00,,"$1,558,217.00",,,,,"$2,813.00","$555,141.00","$83,545.00","$1,346,773.00","$73,687.00","$1,200,123.00",,,,,,"$447,941.00",,,,,"$1,080,727.00","$4,842,544.00",,,
1,114066503,Oley Valley SD,Berks,"$9,754,919.95","$3,896,510.27",,"$37,368.04",,,"$29,696.97",,,$76.00,,"$1,080,346.87",,,,,"$6,554.17","$902,163.85","$41,965.00","$398,006.66","$29,951.54","$629,319.25",,,,,,"$206,179.00","$5,058.69",,$67.94,,"$455,375.47","$2,036,280.23",,,
1,114067002,Reading SD,Berks,"$193,676,729.16","$134,972,052.71",,"$122,172.44",,,,,,,,"$11,282,194.06",,,,,"$107,273.71","$1,195,785.55","$338,415.00","$6,435,432.84","$369,256.55","$3,675,727.44",,,,,,"$4,785,693.00",,,,,"$5,240,642.56","$25,152,083.30",,,
1,114067503,Schuylkill Valley SD,Berks,"$8,889,722.88","$2,764,202.12",,"$56,027.17",,,,,,,,"$951,605.18",,,,,$375.40,"$750,812.58","$48,895.00","$193,328.40","$36,672.69","$591,058.01",,,,,,"$197,972.00",,,,,"$609,777.76","$2,688,996.57",,,
1,114068003,Tulpehocken Area SD,Berks,"$10,171,787.66","$4,120,758.30",,"$216,198.26",,,"$21,613.23",,"$4,125.00",,,"$902,315.73",,,,,$716.09,"$952,709.72","$42,735.00","$473,428.82","$27,533.45","$645,804.84",,,,,,"$200,065.00","$4,433.99",,"$1,183.45",,"$464,254.80","$2,093,911.98",,,
