,AUN,school_district,county,total_state_rev,bef,formula_funding_2021,bef_soc_sec_2021,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,128030852,Armstrong SD,Armstrong,"$57,366,835.00","$32,589,313.00","$30,707,169.00","$1,882,144.00",,"$48,395.00",,,,,,,,"$4,761,765.00",,,,,,"$4,726,590.00","$120,505.00","$1,322,661.00","$92,390.00","$3,588,286.00",,"$41,190.00",,,,"$1,089,020.00",,,,,,,,"$8,986,720.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,128033053,Freeport Area SD,Armstrong,"$12,942,715.20","$7,358,687.19","$6,765,907.09","$592,780.10",,"$69,186.56",,,,,,$40.00,,"$1,077,216.24",,,,,,"$630,815.19","$35,805.00","$21,795.47","$36,321.77","$706,946.11",,"$216,363.00",,,,"$273,836.00",,,,,,,,"$2,515,702.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,128034503,Leechburg Area SD,Armstrong,"$8,210,420.94","$4,709,025.21","$4,356,524.85","$352,500.36",,,,,,,,,,"$589,757.87",,,,"$228,747.69",,"$210,696.58","$10,395.00","$160,096.28","$12,206.10","$446,678.95",,,"$233,532.00",,,"$141,716.00","$2,054.35",,,,,,,"$1,465,514.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127040503,Aliquippa SD,Beaver,"$14,746,766.69","$9,811,316.71","$9,543,363.88","$267,952.83",,,,,,,,,,"$1,256,316.33",,,,,,"$507,109.27","$73,920.00","$697,083.47","$18,786.76","$748,624.06",,"$35,000.00",,,,"$314,428.00","$24,615.52",,,,,,,"$1,259,566.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127040703,Ambridge Area SD,Beaver,"$20,994,673.49","$11,633,953.63","$10,975,638.73","$658,314.90",,"$28,902.13",,,,,,,,"$2,241,851.79",,,,"$700,000.00",,"$1,166,729.70","$33,495.00","$622,026.23","$42,163.09","$1,052,946.03",,,,,,"$422,955.00","$27,222.24",,,,,,,"$3,022,428.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127041203,Beaver Area SD,Beaver,"$12,096,137.02","$6,272,221.89","$5,732,771.91","$539,449.98",,,,,,,,,,"$1,138,982.48",,,,,,"$766,861.29","$44,275.00","$367,374.57","$40,219.38","$429,975.51",,"$286,769.62",,,,"$239,950.00","$40,991.87",,,,$485.22,,,"$2,468,030.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127041503,Big Beaver Falls Area SD,Beaver,"$19,869,549.75","$11,734,542.92","$11,039,908.60","$694,634.32",,"$7,299.97",,,,,$530.00,,,"$1,485,234.66",,,,"$350,000.00",,"$858,401.31","$55,825.00","$356,998.91","$37,339.58","$995,091.75",,"$237,345.70","$65,000.00",,,"$384,341.00","$2,058.88",,"$94,750.00",,,,,"$3,204,790.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127041603,Blackhawk SD,Beaver,"$18,204,104.30","$10,180,759.98","$9,477,411.83","$703,348.15",,"$28,441.47",,,"$49,985.41",,"$1,400.00",,,"$1,682,707.87",,,,,,"$1,531,215.48","$87,395.00","$240,270.92","$41,705.60","$860,773.34",,"$42,647.00",,,,"$359,398.00",,,,,,,,"$3,097,404.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127042003,Central Valley SD,Beaver,"$15,947,851.86","$9,453,799.85","$8,831,637.37","$622,162.48",,,,,"$40,490.79",,,,,"$1,642,708.99",,,,,,"$622,534.15","$60,060.00","$224,459.88","$42,330.10","$840,681.93",,"$60,000.00",,,,"$324,054.00",,,,,,,,"$2,636,732.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127042853,Freedom Area SD,Beaver,"$12,805,537.87","$8,471,370.19","$8,095,735.19","$375,635.00",,"$9,173.47",,,,,,,,"$1,087,336.03",,,,,,"$656,161.13","$23,485.00",,"$23,529.54","$500,505.73",,,,,,"$268,806.00",,,,,,,,"$1,765,170.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127044103,Hopewell Area SD,Beaver,"$19,800,777.46","$10,580,154.23","$9,826,618.23","$753,536.00",,"$93,140.82",,,,,,,,"$1,981,121.39",,,,,,"$783,758.61","$50,820.00","$828,074.52","$41,761.27","$1,151,084.79",,"$321,866.48",,,,"$405,523.00",,,,,,,,"$3,563,472.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127045303,Midland Borough SD,Beaver,"$4,401,091.40","$3,544,197.52","$3,454,689.40","$89,508.12","$1,158.71",,,,,,,,,"$303,595.43",,,,,,"$91,826.58","$4,620.00",,"$5,005.13","$88,680.00",,"$13,691.60",,,,"$75,343.00",,,,,,,"-$24,993.03","$297,966.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127045653,New Brighton Area SD,Beaver,"$17,263,765.56","$11,384,435.26","$10,822,409.06","$562,026.20",,"$29,888.60",,,,,,,,"$1,429,724.28",,,,,,"$801,871.41","$21,175.00",,"$25,067.99","$671,683.41",,"$120,954.00",,,,"$331,589.00","$5,384.00",,,,,,,"$2,441,992.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127045853,Riverside Beaver County SD,Beaver,"$13,978,683.42","$8,441,589.92","$7,984,218.35","$457,371.57",,,,,,,,,,"$1,187,559.22",,,,"$175,000.00",,"$568,593.04","$12,320.00","$322,828.54","$25,579.37","$798,639.95",,"$36,389.34",,,,"$289,853.00","$34,083.91",,,,,,,"$2,086,247.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127046903,Rochester Area SD,Beaver,"$10,573,255.30","$6,802,304.09","$6,423,729.22","$378,574.87",,"$49,619.56",,,,,,,,"$809,134.42",,,,,,"$423,077.79","$60,403.00","$33,910.01","$12,088.01","$485,954.89",,"$55,000.00",,,,"$183,274.00",,,"$5,000.00",,,,,"$1,653,489.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127047404,South Side Area SD,Beaver,"$14,644,061.41","$10,699,755.72","$10,249,842.73","$449,912.99",,,,,,,,,,"$766,202.35",,,,,,"$406,999.94","$4,620.00","$201,203.44","$18,273.01","$363,023.46",,"$23,908.00","$24,436.00",,,"$188,678.00","$1,944.44",,,,,,"$1,184.01","$1,943,833.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,127049303,Western Beaver County SD,Beaver,"$9,246,768.46","$5,793,253.68","$5,509,853.66","$283,400.02",,,,,,,,,,"$652,641.44",,,,"$525,000.00",,"$585,830.31","$13,090.00",,"$13,305.01","$293,006.30",,,,,,"$141,256.00",,,,,,,,"$1,229,385.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108051003,Bedford Area SD,Bedford,"$14,586,168.36","$8,221,932.01","$7,700,323.97","$521,608.04",,"$44,585.79",,,,,,,,"$1,364,192.02",,,,"$183,739.53",,"$1,295,688.53","$56,595.00","$404,313.29","$33,358.86","$651,937.03",,,"$35,000.00",,,"$328,163.00","$25,277.80",,,,,,,"$1,941,385.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108051503,Chestnut Ridge SD,Bedford,"$14,527,067.82","$8,763,119.26","$8,382,933.07","$380,186.19",,"$14,862.79",,,"$5,870.00",,,$37.00,,"$1,049,083.21",,,,"$347,276.56",,"$1,224,108.81","$21,560.00","$474,433.67","$24,566.50","$452,492.49",,"$35,993.00",,,,"$285,476.00","$8,230.55",,,,"$100,000.00",,,"$1,719,957.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108053003,Everett Area SD,Bedford,"$11,861,261.88","$6,531,160.93","$6,194,047.73","$337,113.20",,"$20,299.90",,,,,$70.00,,,"$979,157.37",,,,,,"$1,278,753.92","$4,235.00","$348,771.90","$22,795.22","$588,138.49",,,"$35,000.00",,,"$245,969.00","$35,000.00",,,,"$50,357.72",,,"$1,721,552.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108056004,Northern Bedford County SD,Bedford,"$9,403,844.23","$6,139,041.74","$5,883,159.40","$255,882.34",,"$104,822.87",,,"$114,725.56",,,,,"$620,144.47",,,,,,"$572,408.05","$4,235.00",,"$16,442.39","$324,012.93",,"$29,572.55",,,,"$192,894.00","$17,499.96","$13,535.58",,,$59.80,,,"$1,254,449.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108058003,Tussey Mountain SD,Bedford,"$12,295,192.00","$7,983,248.00","$7,683,268.00","$299,980.00",,"$42,339.00",,,$298.00,,,,,"$785,744.00",,,,"$193,574.00",,"$875,374.00",,"$413,475.00","$16,196.00","$340,107.00",,"$7,257.00",,,,"$233,979.00",,,,,,,,"$1,403,601.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114060503,Antietam SD,Berks,"$7,661,589.82","$4,266,417.48","$3,881,719.34","$384,698.14",,"$69,470.69",,,,,,,,"$704,008.55",,,,,,"$143,195.64","$25,795.00","$9,697.34","$23,838.00","$459,815.58",,"$30,000.00","$23,250.00",,,"$167,132.00",,,,,,,,"$1,738,969.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114060753,Boyertown Area SD,Berks,"$37,806,806.35","$17,340,037.79","$15,326,765.85","$2,013,271.94",,"$55,448.28",,,,,,,,"$3,915,661.95",,,,"$341,429.53",,"$3,251,222.52","$488,180.00","$557,493.29","$128,091.35","$1,771,647.61",,"$509,158.00",,,,"$776,832.00","$16,947.84",,,,"$75,945.28",,,"$8,578,710.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114060853,Brandywine Heights Area SD,Berks,"$10,047,833.32","$4,707,382.39","$4,236,081.24","$471,301.15",,"$88,857.19",,,,,,,,"$1,107,522.09",,,,,,"$791,993.40","$38,885.00",,"$25,822.39","$788,060.40",,"$35,000.00","$40,131.00",,,"$205,220.00","$23,333.36",,,,,,,"$2,195,626.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114061103,Conrad Weiser Area SD,Berks,"$16,788,004.56","$7,442,254.24","$6,514,434.25","$927,819.99",,"$503,399.45",,,,,,,,"$1,815,631.07",,,,,,"$871,134.17","$18,865.00","$456,927.37","$47,592.20","$1,021,140.22",,"$260,577.00",,,,"$370,988.00",,,,,,,,"$3,979,495.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114061503,Daniel Boone Area SD,Berks,"$19,267,716.20","$9,594,263.46","$8,722,664.70","$871,598.76",,"$83,419.89",,,,,,,,"$1,709,830.37",,,,,,"$1,353,464.52","$141,295.00","$263,347.17","$60,348.64","$1,210,619.48",,,,,,"$489,146.00",,,,,,,,"$4,361,981.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114062003,Exeter Township SD,Berks,"$22,038,866.08","$10,290,295.18","$8,975,676.19","$1,314,618.99",,"$156,273.00",,,,,,,,"$2,198,326.38",,,,,,"$887,709.02","$104,335.00","$210,620.54","$74,281.71","$1,361,433.23",,"$244,306.38","$45,000.00",,,"$542,921.00",,,,,,,,"$5,923,364.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114062503,Fleetwood Area SD,Berks,"$15,298,920.20","$7,063,812.64","$6,217,862.09","$845,950.55",,"$124,144.08",,,,,,,,"$1,540,805.83",,,,,,"$843,231.44","$48,895.00","$272,947.41","$44,577.59","$1,124,940.17",,"$40,000.00",,,,"$371,717.00",,,,,,,,"$3,823,849.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114063003,Governor Mifflin SD,Berks,"$19,081,133.44","$7,791,065.05","$6,606,628.61","$1,184,436.44",,"$22,526.94",,,,,,$160.00,,"$2,450,829.64",,,,"$350,000.00",,"$818,454.93","$58,905.00","$933,018.73","$79,848.56","$870,620.65",,"$18,457.00",,,,"$436,905.00",,,,,,,,"$5,250,341.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114063503,Hamburg Area SD,Berks,"$14,994,379.12","$7,679,451.18","$7,013,736.08","$665,715.10",,"$66,451.83",,,,,,,,"$1,517,595.14",,,,,,"$954,990.54","$18,095.00","$343,507.61","$40,250.79","$830,557.80",,"$50,183.58",,,,"$338,158.00",,,,,,,,"$3,155,137.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114064003,Kutztown Area SD,Berks,"$9,344,926.96","$4,069,487.59","$3,527,510.36","$541,977.23",,"$128,599.32",,,"$31,104.08",,,,,"$944,793.83",,,,,,"$740,902.28","$48,125.00","$219,286.64","$25,593.09","$610,663.58",,,,,,"$140,805.00",$0.42,,,,,,,"$2,385,566.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114065503,Muhlenberg SD,Berks,"$18,908,350.81","$7,379,281.41","$6,012,944.65","$1,366,336.76",,"$79,610.32",,,,,,,,"$1,768,263.21",,,,,,"$702,820.86","$87,010.00","$1,221,905.90","$76,372.02","$1,202,080.99",,"$40,000.00","$53,799.14",,,"$447,941.00","$14,449.96",,,,,,,"$5,834,816.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114066503,Oley Valley SD,Berks,"$10,078,160.46","$4,533,384.98","$4,044,523.01","$488,861.97",,"$101,602.36",,,"$70,801.89",,,,,"$1,124,113.92",,,,,,"$888,046.31","$30,030.00","$214,189.79","$28,775.09","$636,549.77",,"$35,000.00",,,,"$206,179.00","$35,000.00",,,,,,,"$2,174,487.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114067002,Reading SD,Berks,"$207,640,230.02","$150,052,655.48","$145,029,294.82","$5,023,360.66",,"$162,831.49",,,,,,,,"$13,302,017.31",,,,,,"$1,090,557.04","$340,725.00","$6,790,802.53","$358,909.00","$3,682,548.18",,,,,,"$4,785,693.00","$1,857.86",,,,,,,"$27,071,633.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114067503,Schuylkill Valley SD,Berks,"$9,824,927.93","$3,696,750.87","$2,990,359.18","$706,391.69",,"$145,468.75",,,,,,,,"$1,021,528.65",,,,,,"$850,552.68","$32,725.00","$139,922.08","$37,634.50","$589,995.15",,"$60,037.00",,,,"$197,972.00","$35,000.00",,,,"$4,139.36",,,"$3,013,201.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114068003,Tulpehocken Area SD,Berks,"$10,240,869.43","$4,781,352.14","$4,274,683.72","$506,668.42",,"$150,016.17",,,"$24,373.14",,"$1,710.00",$80.00,,"$965,488.94",,,,,,"$736,985.08","$32,725.00","$219,846.74","$27,161.19","$644,638.78",,"$178,538.62",,,,"$200,065.00","$25,277.80","$6,015.09",,,,,,"$2,246,595.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114068103,Twin Valley SD,Berks,"$16,665,913.87","$6,511,568.96","$5,624,537.95","$887,031.01",,"$74,786.21",,,,,,,,"$1,750,534.60",,,,,,"$1,344,532.55","$107,030.00","$1,206,051.92","$57,765.96","$1,039,456.21",,,,,,"$329,551.00","$35,000.00",,,,,,,"$4,209,636.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114069103,Wilson SD,Berks,"$25,139,096.88","$10,658,323.99","$8,688,101.15","$1,970,222.84",,"$75,335.39",,,,,,$320.00,,"$2,625,609.50",,,,,$500.00,"$908,076.00","$59,290.00","$122,504.00","$118,696.00","$1,388,247.00",,"$45,000.00",,,,"$579,495.00",,,,,,,,"$8,557,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114069353,Wyomissing Area SD,Berks,"$7,413,356.60","$2,488,650.95","$1,847,743.92","$640,907.03",,"$57,367.12",,,,,,,,"$1,026,926.84",,,,,,"$216,615.25","$38,500.00","$16,971.83","$39,671.07","$492,266.72",,"$92,820.40",,,,"$139,739.00","$11,666.64",,,,$299.00,,,"$2,791,861.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108070502,Altoona Area SD,Blair,"$68,690,301.30","$42,722,601.54","$40,260,945.64","$2,461,655.90",,"$98,169.41",,,"$25,373.68",,,,,"$5,603,634.14","$1,762,237.13","$105,665.79",,,,"$1,814,339.96","$120,120.00","$1,414,700.24","$164,356.46","$1,845,739.88",,"$97,731.14",,,,"$1,485,051.00",$0.07,,,,,,,"$11,430,580.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108071003,Bellwood-Antis SD,Blair,"$11,295,109.86","$7,374,155.77","$6,971,266.79","$402,888.98",,"$34,729.19",,,"$59,427.00",,$385.00,,,"$810,075.78",,,,,,"$411,474.48","$4,620.00","$197,989.07","$21,285.36","$360,254.09",,"$35,000.00",,,,"$206,209.00",,"$8,435.14",,,,,,"$1,771,069.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108071504,Claysburg-Kimmel SD,Blair,"$8,874,681.21","$5,789,616.67","$5,545,660.58","$243,956.09",,,,,,,,,,"$617,477.58",,,,,,"$440,740.54","$1,925.00","$139,763.73","$14,807.45","$340,865.85",,,"$171,281.21",,,"$173,060.00",,,,,,,,"$1,185,143.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108073503,Hollidaysburg Area SD,Blair,"$21,718,018.72","$13,108,651.21","$12,263,327.11","$845,324.10",,"$111,276.60",,,,,,,,"$2,212,602.20",,,,,,"$867,229.32","$63,910.00","$490,959.53","$65,615.99","$567,890.44",,"$57,625.93",,,,"$421,318.00","$33,860.71",,,,,,,"$3,717,078.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108077503,Spring Cove SD,Blair,"$13,940,764.24","$8,334,980.28","$7,907,560.49","$427,419.79",,"$36,529.15",,,"$79,063.00",,,$193.00,,"$1,177,087.94",,,,,,"$1,060,059.60","$21,560.00","$210,163.89","$31,676.58","$381,873.92",,"$271,597.71",,,,"$291,450.00",,"$10,007.56",,,"$7,500.00",,,"$2,027,021.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108078003,Tyrone Area SD,Blair,"$16,626,239.10","$9,975,953.47","$9,423,355.62","$552,597.85",,"$36,930.80",,,"$98,102.47",,"$1,400.00",,,"$1,517,957.66","$132,922.00",,,"$564,375.00","$7,440.00","$866,067.58","$33,495.00",,"$34,349.10","$490,007.33",,"$59,323.00",,,,"$308,378.00",,,,,,,,"$2,499,537.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108079004,Williamsburg Community SD,Blair,"$5,591,648.38","$3,566,960.01","$3,390,569.20","$176,390.81",,,,,"$31,942.32",,,,,"$378,221.25",,,,,,"$189,874.24",$385.00,,"$8,592.50","$204,169.66",,"$278,994.74","$50,036.30",,,"$102,791.00",,"$5,578.42",,,,,,"$774,102.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117080503,Athens Area SD,Bradford,"$21,638,983.00","$12,652,208.00","$11,808,066.00","$844,142.00",,"$66,752.00",,,"$45,354.00",,,,,"$1,726,676.00",,,,,,"$1,355,076.00","$11,165.00","$638,522.00","$38,965.00","$930,441.00",,"$12,640.00",,,,"$418,272.00",$287.00,,,,,,,"$3,742,625.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117081003,Canton Area SD,Bradford,"$11,338,661.20","$7,439,731.10","$7,085,713.68","$354,017.42",,"$57,980.75",,,"$26,193.25",,,,,"$730,211.78",,,,,,"$597,494.83",,"$278,341.72","$16,269.40","$298,154.16",,"$13,729.00",,,,"$203,216.00","$25,277.80",,,,,,"$16,779.79","$1,635,281.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117083004,Northeast Bradford SD,Bradford,"$9,354,798.45","$6,301,698.99","$6,020,074.69","$281,624.30",,,,,"$54,489.00",,,,,"$599,288.49",,,,,,"$793,140.01","$9,240.00","$29,707.81","$14,527.71","$99,075.54",,"$30,000.00",,,,"$165,568.00",,,,,,,,"$1,258,062.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117086003,Sayre Area SD,Bradford,"$10,567,730.51","$6,661,857.62","$6,267,847.86","$394,009.76",,"$13,139.82",,,,,"$1,190.00",,,"$876,200.63",,,,,,"$288,645.11","$11,165.00","$36,558.90","$19,227.04","$587,472.10",,"$54,378.00",,,,"$201,990.00","$14,777.36",,,,,,,"$1,801,128.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117086503,Towanda Area SD,Bradford,"$13,728,478.98","$7,512,139.34","$6,956,236.11","$555,903.23",,"$30,064.00",,,,,,,,"$1,173,130.39",,,,"$315,000.00",,"$876,519.59","$12,705.00","$587,074.91","$27,259.88","$752,046.04",,,,,,"$290,449.00","$30,699.96",,,,,,"-$51,354.03","$2,172,744.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117086653,Troy Area SD,Bradford,"$15,673,822.27","$9,801,733.10","$9,352,005.49","$449,727.61",,"$70,385.09",,,"$72,164.00",,,,,"$1,153,822.12",,,,,,"$1,072,555.14",$770.00,"$683,063.50","$16,483.45","$341,517.01",,,,,,"$310,736.00",,,,,,,,"$2,150,592.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,117089003,Wyalusing Area SD,Bradford,"$12,813,895.54","$7,532,568.34","$7,106,370.77","$426,197.57",,"$146,921.27",,,,,,,,"$977,217.00",,,,,,"$1,078,127.31","$13,860.00","$694,688.53","$23,835.65","$296,880.39",,"$10,000.00","$35,000.00",,,"$231,038.00",,,,,,,,"$1,773,759.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,122091002,Bensalem Township SD,Bucks,"$36,202,835.19","$16,000,531.62","$13,710,934.39","$2,289,597.23",,"$278,646.48",,,,,,,,"$4,646,432.01",,,,,,"$863,729.52","$728,420.00","$533,170.07","$140,030.48","$2,270,690.39",,"$135,000.00",,,,"$584,234.00",,,,,,,,"$10,021,950.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,122091303,Bristol Borough SD,Bucks,"$11,929,695.39","$7,378,503.72","$6,882,432.72","$496,071.00",,"$100,941.00",,,,,,,,"$1,060,706.00",,,,,,"$116,220.16","$4,235.00","$263,793.00","$26,403.00","$497,392.51",,"$12,310.00",,,,"$214,151.00","$25,278.00",,,,,,,"$2,229,762.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,122091352,Bristol Township SD,Bucks,"$47,757,124.51","$24,147,570.48","$21,939,665.00","$2,207,905.48",,"$44,083.17",,,,,,,,"$5,047,759.09",,,,"$700,014.62",,"$1,639,861.41","$436,975.00","$973,867.02","$131,808.96","$3,391,219.29",,"$461,631.00",,,,"$1,029,712.00","$2,592.74",,,,"$1,246.55",,,"$9,748,783.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,122092002,Centennial SD,Bucks,"$32,274,502.97","$14,908,008.64","$12,647,046.64","$2,260,962.00",,"$15,489.17",,,,,,,,"$3,229,176.60",,,,,,"$277,429.76","$366,135.00","$1,228,010.46","$121,067.31","$2,081,861.51",,,,,,"$380,367.00","$35,000.00",,,,"$25,000.00",,,"$9,606,957.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,122092102,Central Bucks SD,Bucks,"$72,366,888.70","$25,204,487.68","$18,637,014.03","$6,567,473.65",,"$94,988.21",,,,,,,,"$7,525,294.35",,,,,,"$2,184,950.91","$650,265.00","$261,156.03","$345,455.91","$6,277,433.81",,,,,,"$1,024,042.00",,,,,,,,"$28,798,814.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,122092353,Council Rock SD,Bucks,"$55,481,743.79","$19,226,481.93","$14,791,019.76","$4,435,462.17",,"$95,265.42",,,,,,,,"$6,728,782.11",,,,,,"$821,977.70","$414,260.00","$1,522,370.20","$221,008.31","$5,613,735.60",,"$543,285.00","$243,419.78",,,"$416,762.00",,,,,,,,"$19,634,395.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
