,AUN,school_district,county,total_state_rev,bef,formula_funding_1920,bef_soc_sec_1920,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,114062003,Exeter Township SD,Berks,"$21,963,366.42","$10,174,441.54","$8,975,684.82","$1,198,756.72",,"$67,245.54",,,,,,,,"$2,249,423.47",,,,,,"$1,018,003.43","$103,950.00","$559,815.13","$74,608.68","$1,365,452.10",,"$149,325.62",,,,"$542,921.00",,,,,,,,"$5,658,179.91",,,
1,114062503,Fleetwood Area SD,Berks,"$15,243,670.65","$6,910,660.82","$6,217,868.12","$692,792.70",,"$146,629.66",,,,,,$80.00,,"$1,540,868.62",,,,,,"$952,936.86","$50,820.00","$392,943.97","$46,512.44","$1,126,690.26",,"$23,222.00",,,,"$371,717.00","$26,764.72",,,,,,,"$3,653,824.30",,,
1,114063003,Governor Mifflin SD,Berks,"$19,265,347.09","$7,615,433.26","$6,606,639.48","$1,008,793.78",,"$119,150.15",,,,,,,,"$2,436,663.41",,,,"$350,000.00",,"$992,822.21","$59,675.00","$1,077,296.88","$77,289.97","$869,728.17",,"$43,485.00",,,,"$436,905.00","$26,840.60",,,,,,,"$5,160,057.44",,,
1,114063503,Hamburg Area SD,Berks,"$14,903,932.24","$7,673,853.89","$7,013,742.41","$660,111.48",,"$118,758.59",,,,,,,,"$1,517,652.80",,,,,,"$957,881.27","$22,715.00","$394,579.51","$39,358.23","$830,861.44",,"$54,411.39",,,,"$338,158.00",,,,,,,,"$2,955,702.12",,,
1,114064003,Kutztown Area SD,Berks,"$9,411,288.71","$3,983,236.59","$3,527,514.13","$455,722.46",,"$163,280.88",,,"$37,950.43",,,,,"$944,816.66",,,,,,"$875,635.78","$57,365.00","$218,974.19","$25,299.58","$611,225.76",,"$35,000.00",,,,"$140,805.00","$34,996.04",,,,,,,"$2,282,702.80",,,
1,114065503,Muhlenberg SD,Berks,"$18,438,574.14","$7,082,949.40","$6,012,959.12","$1,069,990.28",,"$97,268.25",,,,,,$400.00,,"$1,768,383.71",,,,,,"$710,555.59","$86,240.00","$1,431,681.97","$76,639.30","$1,202,374.79",,"$25,000.00",,,,"$447,941.00",$718.63,,,,,,,"$5,508,421.50",,,
1,114066503,Oley Valley SD,Berks,"$9,900,399.44","$4,458,586.90","$4,044,526.48","$414,060.42",,"$60,032.29",,,"$31,361.09",,,,,"$1,124,151.21",,,,,,"$904,150.22","$37,730.00","$270,256.97","$29,484.21","$635,641.27",,,,,,"$206,179.00",,"$6,837.18",,,,,,"$2,135,989.10",,,
1,114067002,Reading SD,Berks,"$210,694,894.03","$145,029,580.27","$145,029,580.27",,,"$125,175.42",,,,,,,,"$13,153,071.18",,,,,,"$1,226,888.40","$346,382.89","$6,622,282.69","$381,947.70","$3,676,980.22",,,,,,"$4,785,693.00","$22,592.02",,,,,,"$6,152,010.12","$29,172,290.12",,,
1,114067503,Schuylkill Valley SD,Berks,"$9,520,305.81","$3,567,610.59","$2,990,691.20","$576,919.39",,"$81,785.44",,,,,,,,"$1,021,573.96",,,,,,"$805,281.46","$38,885.00","$165,323.79","$37,528.98","$591,386.55",,"$69,079.54",,,,"$197,972.00",,,,,"$2,390.56",,,"$2,941,487.94",,,
1,114068003,Tulpehocken Area SD,Berks,"$10,444,883.68","$4,714,723.27","$4,274,688.12","$440,035.15",,"$206,038.57",,,"$21,767.44",,"$2,825.00",,,"$965,537.95",,,,,,"$852,230.26","$37,345.00","$487,190.51","$27,297.35","$645,838.48",,,,,,"$200,065.00","$9,722.20","$5,531.42",,,"$1,494.95",,,"$2,267,276.28",,,
1,114068103,Twin Valley SD,Berks,"$16,521,421.80","$6,570,189.91","$5,624,544.99","$945,644.92",,"$107,696.37",,,,,,,,"$1,773,343.09",,,,,,"$2,090,442.36","$107,030.00","$343,301.48","$55,275.25","$1,030,574.46",,,,,,"$329,551.00",,,,,,,,"$4,114,017.88",,,
1,114069103,Wilson SD,Berks,"$25,080,364.24","$10,330,062.01","$8,682,736.95","$1,647,325.06",,"$83,946.17",,,,,,$120.00,,"$2,625,760.12",,,,,"$2,975.00","$922,228.16","$92,785.00","$598,923.23","$115,176.13","$1,390,950.62",,,,,,"$579,495.00",,,,,,,,"$8,337,942.80",,,
1,114069353,Wyomissing Area SD,Berks,"$7,161,401.37","$2,378,447.78","$1,847,750.05","$530,697.73",,"$11,990.86",,,,,,,,"$892,609.41",,,,,,"$269,650.64","$42,735.00","$42,443.85","$36,939.83","$492,149.56",,"$119,569.62",,,,"$139,739.00",,,,,$412.37,,,"$2,734,713.45",,,
1,108070502,Altoona Area SD,Blair,"$69,251,188.04","$42,544,652.69","$40,260,975.12","$2,283,677.57",,"$36,806.06",,,"$39,391.74",,"$1,260.00",,,"$5,603,790.56","$1,774,466.71","$187,447.28",,,,"$1,902,573.96","$173,635.00","$1,752,299.02","$159,347.15","$1,844,972.22",,"$13,451.98","$17,561.80",,,"$1,485,051.00","$23,343.92",,,,,,,"$11,691,136.95",,,
1,108071003,Bellwood-Antis SD,Blair,"$11,781,768.92","$7,339,058.51","$6,971,273.74","$367,784.77",,"$18,474.06",,,"$55,305.83",,$630.00,,,"$810,104.15",,,,,,"$418,545.17","$5,005.00","$225,114.55","$21,677.66","$360,210.93",,"$628,000.00",,,,"$206,209.00",,"$8,160.86",,,,,,"$1,685,273.20",,,
1,108071504,Claysburg-Kimmel SD,Blair,"$8,786,387.91","$5,786,307.81","$5,545,665.66","$240,642.15",,,,,,,,,,"$617,499.07",,,,,,"$440,924.47","$1,925.00","$213,132.34","$15,663.69","$340,825.01",,,"$17,151.96",,,"$173,060.00","$18,135.17",,,,,,,"$1,161,763.39",,,
1,108073503,Hollidaysburg Area SD,Blair,"$21,825,104.46","$12,997,972.05","$12,263,335.86","$734,636.19",,"$102,350.34",,,,,,,,"$2,212,641.09",,,,,,"$934,456.22","$71,610.00","$687,531.22","$66,095.44","$567,948.50",,"$40,019.38",,,,"$421,318.00","$1,139.29",,,,,,,"$3,722,022.93",,,
1,108077503,Spring Cove SD,Blair,"$14,376,409.30","$8,339,842.62","$7,907,565.51","$432,277.11",,"$21,790.00",,,"$64,441.27",,,,,"$1,177,118.49",,,,,,"$1,068,365.54","$16,555.00","$211,456.80","$32,096.92","$382,023.29",,"$226,402.50","$63,151.00",,,"$291,450.00","$391,405.09","$9,689.69","$5,000.00",,,,,"$2,075,621.09",,,
1,108078003,Tyrone Area SD,Blair,"$16,375,284.88","$9,892,231.00","$9,423,360.00","$468,871.00",,"$14,334.34",,,"$102,502.73",,"$2,030.00",$80.00,,"$1,517,977.08","$151,860.00",,,"$564,375.00","$17,193.18","$794,468.51","$50,050.00",,"$33,445.96","$489,585.65",,,,,,"$308,378.00",,"$13,039.13",,,"$28,388.16",,,"$2,395,346.14",,,
1,108079004,Williamsburg Community SD,Blair,"$5,247,395.67","$3,390,571.18","$3,390,571.18",,,"$28,358.94",,,"$26,382.93",,,,,"$378,239.14",,,,,,"$238,831.81",$385.00,,"$9,108.15","$204,145.20",,,"$4,887.70",,,"$102,791.00","$26,764.72","$5,390.21",,,,,"$140,146.71","$691,392.98",,,
1,117080503,Athens Area SD,Bradford,"$21,275,433.62","$12,498,575.96","$11,808,073.50","$690,502.46",,"$86,506.16",,,"$71,608.30",,,,,"$1,678,193.41",,,,,,"$1,356,144.63","$16,555.00","$750,936.38","$38,388.84","$928,016.67",,"$22,360.12",,,,"$418,272.00","$16,470.56","$8,440.67",,,,,,"$3,384,964.92",,,
1,117081003,Canton Area SD,Bradford,"$11,081,520.14","$7,289,415.05","$7,085,717.54","$203,697.51",,"$29,997.01",,,"$13,784.13",,,,,"$730,239.85",,,,,,"$600,839.73",,"$278,544.81","$15,434.11","$298,538.43",,,,,,"$203,216.00","$9,722.20",,,,,,"$71,209.15","$1,540,579.67",,,
1,117083004,Northeast Bradford SD,Bradford,"$9,213,617.83","$6,270,018.54","$6,020,077.79","$249,940.75",,,,,"$27,479.71",,,,,"$599,308.68",,,,,,"$769,296.55","$12,705.00","$29,994.51","$14,728.68","$99,291.54",,,,,,"$165,568.00","$15,727.91","$5,176.27",,,,,,"$1,204,322.44",,,
1,117086003,Sayre Area SD,Bradford,"$10,383,778.34","$6,599,852.37","$6,267,853.25","$331,999.12",,,,,,,,,,"$876,241.79",,,,,,"$277,780.89","$10,010.00","$35,056.12","$20,347.72","$586,826.24",,"$54,378.00",,,,"$201,990.00","$11,336.46",,,,,,,"$1,709,958.75",,,
1,117086503,Towanda Area SD,Bradford,"$13,778,616.15","$7,363,245.09","$6,956,242.52","$407,002.57",,"$32,272.15",,,,,,,,"$1,173,164.00",,,,"$315,000.00",,"$951,475.34","$9,240.00","$674,407.51","$29,270.75","$751,523.60",,,,,,"$290,449.00","$4,300.20",,,,,,"$2,993.69","$2,181,274.82",,,
1,117086653,Troy Area SD,Bradford,"$15,469,917.19","$9,795,199.62","$9,352,010.36","$443,189.26",,"$72,270.03",,,"$57,137.18",,,,,"$1,153,856.17",,,,,"$10,000.00","$1,063,622.05",$770.00,"$562,177.71","$26,061.03","$341,767.39",,,,,,"$310,736.00",,,,,,,,"$2,076,320.01",,,
1,117089003,Wyalusing Area SD,Bradford,"$12,783,403.09","$7,457,445.27","$7,106,376.27","$351,069.00",,"$108,496.25",,,,,,,,"$977,260.99",,,,,,"$1,099,635.60","$15,785.00","$722,091.20","$46,865.99","$298,848.79",,"$60,000.00",,,,"$231,038.00",,,,,,,,"$1,765,936.00",,,
1,122091002,Bensalem Township SD,Bucks,"$36,471,580.55","$15,782,264.89","$13,710,961.52","$2,071,303.37",,"$510,056.91",,,,,,,,"$4,496,568.42",,,,,,"$1,067,809.12","$709,940.00","$530,977.94","$140,258.74","$2,270,418.32",,$275.00,,,,"$584,234.00",,,,,,,,"$10,378,777.21",,,
1,122091303,Bristol Borough SD,Bucks,"$12,407,555.58","$6,882,441.78","$6,882,441.78",,,"$133,415.27",,,,,,,,"$1,060,750.10",,,,,,"$116,082.11","$4,590.00","$697,139.85","$26,448.63","$497,332.91",,,,,,"$214,151.00","$9,722.20",,,,,,"$502,423.84","$2,263,057.89",,,
1,122091352,Bristol Township SD,Bucks,"$47,545,538.80","$23,340,272.27","$21,939,691.53","$1,400,580.74",,"$41,876.91",,,,,,,,"$4,897,930.47",,,,"$700,050.76",,"$2,001,034.50","$410,410.00","$748,475.95","$131,537.93","$3,390,812.95",,"$122,850.00",,,,"$1,029,712.00","$32,397.26",,,,"$2,074.95",,"$481,280.84","$10,214,822.01",,,
1,122092002,Centennial SD,Bucks,"$32,110,740.39","$12,647,056.89","$12,647,056.89",,,"$23,757.65",,,,,,,,"$3,244,217.87",,,,,,"$476,496.88","$392,700.00","$957,271.53","$123,917.77","$2,057,637.35",,,,,,"$380,367.00",,,,,"$48,000.00",,"$1,947,523.28","$9,811,794.17",,,
1,122092102,Central Bucks SD,Bucks,"$74,237,654.10","$24,178,568.66","$18,637,039.00","$5,541,529.66",,"$63,086.78",,,,,,,,"$7,256,416.84",,,,,,"$2,583,411.09","$637,945.00","$3,544,386.52","$349,301.89","$6,217,942.31",,,,,,"$1,024,042.00","$35,000.00",,,,"$5,000.00",,,"$28,342,553.01",,,
1,122092353,Council Rock SD,Bucks,"$54,156,430.08","$14,791,029.96","$14,791,029.96",,,"$26,834.52",,,,,,,,"$6,658,002.40",,,,,,"$1,155,453.39","$416,955.00","$1,688,547.09","$222,781.77","$5,601,931.59",,"$66,116.00",,,"$19,783.00","$416,762.00","$13,636.93",,,,,,"$3,830,474.24","$19,248,122.19",,,
1,122097203,Morrisville Borough SD,Bucks,"$6,892,195.00","$3,432,744.00","$3,152,324.00","$280,420.00",,,,,,,,,,"$896,145.00",,,,,,"$32,615.00",,,"$21,150.00","$386,657.00",,"$80,000.00",,,,"$119,607.00",,,,"$500,000.00","$77,850.00",,,"$1,345,427.00",,,
1,122097502,Neshaminy SD,Bucks,"$44,460,670.63","$16,625,403.05","$13,949,551.09","$2,675,851.96",,"$104,232.02",,,,,,,,"$6,611,451.18",,,,"$1,285,944.05",,"$1,046,613.10","$435,050.00","$207,217.43","$180,692.60","$3,591,121.44",,,,,,"$663,751.00","$35,000.00",,,,"$313,961.70",,"-$44,576.11","$13,404,809.17",,,
1,122097604,New Hope-Solebury SD,Bucks,"$6,582,495.52","$1,254,302.48","$1,254,302.48",,,"$53,723.30",,,,,,,,"$507,247.54",,,,,,"$167,785.51","$50,754.26","$87,767.40","$25,071.00","$789,611.55",,"$35,000.00",,,,"$57,219.76",,,,,,,"$609,055.52","$2,944,957.20",,,
1,122098003,Palisades SD,Bucks,"$9,937,232.81","$3,746,976.23","$3,073,985.29","$672,990.94",,"$106,978.50",,,,,,,,"$1,006,244.83",,,,,,"$604,287.60","$77,385.00","$213,048.35","$31,974.12","$911,953.01",,"$127,487.67",,,,"$67,213.00","$23,913.87",,,,,,,"$3,019,770.63",,,
1,122098103,Pennridge SD,Bucks,"$33,694,745.05","$13,573,668.35","$11,479,376.97","$2,094,291.38",,"$17,036.76",,,,,,,,"$3,675,411.27",,,,,,"$1,436,140.07","$225,995.00","$1,044,333.84","$132,617.48","$2,490,382.42",,,,,,"$625,645.00","$35,000.00",,,,,,,"$10,438,514.86",,,
1,122098202,Pennsbury SD,Bucks,"$51,588,614.00","$20,033,748.31","$16,449,021.62","$3,584,726.69",,"$88,034.00",,,,,,,,"$5,619,911.88",,"$721,500.00",,,,"$1,452,714.17","$477,400.00","$1,119,679.05","$203,957.94","$4,157,585.93",,"$40,442.25","$19,900.00",,,"$793,455.20",,,,,,,,"$16,860,285.27",,,
1,122098403,Quakertown Community SD,Bucks,"$27,196,155.63","$11,943,897.14","$10,543,731.89","$1,400,165.25",,"$136,497.73",,,,,,,,"$2,947,758.58",,,,"$297,500.00","$10,000.00","$1,150,044.05","$170,940.00","$902,701.06","$96,972.71","$2,096,276.22",,"$11,204.23",,,,"$535,278.00",,,,,,,,"$6,897,085.91",,,
1,104101252,Butler Area SD,Butler,"$48,391,604.21","$27,570,695.65","$25,832,548.80","$1,738,146.85",,"$150,344.76",,"$1,122.12",,,,,,"$4,673,517.00",,,,,,"$3,178,965.93","$195,195.00","$1,682,551.29","$118,670.43","$1,958,720.06",,"$142,891.75",,,,"$1,147,945.00","$19,682.55",,,,,,,"$7,551,302.67",,,
1,104103603,Karns City Area SD,Butler,"$16,079,076.89","$10,166,766.37","$9,850,727.68","$316,038.69",,"$55,850.06",,,,,,,,"$1,216,112.90",,,,,,"$1,372,432.89","$10,395.00","$19,042.13","$26,472.60","$593,777.06",,,,,,"$315,032.00","$35,000.00",,,,"$6,644.91",,"$130,412.28","$2,131,138.69",,,
1,104105003,Mars Area SD,Butler,"$14,058,729.55","$6,891,650.51","$6,096,349.32","$795,301.19",,"$65,021.18",,,,,,,,"$1,192,081.25",,,,,,"$707,855.15","$189,035.00","$820,441.09","$63,373.48","$335,747.39",,"$25,003.92",,,,"$241,656.00","$32,941.12",,,,,,,"$3,493,923.46",,,
1,104105353,Moniteau SD,Butler,"$13,954,019.93","$8,273,677.11","$7,858,758.55","$414,918.56",,"$15,379.43",,,"$25,567.48",,,,,"$1,106,390.50",,,,,,"$1,295,604.07","$6,545.00","$433,094.92","$24,551.11","$604,704.83",,,"$35,000.00",,,"$284,091.00",,,,,,,,"$1,849,414.48",,,
1,104107903,Seneca Valley SD,Butler,"$36,306,496.51","$16,306,168.58","$14,299,004.85","$2,007,163.73",,"$53,941.67",,,,,,,,"$3,815,446.47",,,,,,"$2,840,625.05","$317,240.00","$991,351.38","$157,967.33","$1,221,733.95",,"$45,000.00",,,,"$684,267.00",$236.44,,,,,,,"$9,872,518.64",,,
1,104107503,Slippery Rock Area SD,Butler,"$15,548,330.00","$8,590,788.00","$8,590,788.00",,,"$82,846.00",,,,,"$2,345.00",,,"$1,539,757.00",,,,,,"$1,454,125.00","$38,500.00","$21,942.00","$37,939.00","$655,609.00",,,,,,"$334,886.00","$24,706.00",,,,,,"$494,448.00","$2,270,439.00",,,
1,104107803,South Butler County SD,Butler,"$14,989,671.00","$7,751,675.00","$7,751,675.00",,,,,,,,,,,"$1,511,294.00",,,,,,"$1,539,462.00","$112,035.00","$326,049.00","$45,551.00","$595,228.00",,,,,,"$336,435.00","$26,765.00",,,,,,"$338,742.00","$2,406,435.00",,,
1,108110603,Blacklick Valley SD,Cambria,"$8,310,984.94","$5,577,963.96","$5,383,897.37","$194,066.59",,"$40,803.11",,,,,,,,"$580,893.27",,,,,,"$597,401.32","$24,640.00","$163,967.65","$11,699.09","$169,183.75",,"$14,110.89",,,,"$141,827.00","$7,925.87",,"$43,256.40",,,,,"$937,312.63",,,
1,108111203,Cambria Heights SD,Cambria,"$15,633,196.22","$10,249,124.38","$9,736,193.57","$512,930.81",,"$12,688.37",,,,,,,,"$1,031,890.22",,,,"$148,749.96",,"$1,020,196.82","$29,260.00","$260,433.40","$51,699.22","$506,847.20",,"$28,297.02",,,,"$279,447.00","$9,722.20",,,,,,,"$2,004,840.43",,,
1,108111303,Central Cambria SD,Cambria,"$13,026,194.50","$7,444,763.09","$7,444,763.09",,,"$67,447.45",,,,,,,,"$1,120,616.01",,,,,"$1,385.15","$1,055,531.07","$74,305.00","$319,663.91","$40,519.49","$389,809.21",,"$25,000.00",,,,"$261,606.00","$28,188.31",,,,,,"$390,792.99","$1,806,566.82",,,
1,108111403,Conemaugh Valley SD,Cambria,"$9,446,731.20","$6,194,043.13","$5,966,041.64","$228,001.49",,"$16,748.87",,,,,,,,"$601,765.47",,,,"$297,500.00",,"$554,487.99","$24,640.00","$168,436.63","$14,267.70","$272,166.84",,"$20,000.00",,,,"$171,026.00","$2,069.49",,,,,,,"$1,109,579.08",,,
1,108112003,Ferndale Area SD,Cambria,"$8,730,860.79","$5,780,181.07","$5,514,867.36","$265,313.71",,"$24,269.72",,,,,$175.00,,,"$605,525.98",,,,,,"$442,829.43","$11,165.00",,"$11,756.05","$303,398.99",,"$95,059.00",,,,"$158,485.00",,,,,"$3,143.42",,,"$1,294,872.13",,,
1,108112203,Forest Hills SD,Cambria,"$22,385,691.82","$13,146,988.00","$12,626,210.98","$520,777.02",,"$43,794.91",,,,,,,,"$1,433,873.39",,,,,,"$1,056,585.55","$18,480.00","$2,961,214.67","$34,078.42","$824,640.64",,"$19,685.00",,,,"$397,738.00",$742.57,,,,,,,"$2,447,870.67",,,
1,108112502,Greater Johnstown SD,Cambria,"$33,538,378.54","$19,621,707.00","$19,621,707.00",,,"$57,733.00",,,"$480,988.00",,"$1,015.00",,,"$2,669,224.00","$809,683.00",,,,,"$1,342,084.54","$123,970.00","$936,217.00","$56,391.00","$1,366,010.00",,"$9,985.00",,,,"$674,415.00","$14,249.00","$45,050.00",,,,,"$849,743.00","$4,479,914.00",,,
1,108114503,Northern Cambria SD,Cambria,"$13,652,425.08","$9,151,741.42","$8,847,706.48","$304,034.94",,,,,,,,,,"$821,348.47",,,,,,"$1,028,825.70","$55,055.00","$432,320.88","$21,690.69","$314,073.03",,,,,,"$242,060.00",,,,,,,,"$1,585,309.89",,,
1,108116003,Penn Cambria SD,Cambria,"$16,464,610.77","$10,172,326.90","$9,696,295.88","$476,031.02",,"$18,956.40",,,,,,,,"$1,275,837.19",,,,"$148,750.00",,"$1,187,794.12","$87,395.00","$473,587.07","$32,189.27","$452,624.49",,"$59,568.44",,,,"$313,302.00","$32,681.88",,,,,,,"$2,209,598.01",,,
1,108116303,Portage Area SD,Cambria,"$10,533,223.68","$7,092,769.10","$6,781,582.48","$311,186.62",,,,,,,,,,"$644,010.97",,,,,,"$406,522.55","$9,625.00","$280,979.75","$15,519.34","$335,434.88",,"$108,800.00",,,,"$186,456.00",,,"$6,500.00",,"$100,000.00",,,"$1,346,606.09",,,
1,108116503,Richland SD,Cambria,"$7,322,179.25","$3,728,008.05","$3,409,912.25","$318,095.80",,,,,,,,,,"$746,863.51",,,,,,"$359,651.48","$38,885.00","$278,422.65","$30,819.59","$230,027.15",,"$195,442.34","$30,000.00",,,"$138,845.00","$33,697.29",,,,,,,"$1,511,517.19",,,
1,108118503,Westmont Hilltop SD,Cambria,"$8,196,622.66","$4,439,361.99","$4,078,844.64","$360,517.35",,,,,,,,,,"$879,091.27",,,,,,"$316,971.39","$70,840.00","$296,730.43","$30,217.23","$309,285.35",,"$56,715.88",,,,"$177,493.00",,,,,,,,"$1,619,916.12",,,
1,109122703,Cameron County SD,Cameron,"$8,646,598.34","$5,719,640.19","$5,540,285.42","$179,354.77",,"$4,664.87",,,,,,,,"$691,945.56",,,,,,"$388,573.98","$4,235.00","$382,822.17","$9,416.34","$432,192.99",,,,,,"$145,002.00",,,,,,,,"$868,105.24",,,
1,121135003,Jim Thorpe Area SD,Carbon,"$11,343,350.78","$4,400,566.00","$3,851,972.00","$548,594.00",,"$287,715.00",,,,,,,,"$1,080,761.00",,,,"$175,000.00",,"$749,760.59","$5,775.00","$993,999.00","$40,100.00","$725,876.00",,"$25,000.00",,,,"$219,928.00","$7,778.00",,,,$499.19,,,"$2,630,593.00",,,
1,121135503,Lehighton Area SD,Carbon,"$17,631,396.07","$9,282,109.16","$9,282,109.16",,,"$134,422.93",,,,,,,,"$1,648,928.94",,,$500.00,"$175,000.00",,"$406,004.71","$5,005.00","$493,214.90","$42,026.55","$1,193,038.72",,"$20,000.00",,,,"$374,159.00","$25,533.00",,,,,,"$576,079.23","$3,255,373.93",,,
1,121136503,Palmerton Area SD,Carbon,"$13,225,844.47","$7,234,338.22","$6,700,034.00","$534,304.22",,"$50,387.00",,,,,,,,"$1,408,423.00",,,,"$276,173.00",,"$464,162.10","$13,090.00","$224,076.83","$33,510.92","$748,737.40",,,,,,"$303,548.00",,,,,,,,"$2,469,398.00",,,
1,121136603,Panther Valley SD,Carbon,"$15,059,747.69","$9,506,790.96","$9,017,702.88","$489,088.08",,"$19,401.75",,,,,,,,"$1,461,348.70",,,,,,"$649,989.82","$41,965.00","$290,545.68","$31,633.20","$738,233.94",,,,,,"$338,016.00",,,,,,,"-$23,332.52","$2,005,155.16",,,
1,121139004,Weatherly Area SD,Carbon,"$6,657,733.75","$3,506,532.20","$3,300,493.25","$206,038.95",,"$15,487.43",,,"$7,792.44",,,,,"$485,833.13",,,,"$332,500.00",,"$596,575.57","$6,930.00",,"$12,288.04","$363,851.66",,"$309,077.93","$20,000.00",,,"$98,472.00","$26,764.72",,"$6,550.00",,"$1,500.00",,"-$16,666.01","$884,244.64",,,
1,110141003,Bald Eagle Area SD,Centre,"$16,472,852.77","$8,879,986.88","$8,366,263.16","$513,723.72",,"$34,961.76",,,"$53,815.28",,,,,"$1,331,881.36",,,,,,"$1,297,950.32","$22,715.00","$883,292.80","$29,308.82","$731,874.20",,"$40,067.92",,,,"$310,813.00","$6,135.28",,,,"$500,500.00",,,"$2,349,550.15",,,
1,110141103,Bellefonte Area SD,Centre,"$17,648,952.70","$9,294,188.80","$8,606,521.10","$687,667.70",,"$9,384.37",,,"$10,810.54",,,,,"$1,848,131.01",,,,,,"$606,292.04","$68,915.00","$628,262.12","$51,785.73","$1,174,162.20",,"$127,564.53",,,,"$408,961.00",,,,,,,,"$3,420,495.36",,,
1,110147003,Penns Valley Area SD,Centre,"$12,148,976.29","$5,739,307.51","$5,401,030.30","$338,277.21",,"$33,078.87",,,$688.00,,,,,"$907,078.87",,,,,,"$935,273.62","$43,505.00","$522,295.72","$26,463.20","$561,128.53",,"$35,000.00",,,,"$193,434.00",,,,,"$1,500,000.00",,,"$1,651,722.97",,,
1,110148002,State College Area SD,Centre,"$29,981,915.56","$10,782,149.25","$8,406,927.57","$2,375,221.68",,"$107,373.36",,,"$197,227.60",,,,,"$3,358,750.03",,,,,,"$494,833.99","$308,385.00","$277,819.54","$140,519.45","$1,423,580.38",,,"$19,999.97",,,"$310,013.00",,"$27,869.66","$4,691.40",,"$606,921.00",,,"$11,921,781.93",,,
1,124150503,Avon Grove SD,Chester,"$31,898,836.43","$16,694,519.93","$15,484,573.23","$1,209,946.70",,"$23,076.99",,,,,,"$1,938.00",,"$2,848,727.86",,,,,,"$1,806,031.41","$293,755.00","$488,415.64","$105,215.03","$2,673,556.85",,"$20,653.95",,,,"$754,726.00","$4,736.85",,,,"$13,010.84",,,"$6,170,472.08",,,
1,124151902,Coatesville Area SD,Chester,"$53,304,909.04","$27,266,953.54","$25,838,044.67","$1,428,908.87",,"$21,730.22",,,,,,,,"$5,613,400.04",,,,,,"$5,860,652.49","$1,425,655.00","$520,412.13","$112,446.72","$3,929,788.97",,"$138,000.00",,,,"$1,103,925.00","$7,777.76",,,,,,,"$7,304,167.17",,,
1,124152003,Downingtown Area SD,Chester,"$52,437,986.73","$18,876,744.00","$15,213,438.32","$3,663,305.68",,"$776,402.29",,,,,,,,"$5,804,519.74",,,,,,"$2,963,669.35","$655,270.00","$1,248,896.17","$305,654.43","$3,954,206.99",,"$45,000.00",,,,"$874,969.00",,,,,,,,"$16,932,654.76",,,
1,124153503,Great Valley SD,Chester,"$16,041,115.94","$4,208,076.39","$2,739,529.00","$1,468,547.39",,"$92,529.99",,,,,,,,"$1,711,486.69",,,,,,"$591,682.53","$376,530.00","$443,029.88","$95,418.83","$1,024,089.05",,"$20,108.00",,,,"$136,602.00",,,,,,,,"$7,341,562.58",,,
1,124154003,Kennett Consolidated SD,Chester,"$18,292,080.08","$7,109,322.28","$5,949,350.46","$1,159,971.82",,"$25,237.50",,,,,,"$3,188.00",,"$1,922,312.03",,,,,,"$1,221,966.92","$178,255.00","$500,677.90","$82,383.33","$1,456,489.81",,"$45,000.00",,,,"$400,617.00",,,,,,,,"$5,346,630.31",,,
1,124156503,Octorara Area SD,Chester,"$15,830,391.70","$7,164,778.10","$6,521,786.34","$642,991.76",,"$25,564.28",,,"$121,624.57",,,$85.00,,"$1,468,372.03",,,,,,"$1,632,858.89","$104,720.00","$490,906.06","$50,501.07","$1,127,551.66",,,,,,"$318,487.00",,"$65,537.49",,,,,,"$3,259,405.55",,,
1,124156603,Owen J Roberts SD,Chester,"$22,758,260.56","$8,026,296.66","$6,267,150.54","$1,759,146.12",,"$73,410.23",,,,,,,,"$2,085,699.31",,,,"$323,750.00",,"$1,665,557.87","$222,530.00","$517,077.75","$108,224.77","$1,525,184.83",,$287.33,"$17,638.14",,,"$292,196.00",$162.38,,,,,,,"$7,900,245.29",,,
