Ctgy,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,127044103,Hopewell Area SD,Beaver,"$19,924,329.46","$15,183,271.75","$61,002.47","$18,572.05","$22,972.12",,,,,,"$18,429.95",,,,"$2,311,025.11",,"$300,478.37",,,,"$102,520.56",,,,,,,,,,,"$1,096,856.97","$124,616.85",,"$36,771.90",,,,"$3,271.18","$255,182.12",,,,,,,"$28,055.90","$18,819.42",,,,"$161,831.30","$4,874.94",,,,,,,"$9,478.10","$143,493.68",,"$22,804.72"
1,127045303,Midland Borough SD,Beaver,"$1,157,483.67","$581,454.25",,$826.95,"$1,499.55",,,,,,"$4,115.13",,,,"$190,139.21",,"$44,656.59",,,,,,,,,,,,,,,"$84,402.37","$13,044.97",,,,,,,"$32,323.08",,,,,,,"$115,000.00",-$50.00,,,,,,,,,,,,,$103.75,,"$89,967.82"
1,127045653,New Brighton Area SD,Beaver,"$7,096,029.15","$4,983,289.39",,"$5,960.15","$9,118.01",,"$19,365.62",,"$19,365.50",,"$11,935.63",,,,"$976,451.70",,"$106,324.75",,"$77,808.86",,,,,,,,,,,,,"$372,456.21","$76,486.71",,"$20,575.54",,,,,"$187,430.11",,,,,,,"$42,183.00",,"$2,100.24","$15,754.26",,"$34,543.70",,,,,,,,"$82,375.77",,,"$52,504.00"
1,127045853,Riverside Beaver County SD,Beaver,"$10,068,840.51","$7,628,875.76","$16,403.86","$9,363.04",$210.00,,"$20,611.19",,"$31,839.44",,,,,,"$1,236,261.06",,"$119,679.59",,,,,,,,,,,,,,,"$552,868.53","$23,647.04",,"$34,266.02",,,,"$37,500.00","$232,491.73",,,,,,,"$16,251.00","$6,625.00","$10,000.00","$8,470.00",,"$24,950.06",,,,,,,,,"$44,304.33",,"$14,222.86"
1,127046903,Rochester Area SD,Beaver,"$5,504,400.93","$4,006,464.92",,"$5,240.23","$11,259.70",,,,"$19,792.04","$7,247.28","$11,488.33",,,,"$540,906.47",,"$48,737.60",,"$2,973.19",,"$114,429.99",,,,,,,,,,,"$449,464.31","$23,089.88",,"$14,279.00",,,,"$16,210.69","$152,502.08",,,,,,,"$59,964.40",,,,,,,,,,,,,,,,"$20,350.82"
1,127047404,South Side Area SD,Beaver,"$8,713,455.00","$6,786,579.00",,"$8,373.00",,,,,,,"$17,439.00",,,,"$868,004.00",,"$92,104.00",,"$24,081.00",,,,,,,,,,,,,"$422,146.00","$67,836.00",,"$53,723.00",,,,,"$120,999.00",,,,,,,,"$18,626.00","$5,248.00",,,,,,,,,,,,"$82,647.00",,"$145,650.00"
1,127049303,Western Beaver County SD,Beaver,"$4,350,237.67","$3,247,564.17",,"$4,086.72","$1,275.72",,,,,,,,,,"$578,614.82",,"$44,416.04",,,,,,,,,,,,,,,"$291,231.28","$9,923.43",,"$9,656.56",,,,,"$129,775.75",,,,,,,"$2,002.36","$5,200.00","$1,187.50","$5,000.00",,,,,,,,,,,"$16,030.87",,"$4,272.45"
1,108051003,Bedford Area SD,Bedford,"$14,400,002.97","$9,166,478.50","$31,540.94","$12,782.22","$33,824.52",,"$42,610.60","$1,600,440.00","$42,610.60",,"$97,686.78",,,,"$1,480,383.60",,"$248,774.38",,,,,,,,,,,,,,,"$531,173.84","$90,680.00",,,,,,"$50,767.66","$359,339.35",,,,,,,"$34,500.00","$34,154.13","$154,779.46","$3,600.00",,,,,,,,"$51,618.28",,,"$226,125.66",,"$106,132.45"
1,108051503,Chestnut Ridge SD,Bedford,"$6,743,999.38","$4,557,158.24","$13,842.75","$5,778.69","$8,148.56",,"$30,197.70",,"$30,197.70",,,,,,"$951,184.15",,"$97,344.27",,,,,,,,,,,,,,,"$222,875.63","$61,832.52",,,"$27,283.23",,,"$106,651.38","$314,507.80",,,,,,,,,"$92,222.76","$11,750.00",,,"$3,060.00",,,,,,,,,,"$209,964.00"
1,108053003,Everett Area SD,Bedford,"$8,910,082.09","$5,538,123.30","$6,172.64","$7,572.38","$61,390.53",,"$23,886.40","$924,078.69","$23,886.40",,"$32,847.03",,,,"$770,059.15",,"$108,969.08",,,,,,,,,,,,,,,"$603,231.74","$10,798.22",,"$73,380.81",,,"$18,957.56","$56,247.65","$278,199.66",,,,,,,"$1,149.05","$47,318.65","$1,000.00",,,"$216,296.10",,,,,,,,,"$26,344.77",,"$80,172.28"
1,108056004,Northern Bedford County SD,Bedford,"$4,043,272.28","$2,832,700.29",,"$3,648.39",,"$13,068.78","$15,829.55",,"$15,829.55","$27,180.00","$13,878.61",,,,"$556,178.88",,"$46,183.05","$7,112.98",,,,,,,,,,,,,,"$142,692.93","$32,130.66",,"$66,574.29",,,$308.80,"$112,705.39","$143,842.81",,,,,,,"$8,498.48",,$412.51,,"$1,950.00",,,,,,,,,,,,"$2,546.33"
1,108058003,Tussey Mountain SD,Bedford,"$4,896,419.00","$3,337,661.93",,"$4,348.26","$34,693.75",,"$16,191.60",,"$16,264.60",,"$9,707.65",,,,"$384,842.46",,"$64,157.58",,,,,,,,,,,,,,,"$592,194.61","$8,777.30",,"$50,667.07",$501.34,,"$5,161.37","$294,281.49","$41,616.94",,,,,,,,"$7,608.00","$2,500.00",,,"$4,832.52",,,"$2,448.85",,,,,,"$10,782.37",,"$7,179.31"
1,114060503,Antietam SD,Berks,"$11,160,362.90","$9,151,433.88","$9,104.55","$10,219.16",,,,,,,,,,,"$905,638.07",,"$127,128.41",,,,,,,,,,,,,,,"$452,635.49","$100,774.88",,"$9,371.00",,,,"$3,245.43","$222,386.47",,,,,,,$760.00,,,,,"$70,767.98",,,,,,,,,"$89,308.58",,"$7,589.00"
1,114060753,Boyertown Area SD,Berks,"$75,823,722.86","$62,464,176.65","$501,304.61","$70,585.58",$198.60,,"$143,685.05",,"$143,685.05",,"$63,743.10",,,,"$7,235,141.25",,"$1,167,891.08",,,,,,,,,,,,,,,"$1,447,809.08","$368,377.29",,"$237,300.00",,,,"$17,000.00","$1,330,013.56",,,,,,"$97,000.00","$150,329.13","$33,366.26",$821.60,"$19,739.75","$1,174.00","-$2,189.76",,,,,,"$21,680.78",,,"$60,600.18",,"$250,290.02"
1,114060853,Brandywine Heights Area SD,Berks,"$21,323,268.21","$17,995,503.17","$31,959.06","$20,926.78",$168.72,,"$34,126.00",,"$34,126.00",,"$18,910.24",,,,"$1,779,993.66",,"$195,956.34",,,,,,,,,,,,,,,"$605,477.31","$167,379.21",,"$68,583.76",,,,,"$273,398.15",,,,,,,"$42,511.88","$26,801.95",,"$7,916.49",,,,,,,,,,,"$3,839.07","$7,934.07","$7,756.35"
1,114061103,Conrad Weiser Area SD,Berks,"$32,208,272.40","$26,019,248.99","$73,458.16","$28,718.16","$20,843.20",,"$59,148.75",,"$59,148.75",,,,,,"$2,463,304.84",,"$420,217.92",,,,,,,,,,,,,,,"$666,188.99","$72,500.62",,"$45,286.60",,,,,"$516,544.00",,,,,,,"$37,635.00",,,,,"$1,685,043.48",,,,,,,,,,,"$40,984.94"
1,114061503,Daniel Boone Area SD,Berks,"$36,625,961.73","$30,430,255.36","$236,478.60","$33,913.79","$5,191.17",,"$52,278.00",,"$51,780.90",,,,,,"$3,190,652.43",,"$607,152.01",,,,,,,,,,,,,,,"$847,636.00","$183,253.67",,"$127,139.00",,,,"$4,500.00","$588,953.00",,,,,,,"$62,383.65","$89,007.04","$42,638.40","$3,363.00",,,,,,,,,,,$550.54,,"$68,835.17"
1,114062003,Exeter Township SD,Berks,"$52,072,481.21","$43,912,526.40","$82,694.57","$48,695.85",,,"$68,686.00",,"$68,686.00",,"$84,731.78",,,,"$3,961,855.73",,"$485,960.19",,,,"$777,525.37",,,,,,,,,,,"$1,102,546.18","$481,709.49",,"$181,398.17",,"$10,000.00",,"$4,500.00","$673,354.14",,,,,,,"$55,592.80","$32,205.30",,,,"$7,480.00",,,,,,,,,"$15,587.24",,"$16,746.00"
1,114062503,Fleetwood Area SD,Berks,"$30,226,530.23","$25,465,252.57","$229,526.80","$28,202.75",$26.28,,,,,,"$59,081.17",,,,"$2,255,786.41",,"$326,760.74","$33,009.99",,,,,,,,,,,,,,"$699,400.06","$163,766.43",,"$109,208.05",,,,"$12,000.00","$398,818.57",,,,,,"$5,640.00","$159,037.93",$280.00,,"$2,852.00",,"$9,400.00",,,,,,,,,"$256,106.34",,"$12,374.14"
1,114063003,Governor Mifflin SD,Berks,"$50,080,553.88","$41,709,147.86","$60,557.53","$48,229.91","$1,470.66",,"$95,870.10",,"$94,280.10","$86,138.83","$57,948.85",,,,"$4,584,570.48",,"$547,192.22",,,,,,,,,,,,,,,"$1,079,325.82","$388,979.31",,"$190,532.42",,,,,"$792,970.99",,,,,,,"$203,836.66","$26,328.66","$51,102.36","$35,980.99",,,,,,,,,,,,,"$26,090.13"
1,114063503,Hamburg Area SD,Berks,"$25,946,337.19","$21,139,305.94","$73,238.02","$24,668.05","$10,018.35",,"$52,122.70",,"$52,122.70",,,,,,"$2,181,560.17",,"$723,603.92",,,,,,,,,,,,,,,"$836,065.26","$271,026.00",,"$79,661.80",,,,,"$358,016.83",,,,,,,"$87,481.54","$14,885.53",,,,,,,,,,,,,"$13,653.24",,"$28,907.14"
1,114064003,Kutztown Area SD,Berks,"$22,886,950.45","$19,022,334.77","$502,852.09","$22,375.48","$8,231.34",,"$32,608.50",,"$32,608.50",,"$35,107.39",,,,"$1,617,792.32",,"$232,428.80","$37,232.59",,,,,,,,,,,,,,"$765,309.72","$116,846.05",,,,,,,"$253,725.58",,,,,,,"$81,399.91","$16,940.40",,"$3,510.00",,,,,"$55,023.97",,,,,,$703.39,,"$49,919.65"
1,114065503,Muhlenberg SD,Berks,"$40,735,492.00","$33,966,727.00","$92,293.00","$38,845.00","$5,070.00",,,,,,"$77,586.00",,,,"$2,967,541.00",,"$470,912.00",,,,"$1,060,932.00",,,,,,,,,,,"$1,075,947.00","$317,488.00",,"$17,130.00",,,,,"$575,266.00",,,,,,,"$9,211.00","$4,496.00",,"$1,455.00",,,,,,,,,,,"$15,658.00",,"$38,935.00"
1,114066503,Oley Valley SD,Berks,"$22,021,635.62","$18,521,382.50","$71,314.54","$20,918.56",,,"$39,740.50",,"$39,740.50",,,,,,"$1,899,395.61",,"$267,428.54",,,,,,,,,,,,,,,"$564,066.61","$119,678.88",,"$16,056.05",,,,,"$294,730.30",,,,,,,"$7,610.00",$56.31,,,,"$96,645.50",,,,,,"$16,544.89",,,"$1,324.11",,"$45,002.22"
1,114067002,Reading SD,Berks,"$45,925,389.91","$19,349,284.85","$5,836.37","$38,082.65","$136,183.84",,"$108,587.61","$10,690,626.36",,,"$124,777.44","$1,043,397.69",,,"$5,345,313.12",,"$525,975.20",,,,,,,,,,,,,,,"$2,683,827.43","$894,232.21",,"$122,820.34",,,"$84,942.55",,"$2,930,665.62",,,,,,,"$128,336.77","$121,405.17",,"$30,749.00",,,,,,,,,,,"$1,028,509.45","$208,272.11","$323,564.13"
1,114067503,Schuylkill Valley SD,Berks,"$27,993,174.18","$23,603,049.48","$139,171.94","$27,070.98",$448.44,,"$39,359.40",,"$39,359.40",,,,,,"$2,029,554.22",,"$397,136.52",,,,,,,,,,,,,,,"$613,428.41","$159,007.00",,"$107,061.78",,,,"$7,500.00","$322,764.80",,,,,,,"$36,521.34","$39,924.16",,$795.00,,"$399,960.00",,,,,,,,,"$6,548.40",,"$24,512.91"
1,114068003,Tulpehocken Area SD,Berks,"$20,083,655.26","$16,481,061.81","$516,110.79","$19,062.82","$3,847.08",,"$34,945.55",,"$34,945.55",,,,,,"$1,514,713.07",,"$288,278.60",,,,,,,,,,,,,,,"$588,100.37","$136,518.50",,"$23,921.00",,,,,"$286,527.97",,,,,,,"$21,700.00",,"$110,331.52",,,,,,,,,,,,"$3,010.00",,"$20,580.63"
1,114068103,Twin Valley SD,Berks,"$46,407,693.89","$39,003,931.87","$186,900.38","$42,491.66",$844.20,,,,,,,,,,"$3,399,734.78",,"$590,423.80",,,,,,,,,,,,,,,"$786,633.70","$336,002.74",,"$107,136.00",,,,,"$582,396.05",,,,,,,"$31,381.39","$36,204.00","$27,398.00",,,"$1,204,560.60",,,,,,,,,"$49,522.31",,"$22,132.41"
1,114069103,Wilson  SD,Berks,"$77,926,569.33","$62,875,478.84","$252,401.22","$73,013.50","$1,014.54",,"$120,145.25",,"$120,145.25",,"$121,980.28",,,,"$6,128,474.77",,"$1,129,733.07",,"$2,647,839.44",,,,,,,,,,,,,"$1,010,539.81","$489,751.11",,"$355,740.55","$43,526.40",,,,"$977,229.48",,,,"$10,000.00",,,"$228,882.68","$94,440.17","$3,239.80","$53,300.00",,"$526,351.42",,,"$10,725.00","$70,163.36",,"$66,650.19",,"$115,319.00","$78,221.38","$20,193.19","$302,069.63"
1,114069353,Wyomissing Area SD,Berks,"$27,758,289.61","$22,685,751.79","$6,892.91","$26,937.93","$408,500.00",,"$27,572.10",,"$27,572.10",,"$64,648.00",,,,"$2,491,295.86",,"$322,442.79",,"$465,202.73",,,,,,,,,,,,,"$394,501.54","$225,458.04",,"$50,611.00",,,,,"$293,302.82",,,,,,,"$3,441.00","$19,273.58",,"$7,156.00",,,,,,,,,,,"$163,901.58","$1,717.45","$72,110.39"
1,108070502,Altoona Area SD,Blair,"$30,058,071.48","$15,346,965.76","$15,923.59","$25,042.38","$540,042.00",,"$116,234.40",,"$118,681.08","$94,929.01","$137,733.18",,,,"$5,186,468.19",,"$784,701.07","$13,199.62","$1,920,887.33",,"$986,915.66",,,,,,,,,,,"$1,132,250.80","$531,617.25",,"$163,557.86",,,,"$314,136.00","$1,881,510.89",,,,,,,"$197,524.63","$7,500.00","$52,670.61","$56,950.00",,,,,"$22,961.75",,,"$104,439.31",,,"$4,604.62",,"$300,624.49"
1,108071003,Bellwood-Antis SD,Blair,"$6,742,218.61","$4,952,540.66","$11,019.96","$6,398.15","$17,042.77",,"$13,923.00",,"$13,570.20","$16,376.22","$19,489.14",,,,"$800,760.30",,"$123,057.58",,,,,,,,,,,,,,,"$285,742.17","$24,768.18",,"$77,481.82",,,,,"$254,350.79",,,,,,,,"-$47,943.00",,,,,,,,,,,,,"$101,138.36",,"$72,502.31"
1,108071504,Claysburg-Kimmel SD,Blair,"$3,366,837.43","$2,224,078.68",,"$2,800.09","$1,654.56",,"$12,791.10",,"$17,767.50",,"$17,333.87",,,,"$466,602.70",,"$39,433.65",,,,,,,,,,,,,,,"$227,384.18","$21,618.13",,"$57,847.48",,,,,"$154,461.46","$1,692.00",,,,,,"$4,210.00","$21,573.07",,"$2,050.00",,,,,,,,,,,"$88,676.88",,"$4,862.08"
1,108073503,Hollidaysburg Area SD,Blair,"$26,627,664.55","$19,843,066.51","$102,029.91","$24,378.76","$14,040.87",,"$65,877.60",,"$90,564.50","$95,756.96",,,,,"$3,409,099.42",,"$605,047.69",,,,,,,,,,,,,,,"$768,794.46","$285,529.95",,"$122,566.75",,,,"$537,574.54","$7,614.00",,,,,,,"$34,940.00","$97,114.00","$51,058.58","$9,525.00",,"$363,114.45",,,,"$16,385.53",,,"$5,067.54",,,,"$78,517.53"
1,108077503,Spring Cove SD,Blair,"$12,236,071.67","$9,463,475.46","$12,702.20","$11,251.55","$6,391.68",,"$25,747.90",,"$25,747.30","$48,937.00","$48,717.55",,,,"$1,262,438.33",,,,,,,,,,,,,,,,,"$469,090.82","$114,793.97",,"$91,651.69",,,,,"$333,458.64",,,,,,,"$5,525.00","$23,700.00",,,,"$283,759.19",,,,,,,,,,,"$8,683.39"
1,108078003,Tyrone Area SD,Blair,"$7,613,624.00","$5,154,611.19",,"$7,002.14","$10,401.21",,,,,,,,,,"$1,493,439.71",,,,,,,,,,,,,,,,,"$372,217.64","$66,747.03",,"$83,922.23",,,,,"$381,271.66",,,,,,,"$5,060.00","$1,050.00","$12,666.48",,,,,,,,,,,,"$16,140.63",,"$9,094.08"
1,108079004,Williamsburg Community SD,Blair,"$2,162,198.00","$1,519,396.87",,"$2,081.12","$16,057.11",,"$7,859.10",,"$7,859.10",,"$5,271.32",,,,"$290,859.18",,"$21,527.62",,,,,,,,,,,,,,,"$114,690.67","$24,693.80",,,,,,$846.00,"$119,190.74",,,,,,,,,,,,,,,,,,,,,$250.00,,"$31,615.37"
1,117080503,Athens Area SD,Bradford,"$17,134,219.86","$12,005,591.42","$53,823.09","$15,929.73","$12,542.15",,,,,,,,,,"$2,873,039.47",,"$248,529.41",,,,,,,,,,,,,,,"$952,687.01","$72,142.31",,"$40,631.50",,,,,"$565,598.75",,,,,,,"$77,064.85","$7,900.00",,"$1,450.00",,"-$12,749.94",,,,,,,,,"$175,148.83","$44,891.28",
1,117081003,Canton Area SD,Bradford,"$4,368,893.59","$2,865,681.11",,"$3,276.70","$78,962.74",,"$11,930.70",,"$11,936.60",,,,,,"$488,579.88","$24,955.80","$86,067.58",,,,,,,,,,,,,,,"$281,316.06","$68,763.81",,"$16,602.55",,,,,"$208,793.44",,,,,,,"$8,824.68",,,,,,,,,,,,,,,,"$213,201.94"
1,117083004,Northeast Bradford SD,Bradford,"$4,471,941.17","$3,005,792.37",,"$3,639.79","$6,742.44",,,,"$12,073.65",,,,,,"$411,974.56","$216,883.20","$56,162.06",,,,,,,,,,,,,,,"$363,181.78","$26,258.93",,"$24,024.29",,,,,"$207,771.14",,,,$662.00,,,"$61,083.50","$36,012.40","$20,785.00",-$350.00,,,,,,,,,,,$400.84,,"$18,843.22"
1,117086003,Sayre Area SD,Bradford,"$8,299,782.89","$5,806,178.05",,"$7,432.74","$218,698.64",,,,,,,,,,"$1,458,957.84",,"$90,571.74",,,,,,,,,,,,,,,"$352,417.04","$28,880.24",,"$32,347.37",,,,,"$206,298.96",,,,,,,"$2,050.00",,"$12,950.00","$4,670.00",,"$35,903.40",,,,,,,,"$20,860.00",,,"$21,566.87"
1,117086503,Towanda Area SD,Bradford,"$11,593,652.70","$8,610,152.17","$11,902.00","$10,372.42","$77,826.52",,,,,,,,,,"$1,465,051.95",,"$142,058.43",,,,,,,,,,,,,,,"$527,748.53","$95,161.99",,"$50,987.92",,,,,"$239,953.62",,,,,,,"$102,383.05",,,"$6,700.00",,"$63,011.24",,,,,,,,,,,"$190,342.86"
1,117086653,Troy Area SD,Bradford,"$8,958,914.00","$6,683,118.00",,"$7,955.00","$13,757.00",,"$25,580.00",,"$25,580.00",,,,,,"$829,973.00","$371,199.00","$106,531.00",,,,,,,,,,,,,,,"$366,465.00","$66,668.00",,"$59,795.00",,,,,"$259,169.00",,,,,,,,"$61,197.00",,,,"$31,137.00",,,,,,,,,,,"$50,790.00"
1,117089003,Wyalusing Area SD,Bradford,"$10,653,318.93","$7,832,639.88",,"$9,395.36","$23,361.89",,"$25,011.00",,"$25,011.00",,,,,,"$1,537,900.32",,"$134,401.47",,,,,,,,,,,,,,,"$652,170.73","$52,908.00",,"$56,172.75",,,,,"$250,480.51",,,,,,,"$47,606.52",,,,,,,,,,,,,,,,"$6,259.50"
1,122091002,Bensalem Township SD,Bucks,"$107,457,158.32","$94,247,494.40","$483,154.82","$108,456.02","$30,000.00",,,,,,"$198,643.93",,"$16,406.48","$4,511.50",,,"$1,599,766.57",,"$4,246,431.18",,,,,,,,,,,,,"$2,770,922.37","$880,690.78",,"$27,406.00",,,,"$3,675.00","$1,421,810.04",,,,,,,"$142,454.54","$1,250.00","$1,000.00",,,"$556,358.24",,,,"$17,271.30",,,,"$123,034.48","$148,814.00","$42,010.80","$385,595.87"
1,122091303,Bristol Borough SD,Bucks,"$12,271,509.41","$10,658,302.98","$8,428.67","$11,483.46",,,,,,,"$33,631.74",,,,,,"$355,295.63",,,,,,,,,,,,,,,"$452,525.15","$28,249.99",,"$4,044.00",,,,,"$287,822.35",,,,,,,"$387,874.93","$1,834.00",,,,,,,,,,,"$24,000.00",,,,"$18,016.51"
1,122091352,Bristol Township SD,Bucks,"$92,768,171.18","$82,441,749.47",,"$86,522.84","$34,986.99",,,,"$97,886.26",,"$92,523.46",,,,,,"$1,286,711.18",,,,"$575,496.64",,,,,,,,,,,"$4,556,374.81","$623,484.82",,"$45,196.40",,,,"$566,989.00","$1,450,520.86",,,,,,,"$133,978.61","$198,629.34","$200,336.13","$17,218.06",,,,,,,,,,,"$300,000.00","$3,737.04","$55,829.27"
1,122092002,Centennial SD,Bucks,"$84,713,816.75","$70,141,064.29","$595,030.79","$77,584.19","$1,643,626.73",,,,,,"$105,873.04",,,,"$5,397,343.53",,"$1,362,584.85",,"$984,789.13",,"$820,710.37",,,,,,,,,,,"$1,523,196.49","$552,029.41",,"$79,271.53",,,,,"$1,155,034.08",,,,,,,"$176,561.49","$20,500.00",,,,"$74,582.99",,,,,,,,,,,"$4,033.84"
1,122092102,Central Bucks SD,Bucks,"$259,544,095.98","$214,782,853.55","$2,249,806.24","$251,606.38",,,,,,,,,,,"$24,580,718.35",,"$5,263,456.22",,,,,,,,,,,,,,,"$3,014,538.56","$1,598,508.45",,"$369,701.70",,"$8,085.00",,,"$2,457,390.00",,,,,,,"$43,273.44","$260,163.85","$12,442.36",,,"$677,095.30",,,,,,,,"$3,922,312.50",,,"$52,144.08"
1,122092353,Council Rock SD,Bucks,"$178,592,624.75","$146,022,920.23","$797,270.19","$168,529.33","$3,265.85",,,,,,"$136,820.19",,,,"$17,845,728.64","$4,285,391.00","$3,153,717.43",,,,,,,,,,,,,,,"$2,236,913.36","$1,064,474.15",,"$70,341.00",,,,,"$1,822,606.57",,,,,,,"$404,247.37",,"$207,728.01","$26,070.00",,,,,,,,,,"$160,618.00","-$5,354.66","$26,069.23","$165,268.86"
1,122097203,Morrisville Borough SD,Bucks,"$12,351,090.00","$11,440,847.00",,"$12,946.00",,,,,,,,,,,,,"$170,720.00",,,,,,,,,,,,,,,"$399,397.00","$74,581.00",,"$3,138.00",,,,,"$205,108.00",,,,,,,"$1,000.00",,,,,,,,,,,,,,,,"$43,353.00"
1,122097502,Neshaminy SD,Bucks,"$130,230,945.74","$117,085,360.48","$672,888.05","$127,295.63","$400,000.00",$999.65,"$195,117.70",,"$195,135.30",,"$173,654.36",,,,,,"$1,798,067.65","$622,802.16","$1,514,629.56",,"$1,290,479.99",,,,,,,,,,,"$2,315,675.53","$959,498.40",,"$69,202.90",,,,,"$1,836,916.79",,,,,,,"$699,776.44","$28,553.31",,"$114,977.00",,"$13,237.00",,,,,,,,"-$4,546.00","$40,038.78",,"$81,185.06"
1,122097604,New Hope-Solebury SD,Bucks,"$34,612,056.43","$27,863,681.79","$90,287.02","$31,778.89",$111.00,,,,,,,,,,"$4,178,757.94",,"$938,494.15",,,,,,,,,,,,,,,"$846,216.19","$214,378.00",,"$1,940.00",,,,,"$247,814.71",,,,,,,"$50,985.00","$93,210.00","$7,700.38",,,"$32,238.66",,,,,,,,,,,"$14,462.70"
1,122098003,Palisades SD,Bucks,"$32,835,476.91","$27,675,282.77","$90,388.32","$31,960.22","$2,091.00",,,,,,,,,,"$2,337,675.52",,"$494,934.35","$25,790.84",,,,,,,,,,,,,,"$1,014,038.46","$288,982.43",,"$83,983.70",,"$5,000.00",,,"$271,625.08",,,,,,,"$96,467.42","$24,669.42",,"$1,350.00","$24,544.40","$1,038.71",,,,,,"$1,289.55",,"$21,320.00","$283,016.06","$19,933.88","$40,094.78"
1,122098103,Pennridge SD,Bucks,"$103,866,255.00","$81,041,993.00","$768,168.00","$98,867.00","$149,812.00",,,,,,"$113,338.00",,,,"$15,851,468.00",,"$1,558,022.00",,,,,,,,,,,,,,,"$1,446,387.00","$892,552.00",,"$137,306.00",,,,"$6,000.00","$1,286,237.00",,,,,,,"$237,824.00","$4,575.00",,"$17,408.00","$13,868.00","$181,753.00",,,,"$4,987.00",,,,"$15,996.00",,,"$39,694.00"
1,122098202,Pennsbury SD,Bucks,"$151,148,658.89","$140,405,282.40","$1,003,907.04","$142,678.90",,,,,,,,,,,,,"$2,494,495.67",,,,,,,,,,,,,,,"$2,877,349.32","$1,015,655.97",,"$305,403.00",,,,,"$2,122,815.77",,,,,"$14,998.00",,"$552,744.00",,,,,"$44,820.00",,,"$35,827.78",,,,,,"$71,459.10","$20,514.99","$40,706.95"
1,122098403,Quakertown Community SD,Bucks,"$78,009,754.55","$62,275,280.27","$192,626.04","$72,712.68","$63,007.27",,,,,,,,,,"$10,109,564.92",,"$1,525,909.82",,,,,,,,,,,,,,,"$1,763,832.52","$412,119.60",,"$135,262.00",,,,,"$961,444.21",,,,,,,"$165,002.76","$8,613.00",,"$11,932.00",,"$113,486.61",,,,,,,,,"$8,346.20",,"$190,614.65"
1,104101252,Butler Area SD,Butler,"$51,959,663.34","$40,506,851.00","$85,771.00","$47,003.00","$62,423.00",,"$142,902.00",,"$142,902.00",,"$123,249.00",,,,"$5,823,999.00",,"$820,313.00",,,,,,,,,,,,,,,"$1,524,222.00","$144,596.00",,"$201,732.00",,,,,"$1,156,214.00",,,,,,,"$65,948.00","$75,857.00",,"$19,740.00",,"$526,362.34",,,,$168.00,,,,,"$167,247.00",,"$322,164.00"
1,104103603,Karns City Area SD,Butler,"$7,924,997.08","$5,424,502.31",,,,,"$22,723.70",,"$25,110.70",,"$13,535.93",,,,"$987,352.80",,"$92,510.76",,,,,,,,,,,,,,,"$469,586.07","$19,516.21",,"$63,243.20",,,"$6,447.78","$348,812.83","$210,701.00",,,,,,,"$5,850.00","$34,572.85",,,,,,,,,,,,,"$33,311.90",,"$167,219.04"
