Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,127045303,Midland Borough SD,Beaver,"$1,139,186.57","$580,999.01",,$832.23,"$1,456.46",,,,,,"$6,284.45",,,,"$202,856.71",,"$12,595.71",,,,,,,,,,,,,,,"$43,893.42","$58,101.94",,"$17,447.61",,,,"$1,347.00","$31,524.00",,,,,,,"$117,050.00",,,,,,,,,"$45,000.00",,,,,,"$13,550.10","$6,247.93"
1,127045653,New Brighton Area SD,Beaver,"$7,583,707.35","$5,350,456.96",,"$5,603.12","$21,241.08",,"$23,573.81",,"$23,573.65",,"$12,358.35",,,,"$1,002,445.06",,"$82,737.26",,"$113,535.90",,,,,,,,,,,,,"$517,853.99","$86,971.06",,"$17,808.42",,,"$2,258.35",,"$185,102.00",,,,,,,,,"$3,000.00","-$1,100.00",,,,,,,,,,"$52,409.47",,"$14,290.26","$69,588.61"
1,127045853,Riverside Beaver County SD,Beaver,"$10,385,000.29","$7,925,747.09","$15,895.89","$8,836.32",$210.00,,"$21,146.07",,"$33,707.57",,,,,,"$1,272,611.80",,"$135,892.58",,,,,,,,,,,,,,,"$535,631.15","$31,357.64",,"$33,641.82",,,,,"$203,962.00",,,,,,,"$28,326.65","$56,637.00","$10,000.00",,,"$12,675.32",,,,,,,,,"$14,620.22",,"$44,101.17"
1,127046903,Rochester Area SD,Beaver,"$6,075,403.41","$4,243,376.45",,"$4,784.49","$12,038.45",,,,"$19,664.50","$8,794.67","$12,195.32",,,,"$637,405.10",,"$108,312.59",,"$2,812.77",,"$108,262.97",,,,,,,,,,,"$576,077.38","$34,792.19",,"$14,098.00",,,,,"$191,139.53",,,,,,,"$33,989.16","$3,121.00",,,,,,,,,,,,,"$38,301.40",,"$26,237.44"
1,127047404,South Side Area SD,Beaver,"$9,124,629.63","$7,328,698.53",,"$7,552.07",,,,,,,"$12,258.06",,,,"$865,806.06",,"$63,569.46",,"$29,850.59",,,,,,,,,,,,,"$380,976.76","$93,686.65",,"$47,050.58",,,,,"$135,065.10",,,,,,,"$100,674.79","$19,337.08","$15,142.72",,,,,,,,,,,,,"$7,946.46","$17,014.72"
1,127049303,Western Beaver County SD,Beaver,"$4,863,224.02","$3,498,420.92",,"$3,828.14","$1,275.72",,,,,,,,,,"$616,010.78",,"$43,075.75",,,,,,,,,,,,,,,"$331,414.38","$27,077.17",,"$15,912.00",,,,,"$124,659.00",,,,,,,"$1,154.22","$9,975.00","$1,150.00","$21,108.00",,,,,,,"$65,032.13","$7,994.00",,,"$85,281.54",,"$9,855.27"
1,108051003,Bedford Area SD,Bedford,"$14,842,804.36","$9,652,903.49","$37,135.77","$12,180.02","$34,137.92",,"$41,892.10","$1,582,158.00","$41,892.10",,"$90,217.94",,,,"$1,544,519.07",,"$250,071.35",,,,,,,,,,,,,,,"$451,132.05","$121,229.37",,"$104,649.00",,,"$4,537.86","$105,949.69","$347,811.40",,,,,,,"$17,485.00","$47,814.67","$204,655.56","$3,600.00",,"$27,487.89",,,,,,"$49,053.13",,,"$13,554.14",,"$56,736.84"
1,108051503,Chestnut Ridge SD,Bedford,"$7,195,712.65","$4,798,255.21","$56,055.14","$5,426.89","$8,148.56",,"$32,115.39",,"$29,942.30",,,,,,"$959,765.81",,"$103,570.05",,,,,,,,,,,,,,,"$364,365.39","$135,409.44",,,"$10,951.26",,,"$127,666.99","$266,207.62",,,,,,,,,"$159,479.60","$9,625.00",,,"$3,060.00",,,,,,,,,,"$125,668.00"
1,108053003,Everett Area SD,Bedford,"$8,943,957.59","$5,689,423.95","$18,636.82","$7,304.15","$61,428.98",,"$24,225.00","$951,959.81","$24,225.00",,"$31,145.89",,,,"$793,293.19",,"$150,849.90",,,,,,,,,,,,,,,"$446,398.49","$48,289.11",,"$77,349.33",,,"$24,086.43","$46,096.64","$254,243.53",,,,,$996.00,,$313.88,"$2,079.14",$750.00,,,"$215,972.51",,,"$1,600.00",,,,,,"$25,464.16",,"$47,825.68"
1,108056004,Northern Bedford County SD,Bedford,"$4,528,629.67","$2,983,109.33","$14,068.02","$3,364.33","$13,068.78",,"$15,437.40",,"$15,437.40","$23,740.00","$15,629.26",,,,"$646,874.59",,"$111,094.01","$5,210.49",,,,,,,,,,,,,,"$147,625.08","$94,642.51",,"$55,352.00",,,,"$118,332.12","$148,872.31",,,,,"$8,104.87",,"$8,798.48",,,,"$1,925.00",,,,,,,,,,,,"$97,943.69"
1,108058003,Tussey Mountain SD,Bedford,"$5,272,161.25","$3,395,336.65",,"$4,066.56","$34,693.75",,"$16,691.90",,"$16,701.70",,"$9,539.29",,,,"$165,228.88",,"$77,223.74",,,,,,,,,,,,,,,"$1,084,856.00","$39,924.14",,"$61,100.27",$137.61,,,"$129,608.75","$205,959.81",,,,,,,,"$12,725.00",,,,,,,"$1,400.00",,,,,,"$4,245.51",,"$12,721.69"
1,114060503,Antietam SD,Berks,"$11,517,814.63","$9,498,762.23",$979.63,"$9,792.38",,,,,,,,,,,"$945,896.24",,"$155,096.57",,,,,,,,,,,,,,,"$376,082.22","$114,725.81",,"$9,827.05",,,,,"$286,361.66",,,,,,,$760.00,$150.00,,,,"$43,197.03",,,,,,,,,"$14,704.90",,"$61,478.91"
1,114060753,Boyertown Area SD,Berks,"$83,053,662.37","$69,635,208.58","$478,561.21","$67,301.10",$198.60,,"$141,136.40",,"$141,136.40",,"$70,079.76",,,,"$7,645,827.24",,"$1,245,205.44",,,,,,,,,,,,,,,"$1,209,516.81","$542,933.78",,"$168,751.05","$11,788.24",,,"$16,500.00","$1,326,411.63",,,,,,"$9,834.50","$122,196.06",,"$4,065.66","$5,177.95",$98.00,,,,"$4,401.90","$1,044.00",,,,,"$72,669.20",,"$133,618.86"
1,114060853,Brandywine Heights Area SD,Berks,"$21,874,151.94","$18,607,081.41","$69,896.33","$19,036.71",$168.72,,"$32,677.15",,"$32,677.15",,"$17,605.81",,,,"$1,726,237.10",,"$142,384.22",,,,,,,,,,,,,,,"$557,910.94","$246,353.42",,"$62,087.82",,,,,"$258,579.16",,,,,,,"$42,524.37","$33,771.77",,"$2,568.02",,,,,,,,,,,"$9,183.61","$7,852.97","$5,555.26"
1,114061103,Conrad Weiser Area SD,Berks,"$34,171,707.90","$27,956,853.31","$207,964.44","$27,393.77","$20,933.20",,"$58,770.40",,"$58,770.40",,,,,,"$2,524,998.69",,"$441,339.21",,,,,,,,,,,,,,,"$627,349.13","$288,177.93",,"$46,309.00",,,,,"$500,807.49",,,,,,,"$30,632.50","$46,000.00",,,,"$1,287,661.43",,,,,,,,,,,"$47,747.00"
1,114061503,Daniel Boone Area SD,Berks,"$38,966,789.79","$32,638,130.06","$251,876.01","$32,576.67","$6,931.80",,"$58,223.30",,"$58,223.30",,,,,,"$3,359,187.54",,"$478,618.29",,,,,,,,,,,,,,,"$632,289.47","$339,248.39",,"$114,607.25",,,,,"$573,637.48",,,,,,,"$191,551.71","$128,598.85","$8,693.16","$16,756.00",,"$6,346.26",,,,,,,,,"$16,339.69",,"$54,954.56"
1,114062003,Exeter Township SD,Berks,"$52,483,287.49","$44,393,463.08","$57,219.83","$46,492.66",,,"$67,759.69",,"$67,599.70",,"$88,077.44",,,,"$4,018,289.79",,"$605,853.73",,,,"$646,223.96",,,,,,,,,,,"$871,990.87","$569,797.84",,"$204,591.50",,,,"$10,000.00","$642,975.40",,,,,,"$56,916.01","$11,955.17","$20,071.69",-$164.10,,,"$68,599.04",,,,,,,,,"$29,653.93",,"$5,920.26"
1,114062503,Fleetwood Area SD,Berks,"$30,880,281.08","$26,543,543.78","$125,539.22","$26,738.17",$26.28,,,,,,"$61,302.00",,,,"$2,275,432.14",,"$315,289.81","$20,748.56",,,,,,,,,,,,,,"$556,314.36","$184,350.85",,"$123,304.92",,,,"$32,765.60","$384,377.91",,,,,,,"$154,196.77","$13,344.00",,$250.00,,"$10,050.00",,,,,,,,,"$43,677.69",,"$9,029.02"
1,114063003,Governor Mifflin SD,Berks,"$51,713,800.14","$43,501,223.88","$85,435.31","$44,441.29","$1,470.66",,"$89,973.40",,"$89,969.40","$68,625.24","$47,142.61",,,,"$4,547,175.94",,"$658,018.00",,,,,,,,,,,,,,,"$918,397.73","$463,648.94",,"$149,533.25","$16,327.23",,,,"$754,145.81",,,,,,,"$87,049.60","$8,170.51",,"$17,060.00",,"$146,573.11",,,,,,,,,"$7,123.60",,"$12,294.63"
1,114063503,Hamburg Area SD,Berks,"$27,663,526.86","$21,687,639.97","$981,566.90","$22,989.89","$11,770.23",,"$48,360.70",,"$48,360.70",,,,,,"$2,143,072.88",,"$803,882.54",,,,,,,,,,,,,,,"$860,545.08","$515,224.24",,"$73,837.25",,,,,"$344,000.82",,,,,,,"$69,014.80","$26,882.00",,,,,,,,,,,,,"$22,892.35",,"$3,486.51"
1,114064003,Kutztown Area SD,Berks,"$23,235,941.69","$19,710,157.65","$47,823.69","$20,492.07","$14,325.23",,"$32,321.00",,"$32,321.00",,"$36,597.47",,,,"$1,653,045.31",,"$242,834.72","$30,672.45",,,,,,,,,,,,,,"$820,270.95","$190,407.65",,"$16,371.15",,,,,"$230,312.08",,,,,,,"$61,521.39","$13,600.00",,"$1,924.50",,,,,"$43,989.40",,,,,,$215.56,,"$36,738.42"
1,114065503,Muhlenberg SD,Berks,"$42,724,618.27","$36,036,587.81","$50,031.14","$36,738.83","$6,550.82",,,,,,"$73,699.10",,,,"$3,046,191.95",,"$581,545.13",,,,"$833,256.09",,,,,,,,,,,"$764,162.84","$402,599.51",,"$16,935.00",,,,"$12,686.64","$639,161.23",,,,,"$31,186.70",,"$8,757.06","$3,864.86",,,,"$37,277.78",,,,,,,,,"$71,699.13","$45,279.27","$26,407.38"
1,114066503,Oley Valley SD,Berks,"$23,050,360.73","$19,468,188.34","$115,079.93","$19,687.04",$67.94,,"$41,480.40",,"$41,480.40",,,,,,"$1,893,322.86",,"$271,023.79",,,,,,,,,,,,,,,"$469,543.19","$172,520.93",,"$13,386.66",,,,,"$264,236.24",,,,,,,"$6,092.00",$135.19,,,,"$113,770.80",,,,,,"$18,480.39",,,"$1,905.65",,"$139,958.98"
1,114067002,Reading SD,Berks,"$46,960,645.38","$19,105,535.53",,"$36,680.36","$138,054.88",,"$94,087.13","$11,479,524.51",,,"$123,809.67","$716,834.43",,,"$5,739,762.21",,"$783,669.11",,,,,,,,,,,,,,,"$3,051,817.07","$985,006.33",,"$120,105.30",,,"$92,829.00",,"$3,380,343.24",,,,,,,"$121,459.36","$161,584.50",,,,,,,,,,,,,"$823,482.61","$4,449.14","$1,611.00"
1,114067503,Schuylkill Valley SD,Berks,"$29,809,856.01","$25,263,718.61","$224,250.98","$24,707.42",$448.44,,,,,,,,,,"$2,092,623.60",,"$397,843.65",,,,,,,,,,,,,,,"$683,293.79","$224,060.67",,"$92,576.33",,,,"$8,000.00","$312,252.07",,,,,,,"$33,959.74","$7,502.87",,,,"$294,840.00",,,,,,,,,"$135,513.90",,"$14,263.94"
1,114068003,Tulpehocken Area SD,Berks,"$22,651,426.38","$19,106,333.70","$617,803.76","$17,866.70","$3,847.08",,"$35,795.70",,"$35,795.70",,,,,,"$1,528,351.06",,"$241,134.08",,,,,,,,,,,,,,,"$481,565.93","$184,304.98",,"$5,150.00",,,,,"$291,123.74",,,,,"$5,062.20",,"$4,700.00",,"$47,397.69",,,,,,,,,,,,"$21,294.15",,"$23,899.91"
1,114068103,Twin Valley SD,Berks,"$47,788,635.97","$39,778,264.94","$300,855.63","$40,512.24","$3,217.75",,,,,,,,,,"$3,535,554.24",,"$536,603.92",,,,,,,,,,,,,,,"$701,744.97","$458,673.25",,"$179,058.58",,,,,"$553,739.57",,,,,,,"$7,905.33","$15,181.26",,,,"$1,554,793.94",,,,,,,,,"$87,172.28",,"$35,358.07"
1,114069103,Wilson SD,Berks,"$81,702,434.38","$66,586,610.14","$288,441.24","$68,441.04","$1,014.54",,"$120,024.76",,"$120,024.76",,"$125,455.28",,,,"$6,290,760.78",,"$1,489,027.16",,"$2,518,036.31",,,,,,,,,,,,,"$868,281.85","$761,267.47",,"$331,756.91","$66,475.85",,,,"$959,070.39",,,,,,,"$189,290.94","$96,116.10","$5,730.00","$59,590.00",,"$405,663.85",,,"$8,525.00","$19,405.32",,"$63,942.98",,"$60,430.00","$31,920.29","$44,171.75","$122,959.67"
1,114069353,Wyomissing Area SD,Berks,"$29,601,285.50","$24,049,917.60","$844,544.19","$24,362.33","$408,500.00",,"$27,979.50",,"$27,979.50",,"$65,382.49",,,,"$2,446,357.81",,"$394,683.56",,"$315,680.86",,,,,,,,,,,,,"$245,490.30","$260,020.26",,"$56,057.25",,,,,"$293,244.16",,,,,,,"$4,689.45","$18,423.63",,"$2,755.00",,"$6,514.00",,,,,,,,,"$29,589.45",,"$79,114.16"
1,108070502,Altoona Area SD,Blair,"$31,069,921.64","$16,840,392.40","$15,298.75","$23,781.93","$304,707.60",,"$109,872.96",,"$112,234.77","$45,760.60","$141,444.06",,,,"$5,273,455.00",,"$493,437.99","$31,665.92","$1,568,445.44",,"$773,822.72",,,,,,,,,,,"$1,750,583.14","$695,088.81",,"$147,065.06",,,,,"$2,184,274.53",,,,,,,"$197,274.56",,"$34,143.10","$47,462.50",,,,,"$1,391.25",,,"$100,473.91",,,"$19,165.24","$15,393.65","$143,285.75"
1,108071003,Bellwood-Antis SD,Blair,"$6,878,585.26","$5,024,312.91",,"$5,758.02","$17,042.77",,"$12,209.80",,"$12,209.80","$21,647.00","$17,330.99",,$741.00,,"$909,236.29",,"$83,030.39",,,,,,,,,,,,,,,"$312,387.29","$70,671.68",,"$81,575.70",,,,,"$217,013.27",,,,,,,,,"$20,000.00",,,,,,,,,,,,"$54,250.26",,"$19,168.09"
1,108071504,Claysburg-Kimmel SD,Blair,"$3,652,735.42","$2,384,948.02",,"$2,957.00","$1,654.56",,"$11,397.90",,"$16,279.70",,"$16,624.45",,,,"$482,867.85",,"$28,748.79",,,,,,,,,,,,,,,"$214,997.49","$77,370.08",,"$63,152.07",,,,,"$184,602.79",,,,,,,"$3,760.00","$102,676.14",,$230.00,,,,,,,,,,,"$51,990.48",,"$8,478.10"
1,108073503,Hollidaysburg Area SD,Blair,"$27,448,308.79","$20,240,363.97","$52,562.23","$23,113.60","$14,044.87",,"$64,563.20",,"$88,406.40","$115,388.59",,,,,"$3,492,351.05",,"$395,631.28",,,,,,,,,,,,,,,"$1,058,532.78","$389,078.37",,"$147,502.31",,,,"$509,692.01","$2,324.00",,,,,,,"$24,873.50","$256,346.24","$53,238.30","$13,865.00",,"$409,752.71",,,,$122.83,,,"$4,797.65",,"$17,410.82",,"$74,347.08"
1,108077503,Spring Cove SD,Blair,"$12,976,561.40","$10,092,861.30","$6,301.25","$10,446.30","$6,391.68",,"$24,746.50",,"$24,746.50","$53,612.00","$40,861.25",,,,"$1,288,466.87",,,,,,,,,,,,,,,,,"$491,159.09","$183,481.65",,"$95,501.15",,,,,"$322,175.54",,,,,,,"$8,000.00","$26,000.00",,,,"$284,349.55",,,,,,,,,,,"$17,460.77"
1,108078003,Tyrone Area SD,Blair,"$8,172,651.74","$5,462,599.28",,"$6,457.41","$18,778.99",,,,,,,,,,"$1,604,801.91",,,,,,,,,,,,,,,,,"$431,465.47","$125,712.31",,"$94,096.00",,,"$16,817.47",,"$371,382.63",,,,,,,"$3,635.00",$750.00,"$11,589.50",,,,,,,,$515.00,,,,"$10,393.37",,"$13,657.40"
1,108079004,Williamsburg Community SD,Blair,"$2,284,879.50","$1,580,207.92",,"$1,809.72","$16,057.11",,"$7,573.25",,"$7,573.25",,"$5,583.73",,,,"$279,818.50",,"$28,833.48",,,,,,,,,,,,,,,"$136,650.28","$31,109.59",,"$31,512.93",,,,$996.00,"$106,035.22",,,,,,,"$2,839.30",,,,,,,,,,,,,,,,"$48,279.22"
1,117080503,Athens Area SD,Bradford,"$17,870,766.13","$12,206,190.24","$27,833.95","$14,840.15","$13,859.78",,,,,,,,,,"$3,272,052.58",,"$164,924.09",,,,,,,,,,,,,,,"$956,252.37","$121,011.63",,"$15,202.20","$2,991.90",,,,"$508,959.92",,,,,,,"$80,567.72","$22,135.00",,,,"$373,396.10",,,$374.59,,,,,,"$84,789.04","$5,384.87",
1,117081003,Canton Area SD,Bradford,"$4,420,540.18","$3,019,875.98",,"$3,198.22","$96,565.36",,"$11,169.80",,"$11,161.31",,,,,,"$499,544.65","$23,344.80","$80,674.58",,,,,,,,,,,,,,,"$273,586.66","$75,169.57",,"$26,473.60",,,,,"$206,940.78",,,,,,,"$10,752.55",,,,,,,,,,,,,,,,"$82,082.32"
1,117083004,Northeast Bradford SD,Bradford,"$4,820,441.50","$3,248,617.65",,"$3,740.06","$6,742.44",,,,"$11,276.63",,,,,,"$417,914.15","$204,537.86","$63,931.18",,,,,,,,,,,,,,,"$319,738.35","$83,951.05",,"$25,394.80",,,,,"$167,455.46",,,,,,,"$139,476.76","$91,365.80","$4,695.46",$44.00,,,,,,,,,,,"$15,993.00",,"$15,566.85"
1,117086003,Sayre Area SD,Bradford,"$8,800,965.47","$6,290,442.21",,"$7,090.11","$219,763.14",,,,,,,,,,"$1,477,737.71",,"$99,515.76",,,,,,,,,,,,,,,"$285,846.66","$58,269.21",,"$26,584.10",,,,,"$235,219.86",,,,,,,"$2,500.00",,"$5,000.00",,,"$36,628.81",,,"$4,550.00",,,,,"$3,715.00",,,"$48,102.90"
1,117086503,Towanda Area SD,Bradford,"$13,752,101.47","$10,314,246.29","$21,356.09","$9,894.46","$82,532.67",,,,,,,,,,"$1,407,513.72",,"$115,359.44",,,,,,,,,,,,,,,"$1,038,614.52","$71,320.47",,"$35,534.00",,"$223,564.00",,"-$227,364.00","$280,123.15",,,,,"$5,553.61",,"$21,069.03",,,"$4,790.00",,"$41,554.58",,,,,,,,,"$12,814.78",,"$293,624.66"
1,117086653,Troy Area SD,Bradford,"$9,162,364.11","$7,022,189.64",,"$7,734.28","$13,952.80",,"$24,453.25",,"$24,553.25",,,,,,"$783,659.73","$348,187.00","$94,681.07",,,,,,,,,,,,,,,"$349,556.62","$76,351.25",,"$25,204.27",,,,,"$294,639.24",,,,,,,"$20,434.26","$36,195.00",,,,"$37,439.20",,,,,,,,,,,"$3,133.25"
1,117089003,Wyalusing Area SD,Bradford,"$11,358,437.01","$8,381,475.00",,"$9,328.27","$52,908.17",,"$24,042.39",,"$24,042.39",,,,,,"$1,595,605.67",,"$97,888.38",,,,,,,,,,,,,,,"$684,495.89","$87,572.24",,"$56,589.85",,,,,"$266,900.52",,,,,,,"$30,771.00","$20,000.00",,,,,,,,,,,,,"$17,119.00",,"$9,698.24"
1,122091002,Bensalem Township SD,Bucks,"$114,270,168.28","$99,165,310.76","$685,724.77","$95,213.22","$45,000.00",,,,,,"$171,566.69",,"$7,485.00","$1,980.50",,,"$2,088,819.80",,"$5,228,430.96",,,,,,,,,,,,,"$3,298,350.68","$870,682.48",,"$36,255.35",,$500.00,,"$195,697.07","$1,448,021.54",,,,,,,"$127,197.45","$3,165.66",,,,"$157,686.26",,,,"$22,961.17","$1,500.00",,,"$123,790.00","$117,802.09","$152,015.18","$225,011.65"
1,122091303,Bristol Borough SD,Bucks,"$12,188,853.82","$10,828,086.31","$37,337.37","$10,577.74",,,,,,,"$21,111.76",,,,,,"$172,116.10",,,,,,,,,,,,,,,"$445,052.72","$21,677.86",,"$7,469.00",,,,,"$279,936.03",,,,,,,"$346,589.47",,,,,,,,,,,,,,,,"$18,899.46"
1,122091352,Bristol Township SD,Bucks,"$94,023,069.76","$84,281,859.65",,"$81,943.12","$284,986.99",,,,"$109,456.04",,"$96,105.08",,,,,,"$1,634,865.26",,,,"$458,536.30",,,,,,,,,,,"$3,866,578.73","$1,130,999.99",,"$54,189.00",,,"$22,500.00","$34,630.00","$1,536,046.68",,,,,,,"$65,921.75","$120,351.20","$179,067.58",,,,,,,,,,,,"$3,144.00","$32,801.87","$29,086.52"
1,122092002,Centennial SD,Bucks,"$90,161,775.16","$75,542,296.02","$507,794.10","$74,441.83","$1,707,150.99",,,,,,"$104,567.32",,,,"$5,925,424.09",,"$1,100,546.41",,"$1,006,241.07",,"$784,181.70",,,,,,,,,,,"$1,325,474.90","$720,964.52",,"$67,806.56",,,,,"$1,122,041.86",,,,,,,"$160,195.64",,,,,,,,,,,,,,,,"$12,648.15"
1,122092102,Central Bucks SD,Bucks,"$263,299,143.13","$219,849,122.47","$1,416,626.28","$229,855.87",,,,,,,,,,,"$26,232,069.63",,"$4,985,307.31",,,,,,,,,,,,,,,"$2,572,298.64","$1,970,458.64",,"$330,091.73",,,,,"$2,571,161.69",,,,,,,"$29,972.14","$75,013.07","$29,565.25",,"$42,488.63","$412,570.16",,,,,,,,"$2,501,463.19",$700.36,,"$50,378.07"
1,122092353,Council Rock SD,Bucks,"$185,700,144.76","$154,912,299.99","$468,660.94","$159,858.09","$3,265.85",,,,,,"$134,784.09",,,,"$16,618,724.99","$4,307,140.00","$2,922,429.53",,,,,,,,,,,,,,,"$1,673,307.10","$1,888,853.77",,"$73,664.00",,,,,"$1,826,654.49",,,,,,,"$353,102.45","$58,626.99","$90,489.73","$23,700.00",,,,,,,,,,"$85,338.00",,"$32,705.90","$66,538.85"
1,122097203,Morrisville Borough SD,Bucks,"$13,515,824.00","$12,663,228.00",,"$10,838.00",,,,,,,,,,,,,"$218,241.00",,,,,,,,,,,,,,,"$243,018.00","$67,358.00",,"$2,391.00",,,,,"$208,437.00",,,,,,,"$12,991.00",,,,,,,,,,,,,,,,"$89,322.00"
1,122097502,Neshaminy SD,Bucks,"$136,844,747.59","$123,411,611.89","$286,368.84","$118,100.33","$400,000.00",,"$193,342.90",,"$193,349.10",,"$187,213.39",,,,,,"$1,858,631.84","$669,480.51","$1,637,956.24",,"$1,390,764.17",,,,,,,,,,,"$2,128,505.24","$1,471,840.89",,"$68,216.65",,,,,"$1,758,504.53",,,,,,,"$718,076.27",,,"$77,592.04",,,,,,,,,,,,,"$275,192.76"
1,122097604,New Hope-Solebury SD,Bucks,"$35,379,943.35","$29,302,441.94","$121,599.05","$31,198.04",,,,,,,,,,,"$3,742,154.17",,"$919,117.95",,,,,,,,,,,,,,,"$716,377.64","$311,013.08",,"$4,670.00",,,,,"$185,548.42",,,,,,,"$35,480.79",,,,,,,,,,,,,,"$4,385.00",,"$5,957.27"
1,122098003,Palisades SD,Bucks,"$33,698,446.62","$28,277,828.62","$73,048.59","$29,101.47","$2,091.00",,,,,,,,,,"$2,396,288.27",,"$546,968.63",$294.00,,,,,,,,,,,,,,"$1,005,780.84","$557,371.51",,"$43,858.03",,,,"$41,750.35","$251,926.55",,,,,,,"$67,209.37","$68,208.44",,"$1,470.00","$14,346.65",,,,"$14,100.00",,,$14.70,,"$36,393.00","$168,942.34","$12,753.82","$88,700.44"
1,122098103,Pennridge SD,Bucks,"$106,405,818.77","$82,421,612.43","$878,470.23","$92,699.20","$149,812.47",,,,,,"$92,031.94",,,,"$16,810,972.47",,"$1,701,928.26",,,,,,,,,,,,,,,"$915,257.76","$1,250,807.67",,"$196,164.97",,,,,"$1,255,865.76",,,,,,,"$224,636.90","$6,679.44",,"$6,960.00",,"$105,855.20",,,,$455.42,,,,"$8,580.00","$168,762.59",,"$118,266.06"
1,122098202,Pennsbury SD,Bucks,"$159,042,326.59","$148,595,426.74","$857,202.62","$135,012.59",,,,,,,,,,,,,"$2,466,878.03",,,,,,,,,,,,,,,"$2,806,471.21","$1,335,364.92",,"$266,404.80",,,,,"$2,065,545.70",,,,,,,"$317,047.25",$171.08,,,,"$4,320.00",,,,,,,,,"$20,550.40","$44,979.30","$126,951.95"
1,122098403,Quakertown Community SD,Bucks,"$83,827,570.29","$67,277,949.47","$404,170.92","$69,784.42","$263,154.58",,,,,,,,,,"$10,737,251.20",,"$1,026,152.39",,,,,,,,,,,,,,,"$1,242,770.07","$755,057.29",,"$193,945.88",,,,,"$968,958.35",,,,,"$261,069.19",,"$77,167.18","$47,600.00",,"$41,238.50",,,,,"$13,800.00",,,,,,"$411,575.82",,"$35,925.03"
1,104101252,Butler Area SD,Butler,"$53,584,463.61","$42,064,722.23","$14,470.37","$45,226.40","$65,204.89",,"$146,841.68",,"$146,841.69",,"$122,819.48",,,,"$5,872,917.82",,"$951,637.01",,,,,,,,,,,,,,,"$1,347,132.69","$386,111.96",,"$193,538.19",,,,,"$1,195,402.00",,,,,,,"$48,519.55","$123,760.14",,"$22,320.00",,"$168,162.30",,,"$50,000.00",,,,,,"$433,380.23",,"$185,454.98"
1,104103603,Karns City Area SD,Butler,"$8,198,690.72","$5,639,369.25",,,,,"$23,461.10",,"$22,686.90",,"$10,793.13",,,,"$982,115.19",,"$141,089.49",,,,,,,,,,,,,,,"$419,394.21","$105,516.44",,"$48,438.88",,,"$5,537.45",,"$200,635.26",,,,,"$335,584.61",,"$5,850.00","$14,677.66",,,,,,,,"$11,609.50",,,,,"$131,735.43","$5,412.78","$94,783.44"
1,104105003,Mars Area SD,Butler,"$36,141,711.90","$26,707,008.56","$313,118.67","$28,223.61","$306,770.41",,,,,,"$73,555.69",,,,"$5,716,352.11",,"$1,269,275.48",,,,,,,,,,,,,,,"$498,542.77","$196,943.48",,"$277,008.12",,,,,"$392,476.20",,,,,"$156,804.97",,"$39,698.30",,,,,,,,,,,,,,"$155,572.42",,"$10,361.11"
