Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,103028703,South Fayette Township SD,Allegheny,"$39,117,718.41","$32,818,671.95","$375,413.23","$38,577.74",,,"$43,182.14",,"$43,182.13",,"$27,741.78",,,,"$3,134,779.11",,"$612,679.14",,,,,,,,,,,,,,,"$1,088,346.78","$269,012.75",,"$162,912.50",,,,,"$299,991.69",,,,,,,"$54,872.00",,$948.98,,,"$39,181.68",,,,,,,,,,"$23,135.34","$85,089.47"
1,103028753,South Park SD,Allegheny,"$19,518,204.38","$16,016,396.86","$4,691.59","$19,943.17",,,"$39,005.97",,"$39,005.95",,"$14,036.23",,,,"$1,949,401.05",,"$252,879.09","$23,600.00",,,,,,,,,,,,,,"$639,360.58","$4,158.99",,"$81,931.26",,,,,"$225,567.15",,,,,,,"$27,795.83","$5,000.00","$4,890.24",,,,,,,,,"$14,200.08",,,"$132,427.18",,"$23,913.16"
1,103028833,Steel Valley SD,Allegheny,"$16,302,212.32","$12,155,983.69",,"$16,439.72",,$971.65,,,,,"$36,370.75",,,,"$1,545,946.87",,"$172,555.99","$41,059.91",,,,,,,,,,,,,,"$1,598,950.20","$36,774.28",,"$30,661.00",,,,,"$413,161.10",,,,,,,"$16,032.50","$44,138.38","$5,148.74",,,,,,,,,,,,"$161,650.77",,"$26,366.77"
1,103028853,Sto-Rox SD,Allegheny,"$8,266,884.65","$5,812,628.25",,"$8,386.44","$18,000.00",,,,,,"$18,302.16",,,,"$873,602.01",,"$79,250.06",,,,"$57,154.30",,,,,,,,,,,"$727,665.64","$60,979.22",,"$6,701.61",,,,"$5,426.60","$359,912.54",,,,,,,"$55,749.96","$53,485.07","$10,389.97",,,,,,,,,,,,"$61,775.29",,"$57,475.53"
1,103029203,Upper Saint Clair SD,Allegheny,"$59,499,123.92","$49,937,366.10","$973,038.04","$57,127.29",,,,,,,,,,,"$5,462,683.50",,"$476,990.37",,,,"$335,778.40",,,,,,,,,,,"$571,777.70","$106,950.24",,"$177,879.37",,,,,"$653,112.12",,,,,,,"$358,904.92","$106,834.28",,"$69,249.83",,,,,,,,,,,$125.00,,"$211,306.76"
1,103029403,West Allegheny SD,Allegheny,"$45,292,409.07","$36,324,841.11","$658,258.30","$45,597.75","$353,970.00",,,,,,"$119,211.20",,,"$1,244,819.35","$3,634,387.59",,"$1,030,106.91",,,,,,,,,,,,,,,"$795,311.79","$113,027.42",,"$180,232.19",,,,"$10,567.74","$565,849.66",,,,"$4,582.47",,,"$57,539.19","$34,392.50",,,,,,,,,,,,,"$46,300.75",,"$73,413.15"
1,103029553,West Jefferson Hills SD,Allegheny,"$33,319,606.07","$26,213,952.75","$59,965.07","$33,950.13",,,,,,,"$42,716.28",,,,"$3,130,446.57",,"$426,866.05",,"$1,586,450.04",,"$353,694.54",,,,,,,,,,,"$829,470.35","$187,053.26",,,,,,,"$290,047.32",,,,,,,"$28,619.84","$8,340.00",,,,,,,,,,,,,"$8,304.19",,"$119,729.68"
1,103029603,West Mifflin Area SD,Allegheny,"$33,381,698.96","$22,988,629.14",,"$32,636.01","$437,090.64",,,,,,"$66,113.56",,,,"$2,143,071.77",,"$634,288.45","$371,532.21","$586,109.92",,"$517,850.65",,,,,,,,,,,"$1,452,577.08","$26,172.25",,"$32,253.86",,,,,"$832,691.59",,,,,,,"$30,075.00","$13,401.41","$3,124,807.45",,,,,,,,,,,"$8,539.00",,,"$83,858.97"
1,103029803,Wilkinsburg Borough SD,Allegheny,"$14,120,643.93","$10,016,313.52",,"$13,902.87",,,,,,,"$19,293.12",,,,"$1,474,361.94",,"$147,473.63",,,,,,,,,,,,,,,"$2,085,776.63","$11,843.37",,,,,,"$98,376.06","$182,667.99",,,,,,,"$1,200.00",,"$5,563.00",,,"$47,351.63",,,,,,,,,,,"$16,520.17"
1,103029902,Woodland Hills SD,Allegheny,"$55,881,698.95","$43,965,839.41",,"$53,106.39","$31,105.52",,,,,,,,,,"$5,180,855.85",,"$511,981.41",,,,,,,,,,,,,,,"$4,371,987.16","$129,601.97",,"$30,960.86",$300.00,"$37,036.00",,"$9,862.51","$1,022,708.04",,,,,"$186,672.32",,"$25,513.21","$171,128.91",,,,"$28,379.92",,,,,,,,,"$1,853.24",,"$122,806.23"
1,128030603,Apollo-Ridge SD,Armstrong,"$8,612,200.84","$6,087,842.88",,"$8,898.66","$12,615.33",,"$19,132.96",,"$19,132.99",,"$8,371.49",,,,"$856,144.55",,"$72,068.02",,,,,,,,,,,,,,,"$932,048.93","$52,730.40",,"$31,198.00",,,,,"$220,243.00",,,,,,,,,"$9,681.29",,,"$101,642.57",,,,,,,,,"$63,554.79",,"$116,894.98"
1,128030852,Armstrong SD,Armstrong,"$37,984,571.00","$28,740,995.00","$51,687.00","$36,823.00","$33,444.00",,,,,,,,,,"$3,810,659.00",,"$488,805.00",,,,,,,,,,,,,,,"$3,150,688.00","$80,625.00",,"$146,898.00",,,,,"$890,664.00",,,,,,,"$24,014.00","$2,758.00",,"$20,865.00",,"$184,879.00",,,,,,,,,"$293,041.00","$21,424.00","$6,302.00"
1,128033053,Freeport Area SD,Armstrong,"$16,515,748.32","$13,494,600.61","$112,016.07","$16,244.84","$13,256.56",,,,,,"$17,642.98",,,,"$1,632,164.77",,"$187,188.64",,,,,,,,,,,,,,,"$620,006.13","$53,673.03",,"$65,102.09",,,,,"$202,804.59",,,,,,,"$40,559.80","$15,155.19","$10,400.00",,,,,,,,,,,,"$23,945.34",,"$10,987.68"
1,128034503,Leechburg Area SD,Armstrong,"$6,782,156.88","$5,201,796.77",,"$6,126.28","$12,156.85",,,,,,"$4,986.23",,,,"$550,750.03",,"$45,439.60",,,,,,,,,,,,,,,"$550,677.89","$7,057.39",,"$13,974.56",,"$155,771.51",,,"$147,276.00",,,,,,,,"$4,309.19",,,,,,,,,,,,,"$55,752.56",,"$26,082.02"
1,127040503,Aliquippa SD,Beaver,"$6,616,842.37","$4,812,848.17",,"$5,531.27","$22,382.79",,"$13,600.63",,,,"$10,768.38",,,,"$640,597.90",,"$77,001.75",,,,"$62,282.42",,,,,,,,,,,"$423,868.87","$5,117.05",,"$34,717.54",,,,,"$228,137.55",,,,,,,"$112,193.44","$66,841.81",,,,,,,,,,,,,"$66,979.82",,"$33,972.98"
1,127040703,Ambridge Area SD,Beaver,"$25,272,886.06","$19,624,717.00",,"$22,536.82","$12,451.99",,"$48,509.89",,"$47,163.46",,"$22,673.58",,,,"$2,796,066.71",,"$299,737.61",,,,"$196,854.31",,,,,,,,,,,"$1,310,132.82","$25,034.94",,"$83,026.73",,,,,"$433,698.54",,,,,,,"$40,300.00","$7,160.00","$74,637.25",,,,,,,,,,,,"$170,572.79",,"$57,611.62"
1,127041203,Beaver Area SD,Beaver,"$19,492,407.63","$15,235,824.33",,"$18,256.89","$19,338.92",,"$33,506.30",,"$33,539.60",,"$35,934.39",,,,"$1,985,728.26",,"$275,260.10",,,,,,,,,,,,,,,"$597,667.37","$5,845.91",,"$206,040.68","$3,879.36","$19,300.00",,,"$238,468.00",,,,,,,"$65,163.21","$99,763.48","$34,656.05","$4,800.00",,"$475,311.61",,,"$1,528.11","$74,549.02",,,,,"$26,094.69","$1,951.35",
1,127041503,Big Beaver Falls Area SD,Beaver,"$8,264,808.00","$5,833,549.00",,"$8,480.00","$71,509.00",,"$20,861.00",,"$20,861.00",,"$22,785.00",,"$6,185.00",,"$941,569.00",,"$134,673.00",,,,"$100,901.00",,,,,,,,,,,"$681,596.00","$35,358.00",,"$44,019.00",,,,"$250,573.00","$5,488.00",,,,,,,"$23,137.00",,$930.00,,,"$12,611.00",,,,,,,,,"$4,278.00",,"$45,445.00"
1,127041603,Blackhawk SD,Beaver,"$18,889,414.00","$14,947,396.00","$84,385.00","$19,077.00","$3,406.00",,"$30,577.00",,"$28,388.00",,"$38,395.00",,,,"$2,058,716.00",,"$303,327.00","$13,842.00",,,,,,,,,,,,,,"$623,842.00","$11,857.00",,"$37,407.00",,,,"$5,031.00","$292,335.00",,,,,,,"$170,295.00","$175,500.00",,"$8,150.00",,,,,,,,,,,"$22,279.00",,"$15,209.00"
1,127042003,Central Valley SD,Beaver,"$18,331,577.72","$13,860,949.66",,"$18,425.01","$338,740.37",,,,,,"$33,696.18",,,,"$2,265,756.42",,"$483,057.26",,,,"$303,114.08",,,,,,,,,,,"$575,181.69","$16,309.49",,"$41,190.00",,,,,"$242,611.00",,,,,,,"$20,520.00",,,,,"$6,000.00",,,,,,,,,"$9,981.28",,"$116,045.28"
1,127042853,Freedom Area SD,Beaver,"$8,910,973.35","$6,743,077.37","$19,829.38","$8,532.29","$2,639.74",,,,,,"$10,522.00",,,,"$1,166,547.66",,"$126,831.02",,,,,,,,,,,,,,,"$453,180.58","$40,446.36",,"$51,068.17",,,,,"$223,619.00",,,,,,,"$10,700.00","$41,350.35","$2,625.00",,,,,,,,,,,,"$1,149.55",,"$8,854.88"
1,127044103,Hopewell Area SD,Beaver,"$19,195,148.81","$14,834,213.84","$37,100.42","$19,650.56","$22,664.01",,,,,,"$19,459.76",,,,"$2,273,107.43",,"$268,468.86",,,,"$96,380.54",,,,,,,,,,,"$932,761.78","$56,058.02",,"$33,445.96",,,,"$5,104.73","$279,759.00",,,,,,,"$18,363.75","$88,083.34",,,,"$83,315.96","$2,760.00",,,,,,,"$8,590.70","$91,881.01",,"$23,979.14"
1,127045303,Midland Borough SD,Beaver,"$1,098,660.37","$561,923.14",,$904.99,"$2,225.03",,,,,,"$6,137.17",,,,"$182,386.07",,"$7,120.43",,,,,,,,,,,,,,,"$28,994.91","$22,153.54",,,,,,,"$75,061.00",,,,,"$4,997.67",,"$114,899.99","$10,000.00",,,,,,,,"$75,000.00",,,,,,,"$6,856.43"
1,127045653,New Brighton Area SD,Beaver,"$6,812,962.00","$4,776,217.00",,"$6,669.00","$14,349.00",,"$23,886.00",,"$20,313.00",,"$11,605.00",,,,"$948,621.00",,"$80,361.00",,"$88,998.00",,,,,,,,,,,,,"$439,762.00","$22,073.00",,"$13,708.00",,,,"$193,033.00","$20,866.00",,,,,,,"$27,000.00",,"$8,626.00","$7,711.00",,,,,,,,,,"$77,445.00",,,"$31,719.00"
1,127045853,Riverside Beaver County SD,Beaver,"$9,691,683.27","$7,430,813.88","$17,077.74","$9,903.36",$520.00,,"$21,738.09",,"$34,678.61",,,,,,"$1,209,778.79",,"$94,065.28",,,,,,,,,,,,,,,"$419,420.72","$10,172.73",,"$28,974.26",,,"$38,500.00",,"$241,252.00",,,,,,,"$18,294.51",,"$22,605.52","$17,075.00",,"$34,358.56",,,,,,,,,"$1,695.07",,"$40,759.15"
1,127046903,Rochester Area SD,Beaver,"$5,814,511.63","$3,942,727.00",,"$5,552.57","$14,347.79",,,,"$22,058.12","$10,462.93","$11,179.53",,,,"$567,633.42",,"$59,377.72",,"$5,476.08",,"$97,446.81",,,,,,,,,,,"$638,948.25","$7,526.73",,"$15,686.90",,,,,"$160,996.00",,,,,,,"$20,750.00",,,,,"$202,527.34",,,,,,,,,,$125.00,"$31,689.44"
1,127047404,South Side Area SD,Beaver,"$8,214,969.00","$6,744,196.00",,"$8,602.00",,,,,,,"$19,447.00",,,,"$819,592.00",,"$48,647.00",,"$21,544.00",,,,,,,,,,,,,"$297,773.00","$24,404.00",,"$68,839.00",,,,,"$112,280.00",,,,,,,,"$2,847.00","$3,690.00",,,,,,,,,,,,,,"$43,108.00"
1,127049303,Western Beaver County SD,Beaver,"$4,343,375.96","$3,189,623.72",,"$4,178.50","$1,275.72",,,,,,,,,,"$568,592.84",,"$64,160.49",,,,,,,,,,,,,,,"$280,435.42","$5,014.24",,"$9,796.00",,,,,"$128,986.00",,,,,,,"$9,820.06","$6,500.00",$400.00,"$3,800.00",,,,,,,"$60,000.00",,,,"$5,615.13",,"$5,177.84"
1,108051003,Bedford Area SD,Bedford,"$13,855,298.29","$9,115,737.29","$1,772.83","$13,421.55","$28,752.12",,"$43,311.30","$1,383,085.00","$43,311.30",,"$94,042.22",,,,"$1,477,657.18",,"$312,860.61",,,,,,,,,,,,,,,"$429,156.81","$40,742.63",,,,,"$3,889.77","$78,855.86","$333,310.94",,,,,"$4,369.06",,"$34,423.43","$15,151.87","$196,543.04","$2,000.00",,"$40,200.94",,,,,,"$49,193.91",,,"$13,549.02",,"$99,959.61"
1,108051503,Chestnut Ridge SD,Bedford,"$6,557,994.95","$4,316,128.36",$307.51,"$5,993.78","$7,413.36",,"$30,103.50",,"$30,103.50",,,,,,"$1,059,660.42",,"$90,235.42",,,,,,,,,,,,,,,"$217,496.33","$22,788.22",,,"$4,247.32",,,"$121,268.71","$305,854.00",,,,,,,,,"$161,868.67","$10,320.00",,,"$3,060.00",,,,,,,,,,"$171,145.85"
1,108053003,Everett Area SD,Bedford,"$8,396,144.88","$5,289,899.90","$3,285.30","$8,118.87","$42,032.05",,"$24,178.60","$892,246.96","$24,178.60",,"$35,212.61",,,,"$731,211.26",,"$135,089.50",,,,,,,,,,,,,,,"$506,757.35","$6,928.40",,"$57,858.16",,,"$14,712.25","$78,235.50","$310,920.93",,,,,"$4,988.00",,"$1,987.28","$6,358.50","$14,591.45",,,"$193,568.22",,,,,$408.49,,,,"$1,910.04",,"$11,466.66"
1,108056004,Northern Bedford County SD,Bedford,"$4,119,908.71","$2,802,210.98","$4,905.45","$4,010.82","$13,068.78",,"$21,698.21",,"$9,920.03","$28,480.97","$16,425.39",,,,"$599,875.71",,"$97,455.74","$7,969.19",,,,,,,,,,,,,,"$139,149.30","$4,676.27",,"$69,979.31",,,$248.64,"$125,690.72","$146,415.18",,,,,,,"$9,223.48",,,,"$1,645.00",,,,$600.00,,,,,,,,"$16,259.54"
1,108058003,Tussey Mountain SD,Bedford,"$4,840,485.44","$3,190,539.29",,"$4,472.92","$29,420.29",,"$16,467.10",,"$15,830.10",,"$10,765.54",,,,"$565,124.50",,"$68,741.09",,,,,,,,,,,,,,,"$526,092.77","$6,127.52",,"$46,166.60",$605.12,,,"$103,498.85","$150,056.60",,,,,,,,"$1,686.30",,"$1,400.00",,"$4,582.80",,,"$6,600.00",,,,,,"$57,322.49",,"$34,985.56"
1,114060503,Antietam SD,Berks,"$10,559,611.97","$8,826,623.34","$4,925.09","$10,867.48",,,,,,,,,,,"$878,306.89",,"$104,459.20",,,,,,,,,,,,,,,"$380,245.29","$44,945.48",,"$11,132.00",,,,"$3,794.57","$197,772.80",,,,,,,,,,,,"$53,839.58",,,,,,,,,"$24,610.34",,"$18,089.91"
1,114060753,Boyertown Area SD,Berks,"$72,475,964.26","$59,669,308.77","$370,435.87","$74,412.71",$198.60,,"$142,997.70",,"$142,997.70",,"$64,503.08",,,,"$7,153,698.80",,"$1,121,263.39",,,,,,,,,,,,,,,"$1,470,554.64","$162,212.49",,"$238,032.38",,,,"$3,601.00","$1,332,061.44",,,,,,"$92,000.00","$135,783.29","$11,000.00",,"$35,851.25",$784.00,"$9,222.58",,,,"$1,697.74",,,,"$10,650.50","$69,466.23",,"$163,230.10"
1,114060853,Brandywine Heights Area SD,Berks,"$20,823,167.26","$17,713,195.70","$8,009.72","$22,708.18",$168.72,,"$33,909.30",,"$33,909.30",,"$17,944.02",,,,"$1,731,746.47",,"$182,508.77",,,,,,,,,,,,,,,"$562,690.48","$70,530.13",,"$78,678.40",,,,,"$266,442.82",,,,,,,"$48,740.39","$24,347.03",,"$4,082.10",,,,,,,,,,,"$3,010.71","$13,116.98","$7,428.04"
1,114061103,Conrad Weiser Area SD,Berks,"$30,770,923.35","$25,087,860.39","$79,128.56","$30,587.03","$20,532.80",,"$58,890.40",,"$58,890.40",,,,,,"$2,396,927.67",,"$329,048.39",,,,,,,,,,,,,,,"$597,850.12","$18,980.55",,"$47,114.38",,,,,"$515,923.13",,,,,,,"$45,292.50","$4,040.00",,,,"$1,421,158.06",,,,,,,,,,,"$58,698.97"
1,114061503,Daniel Boone Area SD,Berks,"$36,206,714.04","$29,182,779.97","$247,984.40","$37,261.57","$5,217.93",,"$53,139.50",,"$53,139.50",,,,,,"$3,110,597.63",,"$730,256.93",,,,,,,,,,,,,,,"$1,084,403.83","$580,757.52",,"$171,018.00",,,,,"$1,964.00","$578,495.25",,,,,,"$124,827.85","$81,992.85",,"$17,309.50",,,,,,,,,,,"$98,429.03",,"$47,138.78"
1,114062003,Exeter Township SD,Berks,"$49,988,344.72","$42,028,048.67","$131,685.64","$52,351.08",,,"$69,321.90",,"$69,321.90",,"$88,089.31",,,,"$3,867,623.66",,"$554,298.13",,,,"$591,444.66",,,,,,,,,,,"$1,275,381.64","$207,525.36",,"$189,148.84",,,,"$3,765.00","$665,079.25",,,,,,,"$81,913.75","$21,589.95","$3,330.00",,,"$66,036.00",,,,,,,,,"$4,344.71",,"$18,045.27"
1,114062503,Fleetwood Area SD,Berks,"$29,230,872.16","$25,078,029.59","$60,551.92","$29,934.28",$26.28,,,,,,"$60,241.27",,,,"$2,213,448.27",,"$389,143.10","$40,060.36",,,,,,,,,,,,,,"$480,324.34","$69,888.39",,"$114,613.65",,,,$800.00,"$438,525.86",,,,,,"$6,690.00","$153,585.93","$16,231.77",,,,"$11,000.00",,,,,,,,,"$48,769.50",,"$19,007.65"
1,114063003,Governor Mifflin SD,Berks,"$49,074,803.49","$40,693,790.52","$98,122.70","$51,370.20","$1,470.66",,"$95,271.70",,"$95,271.70","$104,673.68","$53,427.57",,,,"$4,580,074.07",,"$624,757.35",,,,,,,,,,,,,,,"$1,212,338.87","$194,982.85",,"$157,625.36",,,,,"$823,411.34",,,,,,,"$203,600.03","$17,797.35","$8,329.05","$14,779.00",,,,,,,,,,,"$22,210.26",,"$21,499.23"
1,114063503,Hamburg Area SD,Berks,"$24,755,222.85","$20,824,018.30","$42,360.89","$26,616.74","$10,018.35",,"$52,519.80",,"$52,519.80",,,,,,"$2,109,903.20",,"$249,030.85",,,,,,,,,,,,,,,"$696,886.14","$110,937.40",,"$87,202.13",,"$2,772.00",,,"$359,694.70",,,,,,,"$72,392.89","$18,965.25",,,,,,,,,,,,,"$30,085.30",,"$9,299.11"
1,114064003,Kutztown Area SD,Berks,"$22,282,510.01","$18,912,441.62","$47,180.84","$24,317.48","$16,447.33",,"$33,207.00",,"$33,207.00",,"$35,793.30",,,,"$1,610,991.65",,"$255,695.64","$39,130.97",,,,,,,,,,,,,,"$754,861.01","$66,573.14",,,,,,,"$274,558.18",,,,,,,"$74,088.64","$15,200.00",,"$2,207.50",,,,,"$45,374.00",,,,,,"$5,350.71",,"$35,884.00"
1,114065503,Muhlenberg SD,Berks,"$39,642,074.00","$33,272,717.00","$80,402.00","$41,877.00","$4,203.00",,,,,,"$79,539.00",,,,"$2,883,942.00",,"$619,816.00",,$0.00,,"$973,846.00",,,,,,,,,,,"$853,557.00","$150,829.00",,"$23,515.00",,,,,"$569,636.00",,,,,,,"$10,576.00",$25.00,,"$23,293.00",,,,,,,,,,,"$6,500.00",,"$47,801.00"
1,114066503,Oley Valley SD,Berks,"$21,317,097.57","$17,958,325.95","$101,693.88","$22,108.89",$40.77,,"$40,136.50",,"$40,136.50",,,,,,"$1,834,753.07",,"$250,369.43",,,,,,,,,,,,,,,"$584,704.98","$36,350.67",,"$17,245.00",,,,,"$282,944.85",,,,,,,"$10,050.00","$1,697.33",,,,"$82,393.32",,,,,,,,,"$15,866.65",,"$38,279.78"
1,114067002,Reading SD,Berks,"$44,625,186.68","$19,047,243.20",,"$40,705.66","$134,345.09",,"$91,339.19","$5,087,648.92",,,"$94,762.27","$976,932.64",,,"$10,175,297.88",,"$567,379.26",,,,,,,,,,,,,,,"$2,728,574.30","$288,122.33",,"$181,468.40",,,"$83,945.06",,"$3,012,065.09",,,,,,,"$145,647.46","$131,498.18",,"$37,900.00",,,,,,,,,,,"$1,383,535.64",,"$416,776.11"
1,114067503,Schuylkill Valley SD,Berks,"$27,757,064.17","$23,430,047.09","$164,740.09","$29,227.00",$448.44,,"$39,613.50",,"$39,613.50",,,,,,"$1,973,483.49",,"$347,256.90",,,,,,,,,,,,,,,"$706,150.90","$61,065.55",,"$100,939.87",,,,"$1,473.00","$299,713.82",,,,,,,"$29,358.57","$10,399.50",,$525.00,,"$436,320.00",,,,,,,,,"$28,467.98",,"$58,219.97"
1,114068003,Tulpehocken Area SD,Berks,"$19,740,283.85","$16,232,177.26","$275,056.03","$20,478.58","$3,778.02",,"$35,695.40",,"$35,695.40",,,,,,"$1,520,620.11",,"$443,201.16",,,,,,,,,,,,,,,"$567,467.80","$45,243.80",,"$25,922.00",,,,$982.00,"$288,296.15",,,,,,,"$17,336.05",,"$207,132.15",,,,,,,,,,,,"$17,035.44",,"$4,166.50"
1,114068103,Twin Valley SD,Berks,"$45,202,668.00","$37,760,484.00","$206,235.00","$43,971.00","$12,502.00",,,,,,,,,,"$3,347,261.00",,"$532,321.00",,,,,,,,,,,,,,,"$636,559.00","$105,170.00",,"$100,065.00",,,,,"$589,319.00",,,,,,,"$34,528.00","$35,526.00","$93,585.00",,,"$1,659,902.00",,,,,,,,,"$13,327.00",,"$31,913.00"
1,114069103,Wilson  SD,Berks,"$76,100,463.97","$61,400,646.10","$197,287.23","$78,246.36","$1,014.54",,"$121,000.82",,"$121,000.81",,"$121,349.54",,,,"$5,996,233.65",,"$1,214,144.35",,"$2,273,972.83",,,,,,,,,,,,,"$1,354,366.28","$190,847.11",,"$403,732.14","$63,848.65",,,,"$976,139.32",,,,,,,"$155,254.40","$151,408.14","$2,950.00","$61,545.00",,"$661,109.71",,,"$11,275.00","$82,169.58",,"$65,143.74",,"$118,329.72","$38,035.92","$55,476.93","$183,936.10"
1,114069353,Wyomissing Area SD,Berks,"$28,252,909.55","$22,868,648.09","$30,096.31","$28,949.68","$408,500.00",,"$27,705.10",,"$27,705.10",,"$64,562.59",,,,"$2,417,590.28",,"$329,539.90",,"$454,010.55",,,,,,,,,,,,,"$675,317.98","$120,709.32",,"$60,218.72",,,,,"$306,404.66",,,,,,,$700.00,"$308,726.00",,"$15,325.51",,,,,,,,,,,"$23,672.71","$2,517.95","$82,009.10"
1,108070502,Altoona Area SD,Blair,"$28,263,424.00","$13,693,177.32","$6,788.75","$27,461.62","$330,230.90",,"$122,053.35",,"$123,607.49","$99,171.90","$146,345.06",,,,"$5,156,560.21",,"$615,708.19","$10,482.60","$2,027,521.80",,"$938,794.68",,,,,,,,,,,"$1,440,527.22","$281,708.74",,"$170,541.93",,,,"$303,298.00","$2,055,464.67",,,,,,,"$176,823.00","$42,661.00","$28,716.93","$54,090.00",,,,,"$26,413.50",,,"$91,447.17",,,"$1,474.50",,"$292,353.47"
1,108071003,Bellwood-Antis SD,Blair,"$6,783,695.56","$4,971,595.35",,"$6,399.36","$17,042.77",,"$14,868.25",,"$14,868.25","$17,712.01","$20,765.57",,$790.00,,"$810,433.74",,"$94,385.89",,,,,,,,,,,,,,,"$280,687.39","$9,227.56",,"$69,046.26",,,,,"$226,030.95",,,,,,,$700.00,,"$10,000.00",,,,,,,,,,,,"$125,137.07",,"$94,005.14"
1,108071504,Claysburg-Kimmel SD,Blair,"$3,199,767.09","$2,180,300.92",,"$3,416.00","$1,654.56",,"$12,975.50",,"$18,011.10",,"$18,046.67",,,,"$452,445.25",,"$26,716.45",,,,,,,,,,,,,,,"$190,815.47",$626.05,,"$39,100.64",,,,,"$167,605.81","$2,012.00",,,,,,"$5,700.00",$500.00,,"$2,715.00",,,,,,,,,,,"$75,347.15",,"$1,778.52"
1,108073503,Hollidaysburg Area SD,Blair,"$25,669,058.71","$19,128,331.30","$45,385.54","$26,610.44","$14,043.27",,"$66,557.50",,"$91,009.80","$113,596.06",,,,,"$3,296,542.29",,"$451,135.32",,,,,,,,,,,,,,,"$1,044,131.93","$217,132.39",,"$93,131.50",,,,"$484,741.88","$4,696.00",,,,,,,"$30,851.83",,"$65,978.18","$6,645.00",,"$267,162.95",,,,"$2,885.30",,,"$5,059.45",,,,"$213,430.78"
1,108077503,Spring Cove SD,Blair,"$11,663,721.29","$9,034,271.91","$17,092.96","$11,546.56","$6,391.68",,"$24,240.70",,"$19,655.50","$53,030.00","$58,351.50",,,,"$1,209,771.05",,,,,,,,,,,,,,,,,"$454,618.98","$40,401.57",,"$88,989.85",,,,,"$322,649.20",,,,,"$1,606.60",,"$6,842.98","$6,499.00",,"$1,375.00",,"$295,768.92",,,,,,,,,"$6,959.18",,"$3,658.15"
1,108078003,Tyrone Area SD,Blair,"$7,495,825.00","$4,970,734.02",,"$7,093.29","$10,401.21",,,,,,,,,,"$1,423,956.95",,,,,,,,,,,,,,,,,"$483,790.43","$33,456.12",,"$82,473.00",,,,,"$382,075.00",,,,,,,"$5,410.00","$54,750.00","$21,631.57",,,,,,,,"$4,613.82",,,,"$7,972.36",,"$7,467.23"
1,108079004,Williamsburg Community SD,Blair,"$2,216,978.44","$1,529,539.64",,"$1,973.67","$16,057.11",,"$8,054.75",,"$8,054.75",,"$7,350.82",,,,"$305,312.77",,"$26,787.95",,,,,,,,,,,,,,,"$130,863.12","$11,422.21",,,,,,$671.00,"$138,019.34",,,,,,,,,,,,,,,,,,,,,,,"$32,871.31"
1,117080503,Athens Area SD,Bradford,"$16,939,238.97","$11,862,604.67","$35,934.70","$16,775.63","$13,031.60",,,,,,,,,,"$2,732,235.04",,"$254,097.13",,,,,,,,,,,,,,,"$951,286.77","$32,235.00",,"$36,550.32",,,,,"$547,815.00",,,,,,,"$53,848.26","$5,000.00",,"$1,141.00",,"$179,761.15",,,,,,,,,"$216,922.70",,
