Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - Race to the Top received as Pass Through 6836,Federal Cares Act Revenue Received as Pass Through 6837,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,127045653,New Brighton Area SD,Beaver,"$7,772,956.12","$5,590,910.28",,"$6,706.63","$23,185.47",,"$20,569.83",,"$20,569.81",,"$11,413.10",,,,"$990,674.46",,"$125,311.68",,"$89,640.60",,,,,,,,,,,,,"$538,923.21","$2,623.99",,$351.54,,,"$6,499.04",,"$195,744.00",,,,,,,"$2,285.00","-$3,340.00",,,,,,,,,,"$12,786.10",,"$3,566.37","$134,535.01"
1,127045853,Riverside Beaver County SD,Beaver,"$10,528,277.09","$8,066,643.41","$21,207.00","$10,182.97",,,"$20,467.90",,"$32,995.08",,,,,,"$1,214,952.31",,"$197,993.74",,,,,,,,,,,,,,,"$569,564.24",$287.10,,"$4,957.61",,,,"$30,379.04","$219,229.00",,,,,"$19,125.00","$11,415.00",,$300.00,,,,,,,,,,,"$83,580.54",,"$24,997.15"
1,127046903,Rochester Area SD,Beaver,"$6,056,741.88","$4,203,544.09",,"$5,273.14","$13,570.80",,,,"$20,501.53","$9,306.95","$11,984.07",,,,"$615,249.44",,"$119,895.28",,"$2,799.58",,"$107,748.79",,,,,,,,,,,"$581,551.87","$1,973.86",,,,,,,"$167,828.00",,,,,"$38,387.96","$37,386.62",,,,"$3,582.68",,,,,,,,,"$14,807.47","$54,327.58","$47,022.17"
1,127047404,South Side Area SD,Beaver,"$9,238,622.19","$7,516,453.24",,"$8,357.35",,,,,,,"$12,362.48",,,,"$905,206.46",,"$101,169.88",,"$14,855.52",,,,,,,,,,,,,"$385,799.79","$3,729.91",,$81.00,,,,,"$128,880.67",,,,,"$107,764.00","$2,370.24",,,,,,,,,,,,,,"$1,431.08","$50,160.57"
1,127049303,Western Beaver County SD,Beaver,"$4,956,010.05","$3,550,402.80",,"$4,273.97","$1,275.72",,,,,,,,,,"$634,353.96",,"$100,939.93",,,,,,,,,,,,,,,"$332,978.31","$6,007.26",,$532.00,,,,,"$113,762.00",,,,,$939.43,"$3,474.00","$4,626.00",,,,,,,,"$62,266.36","$5,000.00",,,"$105,636.86",,"$29,541.45"
1,108051003,Bedford Area SD,Bedford,"$15,400,474.54","$9,820,116.48","$9,864.73","$12,905.95","$34,137.92",,"$41,727.20","$1,582,038.00","$41,727.20",,"$93,389.35",,,,"$1,674,625.40",,"$312,002.42",,,,,,,,,,,,,,,"$686,206.55","$20,119.78",,"$36,509.00",,,"$13,362.09","$145,109.57","$364,051.00",,,,,"$20,475.00","$14,598.50","$223,904.34","$2,800.00",,"$59,224.30",,,,,,"$54,815.58",,,"$102,272.98",,"$34,491.20"
1,108051503,Chestnut Ridge SD,Bedford,"$7,112,587.52","$4,875,832.04","$7,165.14","$5,906.10","$8,256.36",,"$34,960.44",,"$30,226.55",,,,,,"$964,788.05",,"$156,216.26",,,,,,,,,,,,,,,"$323,022.39","$43,211.77",,,"$10,280.11",,,"$159,160.04","$281,544.13",,,,,,,"$146,280.31","$2,878.00",,,,,,,,,,,,,"$62,859.83"
1,108053003,Everett Area SD,Bedford,"$8,997,451.45","$5,763,778.58","$12,886.78","$8,035.51","$61,428.98",,"$24,177.50","$996,499.24","$24,177.50",,"$27,569.33",,,,"$830,407.86",,"$155,460.23",,,,,,,,,,,,,,,"$450,965.17","$4,946.08",,"$39,112.74",,,"$20,603.42","$40,115.34","$286,991.34",,,,,"$1,150.00",$669.95,"$9,612.81",,,"$208,424.44",,,,,,,,,"$15,904.41",,"$14,534.24"
1,108056004,Northern Bedford County SD,Bedford,"$4,375,274.50","$3,017,817.16","$17,829.23","$3,731.98","$13,068.78",,"$15,524.20",,"$15,524.21","$26,610.00","$16,020.12",,,,"$653,772.08",,"$92,896.80","$6,352.49",,,,,,,,,,,,,,"$135,844.68","$9,125.42",,"$20,676.37",,,,"$131,122.43","$166,449.12",,,,,"$12,898.48",,,,,,,,,,,,,,"$15,641.04",,"$4,369.91"
1,108058003,Tussey Mountain SD,Bedford,"$5,625,456.25","$3,598,011.50","$2,823.40","$4,342.17","$34,693.75",,"$16,304.75",,"$16,304.75",,"$10,726.74",,,,"$501,688.37",,"$119,770.55",,,,,,,,,,,,,,,"$601,942.07","$8,811.96",,"$13,116.73",$553.07,,"$3,410.00","$153,464.00","$217,216.00",,,,,,"$240,000.00",,,"$29,880.00",,,,,,,,,,"$18,082.65",,"$34,313.79"
1,114060503,Antietam SD,Berks,"$11,926,938.09","$9,829,996.26","$8,185.99","$10,449.07",,,,,,,,,,,"$904,210.48",,"$174,329.53",,,,,,,,,,,,,,,"$549,465.51","$3,327.08",,$857.00,,,,,"$238,626.68",,"$100,000.00",,,,,,,,"$40,088.64",,,,,,,,,,,"$67,401.85"
1,114060753,Boyertown Area SD,Berks,"$87,138,077.57","$73,504,695.28",$21.04,,$198.60,,"$101,985.88",,"$1,845.84",,"$59,741.74",,,,"$7,417,837.39",,"$2,018,864.84",,,,,,,,,,,,,,,"$1,515,802.92","$59,724.24",,"$95,327.00","$354,100.00",,,,"$1,365,901.82",,,,"$120,285.09","$28,166.08","$49,604.68","$3,274.56","$5,048.28",,"$3,695.44",,,,,,,,,"$142,663.33",,"$289,293.52"
1,114060853,Brandywine Heights Area SD,Berks,"$22,188,037.10","$19,027,041.85","$20,043.87","$20,602.40",$168.72,,"$33,276.40",,"$33,276.40",,"$17,507.80",,,,"$1,682,734.23",,"$239,857.20",,,,,,,,,,,,,,,"$556,454.85","$13,634.46",,"$28,689.60",,,,,"$281,741.98",,"$100,000.00",,,"$27,117.96","$18,675.40",,,,,,,,"$4,528.00",,,,,"$76,444.63","$3,316.15","$2,925.20"
1,114061103,Conrad Weiser Area SD,Berks,"$34,925,381.60","$29,085,715.02","$117,711.27","$30,209.91","$21,033.42",,"$58,753.00",,"$58,753.00",,,,,,"$2,488,560.54",,"$553,567.60",,,,,,,,,,,,,,,"$608,838.55","$152,082.27",,"$25,140.00",,,,,"$524,704.89",,"$100,000.00",,,"$36,000.00",,,,,"$1,026,615.90",,,,,,,,,$873.56,,"$36,822.67"
1,114061503,Daniel Boone Area SD,Berks,"$38,897,625.70","$32,863,998.60","$122,385.46","$35,874.03","$6,827.84",,"$61,165.30",,"$61,165.30",,,,,,"$3,347,472.86",,"$596,696.59",,,,,,,,,,,,,,,"$675,802.81","$21,700.97",,"$52,700.00",,,,"$4,050.00","$563,369.04",,,,"$1,000.00","$275,397.49","$91,060.45","$14,630.82","$22,300.00",,"$8,036.53",,,,,,,,,"$5,931.89",,"$66,059.72"
1,114062003,Exeter Township SD,Berks,"$53,235,982.61","$45,613,888.35","$27,733.17","$48,952.29",,,"$65,212.49",,"$65,279.00",,"$77,037.37",,,,"$4,211,043.74",,"$737,814.77",,,,"$639,733.76",,,,,,,,,,,"$884,966.76","$37,428.78",,"$58,767.00",,,,"$7,245.00","$655,070.31",,,,,"$18,243.75",$250.00,,"$7,755.00",,"$25,925.98",,,,,,,,,"$45,985.18",,"$7,649.91"
1,114062503,Fleetwood Area SD,Berks,"$31,356,597.68","$27,033,771.02","$81,008.42","$29,427.88",$26.28,,,,,,"$55,796.91",,,,"$2,291,084.72",,"$472,057.30","$33,754.18",,,,,,,,,,,,,,"$460,963.54","$7,339.44",,"$82,981.00",,,,"$34,022.32","$437,977.86",,"$100,000.00",,,"$90,731.67","$26,150.04",,,,"$11,550.00",,,,,,,,,"$85,142.49",,"$22,812.61"
1,114063003,Governor Mifflin SD,Berks,"$51,589,227.57","$43,551,726.73","$38,031.07","$48,450.27","$1,489.41",,"$89,127.50",,"$89,127.51","$67,133.15","$42,559.27",,,,"$4,568,061.29",,"$835,429.11",,,,,,,,,,,,,,,"$1,043,001.80","$57,389.32",,"$71,615.15","$6,005.11",,,"$20,000.00","$748,765.24",,,"$100,000.00",,"$49,042.97","$12,544.24",,-$500.00,,"$112,126.75",,,,,,,,,"$30,229.46",,"$7,872.22"
1,114063503,Hamburg Area SD,Berks,"$30,255,115.57","$23,713,943.34","$958,074.39","$24,798.31","$11,770.23",,,,,,,,,,"$2,194,736.56",,"$1,993,112.52",,,,,,,,,,,,,,,"$717,482.12","$27,577.08",,"$10,533.00",,,,,"$345,931.92",,"$100,000.00",,,"$47,850.00","$64,973.00",,,,,,,,,,,,,"$33,917.00",,"$10,416.10"
1,114064003,Kutztown Area SD,Berks,"$24,021,153.30","$20,280,349.49","$116,614.26","$21,981.49","$11,325.32",,"$32,649.30",,"$32,649.30",,"$32,281.05",,,,"$1,670,766.50",,"$419,822.56",$955.53,,,,,,,,,,,,,,"$920,098.64","$7,968.68",,"$19,002.99",,,,,"$253,453.24",,"$100,000.00",,,"$29,166.81","$23,855.00",,$400.00,,,,,"$15,691.51",,,,,,,,"$32,121.63"
1,114065503,Muhlenberg SD,Berks,"$42,918,597.45","$35,774,814.37","$157,386.57","$39,719.01","$8,250.92",,,,,,"$69,826.71",,,,"$3,073,064.09",,"$701,728.21",,,,"$1,072,811.46",,,,,,,,,,,"$1,060,181.31","$31,050.40",,"$24,750.00",,,,,"$688,044.18",,"$68,813.30",,,"$3,000.00","$10,200.00",,,,,,,,,,,,,"$112,067.70","$10,681.63","$12,207.59"
1,114066503,Oley Valley SD,Berks,"$23,806,604.06","$19,998,638.44","$89,315.31","$21,352.98",$67.94,,"$42,106.40",,"$42,106.40",,,,,,"$1,962,231.30",,"$358,202.34",,,,,,,,,,,,,,,"$590,706.06","$15,893.90",,"$7,051.74",,,,,"$262,818.92",,"$100,000.00",,,"$125,000.00","$5,152.44",,,,"$108,052.54",,,,,,"$18,695.38",,$10.20,$882.63,"$2,226.99","$56,092.15"
1,114067002,Reading SD,Berks,"$45,573,071.90","$18,907,554.92",,"$40,676.58","$172,883.08",,"$114,470.33","$10,214,588.16",,,"$111,448.31","$1,083,041.69",,,"$5,107,794.10",,"$957,246.71",,,,,,,,,,,,,,,"$2,978,205.72","$125,519.00",,"$5,234.50",,,"$88,035.03",,"$3,542,126.07",,"$100,000.00",,,"$69,929.14","$93,607.09",,,,,,,,,,,,,"$1,584,754.25",,"$275,957.22"
1,114067503,Schuylkill Valley SD,Berks,"$30,644,916.45","$25,522,243.65","$674,293.67","$27,191.62",$448.44,,,,,,,,,,"$2,126,651.41",,"$438,866.83",,,,,,,,,,,,,,,"$719,585.99","$20,505.78",,"$65,366.88",,,,"$7,245.00","$348,553.32",,"$100,000.00",,,"$12,624.34","$32,804.36",,,,"$355,684.78",,,,,,,,,"$151,094.82",,"$41,755.56"
1,114068003,Tulpehocken Area SD,Berks,"$24,183,793.63","$19,551,718.18","$678,650.77","$20,249.39","$3,847.08",,"$35,807.20",,"$35,807.20",,,,,,"$1,540,515.73",,"$1,183,989.62",,,,,,,,,,,,,,,"$564,928.14","$1,732.72",,"$2,854.00",,,,,"$308,570.54",,"$100,000.00",,,"$1,375.00","$37,592.73","$46,551.53",,,,,,,,,,,,"$19,633.56",,"$49,970.24"
1,114068103,Twin Valley SD,Berks,"$47,014,195.15","$39,263,234.88","$240,027.17","$43,662.21","$1,217.75",,,,,,,,,,"$3,808,560.36",,"$901,678.93",,,,,,,,,,,,,,,"$815,151.10","$96,015.58",,"$72,076.00",,,,,"$559,474.96",,"$100,000.00",,,"$6,988.13","$5,000.00",,,,"$922,723.74",,,,,,,,,"$114,819.37",,"$63,564.97"
1,114069103,Wilson SD,Berks,"$81,892,701.11","$66,813,444.17","$130,703.71","$74,344.27","$1,014.54",,"$121,605.47",,"$121,605.47",,"$108,236.28",,,,"$6,347,706.02",,"$1,292,292.92",,"$2,555,895.19",,,,,,,,,,,,,"$1,737,448.05","$116,985.27",,"$202,845.41","$68,474.28",,,,"$1,042,932.99",,,,,"$125,716.45","$65,630.65","$5,610.00","$56,792.50",,"$354,591.75",,,"$11,000.00","$23,919.18",,"$54,616.24",,"$41,654.00","$259,871.02","$40,557.14","$117,208.14"
1,114069353,Wyomissing Area SD,Berks,"$30,999,600.93","$25,309,792.18","$68,779.05","$26,890.46","$408,500.00",,"$29,153.50",,"$29,153.50",,"$59,184.64",,,,"$2,614,027.39",,"$701,640.10",,"$570,377.93",,,,,,,,,,,,,"$607,253.42","$17,915.23",,"$22,905.12",,,,,"$289,337.75",,"$99,938.00",,,"-$3,576.00","$17,648.80",,$390.00,,"$5,357.10",,,,,,,,,"$47,275.40",,"$77,657.36"
1,108070502,Altoona Area SD,Blair,"$31,239,447.05","$17,130,145.07","$57,851.85","$26,753.59","$308,857.98",,"$109,829.11",,"$112,174.64","$85,913.81","$131,397.45",,,,"$5,137,154.54",,"$618,504.86","$23,794.15","$2,173,153.54",,"$1,175,230.91",,,,,,,,,,,"$1,176,062.96","$171,311.90",,"$108,377.67",,,,"$2,210,393.00","$62,138.00",,,,,"$123,736.62","$1,100.00","$5,802.44","$18,225.00",,,,,"$3,664.50",,,"$74,581.27",,,"$1,825.01","$10,704.07","$180,763.11"
1,108071003,Bellwood-Antis SD,Blair,"$6,812,924.86","$5,019,492.43",,"$6,287.70","$17,042.77",,"$12,830.20",,"$12,830.20","$16,855.50","$15,028.28",,$643.00,,"$917,302.37",,"$94,644.65",,,,,,,,,,,,,,,"$284,844.07","$9,789.19",,"$17,624.65",,,,,"$248,253.64",,,,,,,"$20,274.64",,,,,,,,,,,,,,"$119,181.57"
1,108071504,Claysburg-Kimmel SD,Blair,"$3,439,660.24","$2,317,433.71",,"$3,002.17","$1,654.56",,"$11,756.00",,"$16,674.40",,"$17,285.26",,,,"$496,345.48",,"$52,823.59",,,,,,,,,,,,,,,"$221,225.63","$7,041.26",,"$18,114.00",,,,,"$193,212.02",,,,,"$2,606.30","$61,690.36",,,,,,,,,,,,"$4,927.50",$249.69,,"$13,618.31"
1,108073503,Hollidaysburg Area SD,Blair,"$27,687,255.57","$20,235,007.16","$94,919.37","$24,813.43","$14,044.87",,"$66,837.90",,"$91,087.70","$109,547.28",,,,,"$3,574,859.52",,"$573,634.07",,,,,,,,,,,,,,,"$1,480,018.74","$254,598.55",,"$68,902.00",,,,"$553,072.90","$1,896.00",,,,,"$36,459.00",$44.81,"$32,597.60","$12,025.00",,"$376,017.68",,,,"$1,246.60",,,"$5,236.38",,"$8,355.40",,"$72,033.61"
1,108077503,Spring Cove SD,Blair,"$12,770,418.51","$10,035,180.73","$10,890.92","$11,396.39","$6,391.68",,"$25,325.00",,"$25,325.00","$44,446.98","$40,642.50",,,,"$1,257,674.00",,,,,,,,,,,,,,,,,"$585,212.07","$17,538.01",,"$32,444.18",,,,,"$363,340.13",,,,,"$7,527.00","$17,858.74",,,,"$260,219.70",,,,,,,,,"$25,000.00",,"$4,005.48"
1,108078003,Tyrone Area SD,Blair,"$8,116,926.83","$5,519,737.49",,"$7,121.48","$18,778.99",,,,,,,,,,"$1,626,984.56",,,,,,,,,,,,,,,,,"$415,257.40","$38,983.18",,"$20,049.00",,,,,"$434,144.02",,,,,"$4,368.00",,"$14,219.50",,,,,,,,,,,,"$10,766.56",,"$6,516.65"
1,108079004,Williamsburg Community SD,Blair,"$2,285,214.18","$1,568,422.41",,"$1,993.57","$16,057.11",,"$7,598.50",,"$7,598.50",,"$5,637.11",,,,"$380,617.89",,"$46,167.84",,,,,,,,,,,,,,,"$113,586.37","$4,198.97",,"$12,473.00",,,,$948.00,"$98,543.06",,,,,"$3,000.00","$18,000.00",,,,,,,,,,,,,,,$371.85
1,117080503,Athens Area SD,Bradford,"$17,644,420.00","$12,323,768.00","$35,230.00","$15,989.00","$14,021.00",,,,,,,,,,"$2,876,136.00",,"$249,963.00",,,,,,,,,,,,,,,"$1,061,141.00","$26,173.00",,"$1,110.00",,,,,"$499,350.00",,,,,"$88,302.00","$53,222.00",,,,"$273,358.00",,,,,,,,,"$88,015.00","$3,570.00","$35,072.00"
1,117081003,Canton Area SD,Bradford,"$4,553,258.99","$3,057,199.21",,"$3,382.88","$96,834.52",,"$10,962.60",,"$10,962.70",,,,,,"$504,486.17","$22,997.80","$102,983.62",,,,,,,,,,,,,,,"$309,249.95","$22,966.95",,,,,,,"$246,477.41",,,,,"$9,220.60","$12,363.88","$11,666.94",,,,,,,,,,,,,,"$131,503.76"
1,117083004,Northeast Bradford SD,Bradford,"$4,685,557.11","$3,251,546.33","$4,189.22","$4,079.14","$6,742.44",,,,"$11,128.69",,,,,,"$430,900.86","$200,417.64","$80,960.91",,,,,,,,,,,,,,,"$331,815.24","$5,407.19",,"$10,707.00",,,,,"$175,794.96",,,,,"$138,435.61",$92.84,"$4,401.97",,,,,,,,,,,,"$19,341.59",,"$9,595.48"
1,117086003,Sayre Area SD,Bradford,"$9,234,355.05","$6,421,746.99",,"$7,854.59","$446,369.17",,,,,,,,,,"$1,481,297.11",,"$116,525.44",,,,,,,,,,,,,,,"$355,866.83","$22,330.67",,"$14,124.75",,,,,"$244,497.89",,,,"$3,906.86",,,"$6,200.00",,,"$23,936.62",,,"$12,700.00",,,,,"$8,475.00",,,"$68,523.13"
1,117086503,Towanda Area SD,Bradford,"$12,914,663.01","$9,478,824.99","$27,795.63","$10,792.52","$83,993.45",,,,,,,,,,"$1,371,617.78",,"$150,541.04",,,,,,,,,,,,,,,"$1,110,122.08","$10,921.42",,"$1,591.00",,,,,"$269,756.45",,,,,"$109,375.72",,,"$2,595.00",,"$22,070.28",,,"$1,050.00",,,,,,$624.00,,"$262,991.65"
1,117086653,Troy Area SD,Bradford,"$9,397,518.31","$7,071,584.36",,"$8,497.18","$14,161.63",,"$25,853.55",,"$25,853.55",,,,,,"$795,347.92","$376,189.00","$151,164.76",,,,,,,,,,,,,,,"$400,980.32","$13,899.91",,"$11,387.83",,,,,"$358,636.54",,,,,"$22,359.78","$29,100.10",,,,"$73,994.31",,,,,,,,,,,"$18,507.57"
1,117089003,Wyalusing Area SD,Bradford,"$11,626,932.90","$8,433,903.90",,,"$48,354.77",,"$19,020.66",,"$19,020.66",,,,,,"$1,581,839.57",,"$107,166.85",,,,,,,,,,,,,,,"$883,599.00","$10,736.97",,"$37,514.48",,,,,"$296,100.40",,,,,"$162,368.73",,,,,,,,,,,,,,,,"$27,306.91"
1,122091002,Bensalem Township SD,Bucks,"$116,394,814.81","$100,830,488.52","$369,375.85","$106,059.08","$30,000.00",,,,,,"$164,522.86",,"$10,070.00",,,,"$2,431,761.73",,"$5,062,536.65",,,,,,,,,,,,,"$3,484,344.23","$40,449.41",,$487.00,,$600.00,,"$822,384.35","$1,438,628.33",,"$700,668.00",,,"$49,826.54","$16,929.55",,,,"$230,262.14",,,,,$300.00,,,$575.00,"$313,590.00","$35,660.97","$255,294.60"
1,122091303,Bristol Borough SD,Bucks,"$12,378,548.00","$10,860,996.00","$54,863.00","$11,133.00",,,,,,,"$13,035.00",,,,,,"$266,827.00",,,,,,,,,,,,,,,"$450,510.00","$21,055.00",,,,,,,"$284,144.00",,,,,"$332,868.00","$20,000.00","$55,728.00",,,,,,,,,,,,,,"$7,389.00"
1,122091352,Bristol Township SD,Bucks,"$94,846,915.48","$84,408,026.88",,"$88,824.00","$284,986.99",,,,"$95,895.89",,"$85,687.77",,,,,,"$1,966,034.19",,,,"$443,499.58",,,,,,,,,,,"$4,256,579.14","$129,301.93",,,,,"$11,564.00","$27,650.00","$1,492,545.20",,"$738,119.00",,,"$28,544.77","$460,400.19","$269,043.48",,,"$17,646.61",,,,,,,,,$30.40,"$5,890.65","$36,644.81"
1,122092002,Centennial SD,Bucks,"$92,825,092.95","$77,464,649.56","$281,792.16","$82,486.55","$1,727,607.03",,,,,,"$111,285.64",,,,"$6,270,309.19",,"$1,747,474.86",,"$814,317.07",,"$1,026,148.67",,,,,,,,,,,"$2,053,860.93","$37,277.63",,"$24,437.71",,,,,"$952,753.60",,,,,"$87,641.15","$37,442.39",,,,"$98,435.43",,,,,,,,,$12.02,,"$7,161.36"
1,122092102,Central Bucks SD,Bucks,"$265,453,918.45","$222,069,419.78","$1,264,235.69","$248,300.68",,,,,,,,,,,"$27,901,250.13",,"$6,113,716.09",,,,,,,,,,,,,,,"$2,288,197.65","$325,444.16",,"$9,236.28",,,,,"$2,602,525.82",,"$332,620.00",,,"$30,721.92","$9,564.43","$16,202.78",,"$40,598.56","$447,422.43",,,,,,,,"$1,353,950.56","$153,414.10",,"$247,097.39"
1,122092353,Council Rock SD,Bucks,"$195,657,661.84","$160,218,248.45","$576,838.69","$174,418.36","$3,265.85",,,,,,"$129,562.86",,,,"$21,426,859.00","$4,298,412.83","$4,241,506.67",,,,,,,,,,,,,,,"$1,881,787.22","$279,172.48",,"$4,663.12",,,,,"$1,782,584.08",,"$217,630.00",,,"$176,097.55","$59,282.49","$50,282.43",,,$139.91,,,,,,,,"$34,890.00","$3,547.33","$45,278.14","$53,194.38"
1,122097203,Morrisville Borough SD,Bucks,"$14,608,690.00","$12,980,236.00","$5,547.00","$12,760.00",,,,,,,,,,,,,"$279,213.00",,,,,,,,,,,,,,,"$412,700.00","$3,281.00",,,,,,,"$735,308.00",,"$104,260.00",,,"$3,628.00",,,,,,,,,,,,,,,,"$71,757.00"
1,122097502,Neshaminy SD,Bucks,"$137,898,131.29","$123,798,926.79","$304,335.51",,"$445,760.43",,"$192,870.50",,"$192,353.09",,"$158,974.77",,,,,,"$2,782,049.74","$265,819.40","$1,370,534.75",,"$1,146,595.14",,,,,,,,,,,"$3,776,133.85","$59,501.31",,"$20,960.00",,,,,"$1,910,972.30",,"$525,349.00",,,"$677,036.37","$7,768.63",,"$45,909.00",,"$10,831.19",,,,,,,,,,,"$205,449.52"
1,122097604,New Hope-Solebury SD,Bucks,"$38,740,077.89","$30,451,504.88","$147,946.18","$1,196.00",,,,,,,,,,,"$5,330,860.85",,"$1,573,812.56",,,,,,,,,,,,,,,"$996,052.72","$15,987.25",,,,,,,"$169,616.71",,"$26,318.00",,,"$10,902.50",,$395.00,,,,,,,,,,,,,,"$15,485.24"
1,122098003,Palisades SD,Bucks,"$34,438,341.44","$28,585,002.17","$106,014.12","$31,365.21","$2,091.00",,,,,,,,,,"$2,782,519.80",,"$915,197.64",,,,,,,,,,,,,,,"$1,033,220.42","$121,318.04",,"$13,181.39",,"$3,000.00",,"$134,169.35","$285,331.00",,"$70,856.00",,,"$101,481.54","$80,621.76",,,"$3,822.07",,,,"$8,580.00",,,"$10,000.00",,,"$113,159.66","$7,707.44","$29,702.83"
1,122098103,Pennridge SD,Bucks,"$108,543,093.22","$83,654,211.24","$587,678.71","$100,030.39","$170,410.80",,,,,,"$86,718.56",,,,"$18,754,025.77",,"$1,900,065.97",,,,,,,,,,,,,,,"$1,034,669.09","$119,365.30",,"$119,725.65",,,,,"$1,294,583.20",,"$335,454.00",,,"$83,080.84","$3,065.00",,"$2,377.50",,"$91,201.86",,,,,,,,"$2,900.00","$120,715.05",,"$82,814.29"
1,122098202,Pennsbury SD,Bucks,"$160,774,193.45","$149,742,793.17","$643,119.70","$147,466.11",,,,,,,,,,,,,"$3,945,996.66",,,,,,,,,,,,,,,"$2,494,492.45","$71,410.42",,"$16,817.56",,,,,"$2,296,090.67",,"$500,853.00",,,"$28,473.50",,,,,"$191,381.74",,,,,,,,,"$653,249.19","$12,848.54","$29,200.74"
1,122098403,Quakertown Community SD,Bucks,"$84,275,817.80","$67,644,908.72","$690,428.89","$77,235.95","$54,886.31",,,,,,,,,,"$11,095,630.89",,"$1,237,329.33",,,,,,,,,,,,,,,"$1,477,306.96","$75,967.00",,"$65,563.98",,,,,"$1,226,823.85",,"$306,504.00",,,"$28,565.46","$44,000.00",,,,"$48,617.47",,,"$15,510.00",,,,,,"$178,925.14",,"$7,613.85"
1,104101252,Butler Area SD,Butler,"$54,085,320.94","$42,255,504.37","$118,565.58","$47,955.89","$64,392.15",,"$141,652.00",,"$141,652.00",,"$115,654.60",,,,"$5,905,123.74",,"$1,222,245.81",,,,,,,,,,,,,,,"$1,294,760.26","$111,413.72",,"$125,760.00",,,,,"$1,253,146.00",,,,,"$35,927.79","$102,689.03",,"$28,060.00",,"$357,790.00",,,"$50,000.00",,,,,,"$536,111.00",,"$176,917.00"
1,104103603,Karns City Area SD,Butler,"$8,353,833.33","$5,601,637.43",,,,,"$22,617.20",,"$22,661.20",,"$10,448.48",,,,"$981,709.59",,"$166,695.23",,,,,,,,,,,,,,,"$528,696.12","$89,030.01",,"$45,187.15",,,"$6,655.30","$308,788.33","$233,351.30",,,,,"$8,200.00","$22,611.42",,,,,,,,"$28,867.86",,,,,"$219,845.11",,"$56,831.60"
1,104105003,Mars Area SD,Butler,"$37,418,520.00","$27,416,921.00","$294,300.00","$33,039.00","$306,770.00",,,,,,"$67,014.00",,,,"$5,908,836.00",,"$1,844,475.00",,,,,,,,,,,,,,,"$377,729.00","$47,330.00",,"$321,003.00",,,,,"$438,106.00",,,"$288,935.00",,"$18,788.00",,"$1,038.00",,,,,,,,,,,,"$30,894.00",,"$23,342.00"
1,104105353,Moniteau SD,Butler,"$7,626,126.47","$5,356,282.88",,"$6,432.32","$12,664.92",,"$25,291.40",,"$20,347.00",,"$20,498.64",,,,"$932,868.10",,"$112,001.18",,,,,,,,,,,,,,,"$454,185.36","$26,579.22",,"$1,863.81",,,,"$309,975.09","$255,515.46",,,,,"$9,942.52","$9,548.39",,,,,,,,,,,,,"$52,476.24",,"$19,653.94"
1,104107903,Seneca Valley SD,Butler,"$104,567,795.45","$78,783,681.20","$846,480.73","$87,957.99","$321,359.46",,,,,,,,,"$198,609.94","$11,793,673.75",,"$3,711,895.92",,,,,,,,,,,,,,,"$965,914.93","$160,418.73",,"$304,758.50",,,,"$3,000.00","$1,513,238.54",,,,,"$86,033.00","$39,485.42","$37,140.64","$257,398.96",,"$5,084,074.91",,,,,,,,,"$225,051.04",,"$147,621.79"
